amoblado,amount_max_bs,amount_max_usd,bathroom,baulera,bedroom,dimension,elevator,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_type,id_type_offer,latitud,longitud,pool,price,status,year_built
0,40002059.0,5831204.0,4.0,0,4.0,655,0,2185,2744.29,14992,1999,13710,3,452875,1,1,-16.489689000000002,-68.119293,0,395000,2,
0,40002059.0,5831204.0,8.0,0,12.0,910,0,6545,8158.82,44899,5986,41061,8,437939,1,1,-16.542702,-68.085693,0,1183000,2,
0,40002059.0,5831204.0,4.0,0,3.0,467,0,2600,3281.32,17838,2378,16313,4,430035,1,1,-16.542818,-68.065536,0,470000,2,2014.0
0,40002059.0,5831204.0,4.0,0,4.0,943,0,4205,5280.15,28845,3845,26379,1,465787,1,1,-16.527407,-68.10991700000001,0,760000,2,
0,40002059.0,5831204.0,4.0,0,4.0,943,0,4205,5241.51,28845,3845,26379,1,436364,1,1,-16.524628,-68.11284599999999,0,760000,2,
0,40002059.0,5831204.0,6.0,0,7.0,340,0,2755,3434.57,18901,2520,17285,4,439025,1,1,-16.527731,-68.086525,0,498000,2,
0,40002059.0,5831204.0,8.0,0,12.0,910,0,6545,8218.96,44899,5986,41061,8,465772,1,1,-16.541306,-68.086678,0,1183000,2,
0,40002059.0,5831204.0,4.0,0,5.0,370,0,1964,2478.44,13474,1796,12322,2,440061,1,1,-16.544107,-68.095566,0,355000,2,2000.0
0,40002059.0,5831204.0,6.0,0,5.0,450,0,2285,2848.35,15675,2090,14335,2,444308,1,1,-16.519045000000002,-68.060539,0,413000,1,2015.0
0,40002059.0,5831204.0,5.0,0,4.0,296,0,2158,2698.53,14802,1973,13537,3,446006,1,1,-16.519228,-68.06489599999999,0,390000,2,2014.0
0,40002059.0,5831204.0,3.0,0,4.0,230,0,1233,1344.86,8458,1128,7735,3,446905,1,1,-16.524110999999998,-68.120255,0,195000,2,
0,40002059.0,5831204.0,8.0,0,7.0,680,0,1936,2431.65,13284,1771,12148,4,465751,1,1,-16.646954,-68.044205,0,350000,2,
0,40002059.0,5831204.0,3.0,0,3.0,300,0,1577,1965.57,10817,1442,9892,4,446285,1,1,-16.513248,-68.05998199999999,0,285000,2,
0,40002059.0,5831204.0,5.0,0,5.0,316,0,2158,2689.72,14802,1973,13537,2,446641,1,1,-16.543941,-68.07907900000001,0,390000,2,
0,40002059.0,5831204.0,8.0,0,7.0,680,0,1936,2413.85,13284,1771,12148,4,441533,1,1,-16.645044,-68.042847,0,350000,2,
0,40002059.0,5831204.0,3.0,0,4.0,680,0,4315,5379.44,29604,3947,27073,4,447897,1,1,-16.544173999999998,-68.08602900000001,0,780000,2,
0,40002059.0,5831204.0,8.0,0,7.0,613,0,4426,5862.22,30363,4048,27767,10,447250,1,1,-16.536041,-68.07579799999999,0,800000,1,2017.0
0,40002059.0,5831204.0,4.0,0,5.0,320,0,1770,2223.22,12145,1619,11107,4,455119,1,1,-16.541327,-68.069115,0,320000,2,
0,40002059.0,5831204.0,5.0,0,5.0,650,0,2711,3404.3,18597,2479,17008,2,465691,1,1,-16.535351000000002,-68.074448,0,490000,2,
0,40002059.0,5831204.0,10.0,0,7.0,800,0,5090,6423.0,34918,4655,31932,5,447253,1,1,-16.542417999999998,-68.061134,0,920000,2,
0,40002059.0,5831204.0,6.0,0,4.0,413,0,2324,2917.98,15941,2125,14578,3,453304,1,1,-16.525179,-68.08635699999999,0,420000,2,
0,40002059.0,5831204.0,3.0,0,3.0,246,0,1577,1980.05,10817,1442,9892,2,454367,1,1,-16.535425,-68.068649,0,285000,2,2000.0
0,40002059.0,5831204.0,4.0,0,4.0,329,0,2158,2709.55,14802,1973,13537,2,465647,1,1,-16.543816,-68.075096,0,390000,2,
0,40002059.0,5831204.0,4.0,0,4.0,329,0,2158,2709.55,14802,1973,13537,2,463904,1,1,-16.543816,-68.075096,0,390000,2,
0,40002059.0,5831204.0,4.0,0,5.0,400,0,3430,4307.49,23531,3137,21520,2,455583,1,1,-16.522907,-68.06752,0,620000,2,
0,40002059.0,5831204.0,7.0,1,7.0,504,0,2379,3002.05,16320,2176,14925,3,490948,1,1,-16.521317,-68.063278,0,430000,2,2012.0
0,40002059.0,5831204.0,4.0,1,3.0,287,0,2324,2932.24,15941,2125,14578,0,507752,1,1,-16.526178,-68.08721899999999,0,420000,2,
0,40002059.0,5831204.0,4.0,0,5.0,450,0,2158,2709.55,14802,1973,13537,3,466369,1,1,-16.521849,-68.063225,0,390000,1,2014.0
0,40002059.0,5831204.0,6.0,0,6.0,378,0,2075,2618.07,14233,1897,13016,5,462925,1,1,-16.540356,-68.098732,0,375000,2,
0,40002059.0,5831204.0,4.0,0,3.0,152,0,942,1035.19,6463,862,5910,3,457818,1,1,-16.547148,-68.045662,0,149000,2,
0,40002059.0,5831204.0,5.0,0,4.0,300,0,2683,3369.57,18408,2454,16834,4,463146,1,1,-16.541307,-68.085472,0,485000,2,
0,40002059.0,5831204.0,4.0,0,4.0,307,0,1075,1181.09,7374,983,6744,1,468598,1,1,-16.540758,-68.063416,0,170000,2,
0,40002059.0,5831204.0,5.0,0,4.0,300,0,1992,2499.09,13663,1821,12495,3,464393,1,1,-16.489689000000002,-68.119293,0,360000,2,
0,40002059.0,5831204.0,4.0,0,4.0,265,0,1466,1885.01,10058,1341,9198,2,466536,1,1,-16.513907999999997,-68.057381,0,265000,1,2017.0
0,40002059.0,5831204.0,6.0,0,6.0,378,0,2075,2605.34,14233,1897,13016,5,466406,1,1,-16.539455,-68.098412,0,375000,1,2011.0
0,40002059.0,5831204.0,5.0,0,5.0,346,0,2213,2776.76,15182,2024,13884,2,468574,1,1,-16.545864,-68.07914,0,400000,2,
0,40002059.0,5831204.0,3.0,1,3.0,265,1,1549,1954.83,10627,1417,9719,1,507745,1,1,-16.522997,-68.05699200000001,0,280000,2,
0,40002059.0,5831204.0,5.0,0,5.0,346,0,2213,2776.76,15182,2024,13884,2,468569,1,1,-16.545864,-68.07914,0,400000,2,
0,40002059.0,5831204.0,4.0,0,3.0,275,0,1582,1987.0,10855,1447,9927,2,459657,1,1,-16.527639,-68.062057,0,286000,1,2018.0
1,40002059.0,5831204.0,6.0,1,4.0,592,0,3596,4512.24,24670,3289,22561,2,490936,1,1,-16.547507999999997,-68.087639,0,650000,2,2014.0
0,40002059.0,5831204.0,4.0,0,3.0,673,0,3596,4515.91,24670,3289,22561,2,460413,1,1,-16.54751,-68.068787,0,650000,2,
0,40002059.0,5831204.0,4.0,0,3.0,673,0,3596,4515.91,24670,3289,22561,2,465614,1,1,-16.54751,-68.068787,0,650000,2,
0,40002059.0,5831204.0,4.0,0,5.0,450,0,2158,2709.55,14802,1973,13537,3,465609,1,1,-16.519253,-68.06195100000001,0,390000,2,
0,40002059.0,5831204.0,6.0,0,4.0,355,0,1770,2206.95,12145,1619,11107,2,448275,1,1,-16.559036,-68.09816,0,320000,2,2016.0
0,40002059.0,5831204.0,5.0,0,3.0,400,0,3098,3890.63,21254,2833,19437,3,465607,1,1,-16.56514,-68.10067,0,560000,2,
0,40002059.0,5831204.0,7.0,1,7.0,550,0,3652,4581.66,25050,3339,22908,4,490966,1,1,-16.543507,-68.061691,0,660000,2,1993.0
0,40002059.0,5831204.0,5.0,0,4.0,450,0,3209,4000.1,22013,2935,20131,3,449388,1,1,-16.544701,-68.073273,0,580000,2,
0,40002059.0,5831204.0,5.0,0,4.0,450,0,3209,4029.59,22013,2935,20131,3,473099,1,1,-16.544701,-68.073273,0,580000,2,
0,40002059.0,5831204.0,4.0,0,3.0,223,0,967,1062.98,6637,885,6069,2,465686,1,1,-16.527252,-68.053093,0,153000,2,
0,40002059.0,5831204.0,4.0,0,3.0,223,0,967,1062.98,6637,885,6069,2,450044,1,1,-16.527252,-68.053093,0,153000,1,
0,40002059.0,5831204.0,2.0,0,3.0,200,0,35962,24438.27,246700,32888,225610,1,457356,1,1,-16.496664000000003,-68.113174,0,6500000,1,2003.0
0,40002059.0,5831204.0,10.0,0,19.0,3293,0,27663,24422.42,189769,25298,173546,0,490937,1,1,-16.494965,-68.135483,0,5000000,2,1917.0
0,40002059.0,5831204.0,3.0,0,4.0,198,0,1107,1215.82,7591,1012,6942,2,450852,1,1,-16.539469,-68.040756,0,175000,2,2008.0
0,40002059.0,5831204.0,3.0,0,4.0,160,0,980,1076.87,6723,896,6148,2,451290,1,1,-16.524782000000002,-68.05036899999999,0,155000,1,2018.0
0,40002059.0,5831204.0,4.0,0,4.0,276,0,1660,2084.27,11386,1518,10413,2,476766,1,1,-16.528246,-68.102898,0,300000,2,
0,40002059.0,5831204.0,3.0,0,3.0,440,0,2739,3439.04,18787,2505,17181,2,467972,1,1,-16.551388,-68.084808,0,495000,2,
0,40002059.0,5831204.0,2.0,0,3.0,225,0,1046,1149.13,7174,956,6561,1,468546,1,1,-16.528446,-68.049759,0,165400,2,
0,40002059.0,5831204.0,2.0,0,3.0,225,0,1046,1149.13,7174,956,6561,1,468543,1,1,-16.528446,-68.049759,0,165400,2,
0,40002059.0,5831204.0,2.0,0,3.0,230,0,1826,2303.9,12525,1670,11454,4,451538,1,1,-16.649788,-68.040192,0,330000,2,2008.0
0,40002059.0,5831204.0,4.0,0,5.0,310,0,1333,1464.55,9144,1219,8362,0,472916,1,1,-16.5658,-68.103836,0,210800,2,
0,40002059.0,5831204.0,4.0,0,4.0,350,0,1450,1978.44,9944,1326,9094,2,469428,1,1,-16.524723,-68.106728,0,262000,2,1995.0
0,40002059.0,5831204.0,4.0,0,3.0,209,0,1577,1980.05,10817,1442,9892,2,472909,1,1,-16.530556,-68.03569,0,285000,2,
0,40002059.0,5831204.0,6.0,0,6.0,390,0,2158,2707.34,14802,1973,13537,5,472063,1,1,-16.536434,-68.097961,0,390000,2,
0,40002059.0,5831204.0,5.0,0,4.0,455,0,3320,4168.54,22772,3036,20826,4,477086,1,1,-16.54855,-68.086235,0,600000,2,1983.0
0,40002059.0,5831204.0,4.0,0,3.0,209,0,1577,1980.05,10817,1442,9892,2,472908,1,1,-16.530556,-68.03569,0,285000,2,
0,40002059.0,5831204.0,5.0,0,4.0,455,0,3320,4168.54,22772,3036,20826,4,477129,1,1,-16.54862,-68.086205,0,600000,2,1983.0
0,40002059.0,5831204.0,4.0,0,4.0,517,0,1660,2223.22,11386,1518,10413,2,473660,1,1,-16.540113,-68.09648100000001,0,300000,2,
0,40002059.0,5831204.0,3.0,0,5.0,700,0,2656,3351.13,18218,2429,16660,0,507730,1,1,-16.522083,-68.060287,0,480000,2,
0,40002059.0,5831204.0,8.0,0,5.0,600,0,3983,5002.24,27327,3643,24991,5,477230,1,1,-16.531679,-68.087898,0,720000,2,2000.0
0,40002059.0,5831204.0,3.0,0,5.0,700,0,2656,3334.83,18218,2429,16660,5,478048,1,1,-16.518887,-68.063393,0,480000,2,
0,40002059.0,5831204.0,4.0,0,3.0,210,0,1604,2014.79,11007,1467,10066,2,479745,1,1,-16.518494,-68.104881,0,290000,1,2018.0
0,40002059.0,5831204.0,4.0,0,3.0,0,0,1538,1940.86,10551,1407,9649,1,507723,1,1,-16.522160999999997,-68.061363,0,278000,2,
0,40002059.0,5831204.0,5.0,0,4.0,380,0,2042,2563.65,14005,1867,12808,4,482548,1,1,-16.528208,-68.08683,0,369000,2,
0,40002059.0,5831204.0,4.0,0,3.0,305,0,1566,1966.16,10741,1432,9823,2,481990,1,1,-16.527138,-68.062187,0,283000,1,2018.0
0,40002059.0,5831204.0,5.0,0,4.0,393,0,1936,2443.53,13284,1771,12148,10,480720,1,1,-16.587432999999997,-68.0746,0,350000,2,
0,40002059.0,5831204.0,5.0,0,4.0,393,0,1936,2443.53,13284,1771,12148,10,480722,1,1,-16.587432999999997,-68.0746,0,350000,2,
0,40002059.0,5831204.0,3.0,0,4.0,346,0,2379,2985.02,16320,2176,14925,0,486311,1,1,-16.544106,-68.08045200000001,0,430000,1,2005.0
0,48463835.0,7064699.0,2.0,0,3.0,127,0,596,693.5,4088,540,3702,10,486601,1,1,-16.644087,-68.02314,0,99900,1,2018.0
0,40002059.0,5831204.0,3.0,0,4.0,307,0,1075,1180.12,7374,983,6744,1,486317,1,1,-16.5425,-68.059853,0,170000,1,2010.0
0,40002059.0,5831204.0,4.0,0,4.0,190,0,1391,1527.22,9543,1272,8727,2,486308,1,1,-16.546120000000002,-68.056549,0,220000,1,2011.0
0,40002059.0,5831204.0,3.0,0,,247,0,2158,3019.73,14802,1973,13537,1,490906,1,1,-16.519776999999998,-68.061653,0,390000,2,
0,40002059.0,5831204.0,4.0,0,5.0,333,0,1391,1522.25,9543,1272,8727,2,489223,1,1,-16.520357,-68.06244699999999,0,220000,2,
0,40002059.0,5831204.0,4.0,0,5.0,333,0,1391,1522.25,9543,1272,8727,2,489222,1,1,-16.520357,-68.06244699999999,0,220000,2,
0,40002059.0,5831204.0,4.0,0,4.0,315,0,1411,1770.19,9678,1290,8851,3,489238,1,1,-16.542514999999998,-68.097183,0,255000,2,
0,40002059.0,5831204.0,4.0,0,4.0,315,0,1411,1770.19,9678,1290,8851,3,489237,1,1,-16.538639,-68.100563,0,255000,2,
0,40002059.0,5831204.0,8.0,0,,1000,0,948,12495.43,6506,867,5950,10,490912,1,1,-16.548545999999998,-68.08845500000001,0,150000,2,
0,40002059.0,5831204.0,5.0,0,4.0,350,0,1494,1978.44,10248,1366,9371,1,489475,1,1,-16.526415,-68.105896,0,270000,2,
0,40002059.0,5831204.0,3.0,0,5.0,315,0,1411,1770.19,9678,1290,8851,2,488800,1,1,-16.535010999999997,-68.101669,0,255000,1,2010.0
0,48463835.0,7064699.0,2.0,0,3.0,127,0,590,687.24,4051,535,3668,10,489629,1,1,-16.644169,-68.023483,0,98999,1,2018.0
0,40002059.0,5831204.0,5.0,0,3.0,250,0,1296,1388.38,8892,1185,8132,3,490253,1,1,-16.521416000000002,-68.05645799999999,0,205000,2,2015.0
0,40002059.0,5831204.0,7.0,0,5.0,468,0,1992,2499.09,13663,1821,12495,2,491950,1,1,-16.486856,-68.140495,0,360000,2,
0,40002059.0,5831204.0,3.0,0,4.0,309,0,2130,2672.63,14612,1948,13363,4,490177,1,1,-16.509657,-68.07914,0,385000,2,
0,40002059.0,5831204.0,7.0,0,5.0,468,0,1992,2499.09,13663,1821,12495,2,491949,1,1,-16.486856,-68.140495,0,360000,2,
0,40002059.0,5831204.0,3.0,0,3.0,300,0,1743,2199.18,11955,1594,10933,2,513097,1,1,-16.529478,-68.07012900000001,0,315000,2,
0,40002059.0,5831204.0,6.0,0,6.0,620,0,6639,8371.03,45545,6072,41651,5,505192,1,1,-16.547974,-68.08631899999999,0,1200000,2,
0,40002059.0,5831204.0,3.0,0,3.0,220,0,1138,1249.54,7808,1041,7140,2,491887,1,1,-16.608074,-68.072037,0,180000,1,2018.0
0,40002059.0,5831204.0,3.0,0,3.0,203,0,917,1006.58,6290,838,5752,2,489272,1,1,-16.591261,-68.073257,0,145000,1,
0,40002059.0,5831204.0,3.0,0,3.0,152,0,942,1040.25,6463,862,5910,3,513086,1,1,-16.546371,-68.053993,0,149000,2,
0,40002059.0,5831204.0,6.0,0,3.0,378,0,1604,2096.46,11007,1467,10066,2,496430,1,1,-16.562859,-68.103386,0,290000,2,
0,40002059.0,5831204.0,6.0,0,6.0,297,0,1391,1535.93,9543,1272,8727,2,513080,1,1,-16.517696,-68.060005,0,220000,2,
0,40002059.0,5831204.0,7.0,0,7.0,460,0,2988,3770.02,20495,2732,18743,3,513072,1,1,-16.551497,-68.089783,0,540000,2,
0,40002059.0,5831204.0,6.0,0,6.0,790,0,3043,3839.84,20875,2783,19090,4,513083,1,1,-16.488676,-68.123138,0,550000,2,
0,40002059.0,5831204.0,4.0,0,4.0,764,0,3043,3839.84,20875,2783,19090,2,513071,1,1,-16.541044,-68.068466,0,550000,2,
0,40002059.0,5831204.0,5.0,0,3.0,450,0,2158,2720.58,14802,1973,13537,2,497276,1,1,-16.516132,-68.064079,0,390000,2,
0,40002059.0,5831204.0,,1,,923,0,5422,6803.07,37195,4958,34015,0,496771,1,1,-16.565622,-68.113167,1,980000,2,1998.0
0,40002059.0,5831204.0,4.0,0,3.0,291,0,2340,2950.79,16054,2140,14682,4,498071,1,1,-16.535774,-68.07624799999999,0,423000,2,
0,40002059.0,5831204.0,6.0,0,5.0,450,0,2075,2615.95,14233,1897,13016,2,499272,1,1,-16.530098000000002,-68.064812,0,375000,2,2012.0
0,40002059.0,5831204.0,10.0,1,4.0,780,0,3043,3836.72,20875,2783,19090,5,497762,1,1,-16.489023,-68.123581,0,550000,2,
0,40002059.0,5831204.0,5.0,0,5.0,460,0,1770,2234.09,12145,1619,11107,5,513050,1,1,-16.521563,-68.0606,0,320000,2,
0,40002059.0,5831204.0,5.0,0,5.0,324,0,1632,2057.88,11196,1493,10239,2,499975,1,1,-16.529636,-68.099571,0,295000,2,
0,40002059.0,5831204.0,7.0,0,5.0,575,0,3873,4883.1,26568,3542,24296,5,500634,1,1,-16.557329,-68.11165600000001,0,700000,1,2011.0
0,40002059.0,5831204.0,4.0,0,3.0,274,0,1604,2023.0,11007,1467,10066,2,501708,1,1,-16.565992,-68.103737,0,290000,1,2018.0
0,40002059.0,5831204.0,6.0,0,4.0,300,0,1876,2434.57,12866,1715,11766,2,500591,1,1,-16.522694,-68.08844,0,339000,2,2008.0
0,40002059.0,5831204.0,5.0,0,4.0,315,0,1423,1569.57,9760,1301,8925,2,503533,1,1,-16.524235,-68.05256700000001,0,225000,2,
0,40002059.0,5831204.0,5.0,0,4.0,315,0,1423,1569.57,9760,1301,8925,2,503532,1,1,-16.524235,-68.05256700000001,0,225000,2,
0,40002059.0,5831204.0,5.0,0,5.0,360,0,1853,2336.91,12715,1695,11628,3,503531,1,1,-16.517576000000002,-68.05592299999999,0,335000,2,
0,40002059.0,5831204.0,5.0,0,5.0,360,0,1853,2336.91,12715,1695,11628,3,503530,1,1,-16.517576000000002,-68.05592299999999,0,335000,2,
0,40002059.0,5831204.0,4.0,0,5.0,480,0,3320,4185.51,22772,3036,20826,4,504987,1,1,-16.543375,-68.08625,0,600000,2,
0,40002059.0,5831204.0,4.0,0,5.0,480,0,3320,4185.51,22772,3036,20826,4,504986,1,1,-16.543375,-68.08625,0,600000,2,
0,40002059.0,5831204.0,5.0,0,3.0,271,0,1549,1953.24,10627,1417,9719,2,505062,1,1,-16.539394,-68.057663,0,280000,2,2005.0
0,46605679.0,6793831.0,2.0,0,1.0,200,0,887,997.55,6084,809,5547,0,500710,1,1,-16.492085999999997,-68.132462,0,143000,2,1930.0
0,40002059.0,5831204.0,5.0,0,3.0,300,0,1992,2511.31,13663,1821,12495,3,505152,1,1,-16.513939,-68.059395,0,360000,2,
0,40002059.0,5831204.0,4.0,0,4.0,332,0,1480,1661.6,10150,1353,9282,2,507233,1,1,-16.518282,-68.059402,0,234000,2,
0,40002059.0,5831204.0,13.0,0,15.0,555,0,3541,4537.99,24290,3238,22214,1,504798,1,1,-16.512014,-68.127831,0,639999,2,2016.0
0,40002059.0,5831204.0,10.0,1,10.0,923,0,5422,6836.34,37195,4958,34015,2,506439,1,1,-16.565622,-68.113167,1,980000,2,1998.0
0,40002059.0,5831204.0,3.0,0,4.0,290,0,1992,2652.98,13663,1821,12495,0,507239,1,1,-16.498302,-68.128883,0,360000,2,
0,40002059.0,5831204.0,3.0,0,4.0,290,0,1992,2652.98,13663,1821,12495,0,507240,1,1,-16.498302,-68.128883,0,360000,2,
0,40002059.0,5831204.0,4.0,0,3.0,270,0,1505,1661.6,10323,1376,9441,1,507236,1,1,-16.522389999999998,-68.061882,0,238000,2,
0,40002059.0,5831204.0,4.0,0,3.0,270,0,1505,1661.6,10323,1376,9441,1,507235,1,1,-16.518751,-68.057693,0,238000,2,
0,40002059.0,5831204.0,4.0,0,4.0,332,0,1480,1661.6,10150,1353,9282,2,507232,1,1,-16.521332,-68.061462,0,234000,2,
0,40002059.0,5831204.0,3.0,0,3.0,275,0,1394,1759.34,9564,1275,8747,2,507887,1,1,-16.522734,-68.056656,0,252000,1,2019.0
0,40002059.0,5831204.0,2.0,0,3.0,224,0,2102,2652.98,14422,1923,13189,1,507126,1,1,-16.490648,-68.14964300000001,0,380000,2,1998.0
0,40002059.0,5831204.0,4.0,0,3.0,240,0,2102,2652.98,14422,1923,13189,2,509113,1,1,-16.527731,-68.08644100000001,0,380000,2,
0,40002059.0,5831204.0,4.0,0,5.0,220,0,1486,1640.66,10193,1359,9322,2,506830,1,1,-16.664749,-68.015587,0,235000,2,2005.0
0,40002059.0,5831204.0,5.0,0,3.0,240,0,1964,2456.35,13474,1796,12322,3,508451,1,1,-16.515017,-68.129829,0,355000,2,2005.0
0,40002059.0,5831204.0,6.0,0,5.0,451,0,2462,3106.78,16889,2252,15446,3,508584,1,1,-16.535805,-68.09818299999999,0,445000,1,1990.0
0,40002059.0,5831204.0,4.0,0,3.0,180,0,1964,2478.44,13474,1796,12322,5,508518,1,1,-16.567625,-68.09030200000001,0,355000,2,
0,40002059.0,5831204.0,5.0,0,7.0,550,0,4979,7679.67,34158,4554,31238,10,509350,1,1,-16.548899,-68.089912,0,900000,2,2006.0
0,40002059.0,5831204.0,4.0,0,3.0,305,0,1521,1919.92,10437,1391,9545,2,510211,1,1,-16.527445,-68.062813,0,275000,1,2018.0
0,40002059.0,5831204.0,,0,,296,0,2324,2932.24,15941,2125,14578,2,515496,1,1,-16.505699,-68.130775,0,420000,2,1970.0
0,40002059.0,5831204.0,3.0,0,3.0,190,0,1258,1389.32,8632,1151,7894,2,510598,1,1,-16.514442000000003,-68.054077,0,199000,1,2019.0
0,40002059.0,5831204.0,4.0,0,4.0,400,0,2102,2932.24,14422,1923,13189,2,511585,1,1,-16.541656,-68.055672,0,380000,2,
0,40002059.0,5831204.0,4.0,0,5.0,500,0,2656,3351.13,18218,2429,16660,0,511424,1,1,-16.523220000000002,-68.06514,0,480000,2,
0,40002059.0,5831204.0,5.0,0,5.0,580,0,8852,11170.43,60726,8095,55535,5,511761,1,1,-16.541309,-68.088882,0,1600000,2,1995.0
0,40002059.0,5831204.0,2.0,0,15.0,1500,0,7082,8936.35,48581,6476,44428,7,511590,1,1,-16.49164,-68.138237,0,1280000,2,
0,40002059.0,5831204.0,3.0,0,3.0,280,0,2213,2862.42,15182,2024,13884,3,511780,1,1,-16.5177,-68.087128,0,400000,2,1995.0
0,40002059.0,5831204.0,4.0,0,3.0,220,0,1581,1745.38,10844,1446,9917,4,512010,1,1,-16.514318,-68.05438199999999,0,250000,1,2019.0
0,40002059.0,5831204.0,4.0,0,5.0,300,0,1770,2234.09,12145,1619,11107,4,512160,1,1,-16.5044,-68.082298,0,320000,2,2010.0
0,40002059.0,5831204.0,5.0,0,4.0,410,0,1604,2024.64,11007,1467,10066,2,512865,1,1,-16.536814,-68.05345200000001,0,290000,2,
0,40002059.0,5831204.0,6.0,0,8.0,650,0,1604,2024.64,11007,1467,10066,3,512332,1,1,-16.491522,-68.15679200000001,0,290000,2,2015.0
0,40002059.0,5831204.0,3.0,0,3.0,207,0,1195,1301.35,8198,1093,7497,1,415096,1,1,-16.525108,-68.05193299999999,0,189000,1,2018.0
0,40002059.0,5831204.0,4.0,0,4.0,270,0,1715,2134.49,11766,1568,10760,2,345501,1,1,-16.519325,-68.062523,0,310000,2,
0,40002059.0,5831204.0,5.0,0,5.0,410,0,2490,3126.4,17079,2277,15619,4,465877,1,1,-16.489689000000002,-68.119293,0,450000,2,
0,40002059.0,5831204.0,4.0,0,3.0,464,0,2490,3126.4,17079,2277,15619,0,286299,1,1,-16.548256,-68.087563,0,450000,2,
0,40002059.0,5831204.0,4.0,0,3.0,220,0,1062,1280.46,7287,971,6664,2,233239,1,1,-16.52626,-68.05159,0,168000,2,2015.0
0,40002059.0,5831204.0,4.0,0,4.0,467,0,1654,,11348,1513,10378,2,197181,1,1,-16.514471,-68.062218,0,299000,2,
0,40002059.0,5831204.0,6.0,0,6.0,384,0,2739,3439.04,18787,2505,17181,8,466076,1,1,-16.518383,-68.064346,0,495000,2,
0,40002059.0,5831204.0,,0,4.0,470,0,2932,3682.21,20116,2682,18396,3,465823,1,1,-16.607626,-68.070259,0,530000,2,
0,40002059.0,5831204.0,4.0,0,5.0,500,0,1438,,9868,1316,9024,2,1354,1,1,-16.52886,-68.078461,0,260000,2,2000.0
0,40002059.0,5831204.0,4.0,0,4.0,510,0,2656,,18218,2429,16660,3,148877,1,1,-16.512159,-68.05783100000001,0,480000,2,
0,40002059.0,5831204.0,4.0,0,4.0,415,0,3264,4099.06,22393,2985,20478,3,172296,1,1,-16.536093,-68.100082,0,590000,2,
0,,,4.0,0,4.0,400,0,0,,0,0,0,3,542531,1,2,-16.526634,-68.064713,0,1000,2,2001.0
0,,,6.0,0,5.0,580,0,0,,0,0,0,4,542175,1,2,-16.512047,-68.056709,0,2500,2,2015.0
0,40002059.0,5831204.0,4.0,0,4.0,380,0,1936,2431.65,13284,1771,12148,2,466068,1,1,-16.609785000000002,-68.070274,0,350000,2,
0,40002059.0,5831204.0,7.0,0,5.0,375,0,3596,,24670,3289,22561,4,119533,1,1,-16.516829,-68.06210300000001,0,650000,2,
0,40002059.0,5831204.0,3.0,0,4.0,300,0,2158,,14802,1973,13537,2,119544,1,1,-16.516829,-68.06210300000001,0,390000,1,
0,,,4.0,0,4.0,310,0,0,,0,0,0,2,541852,1,2,-16.543118,-68.079422,0,3000,2,2000.0
0,40002059.0,5831204.0,3.0,0,4.0,250,0,2434,,16700,2226,15272,3,119553,1,1,-16.560471,-68.09549,0,440000,2,
1,40002059.0,5831204.0,3.0,0,4.0,500,0,9405,,64522,8601,59006,6,119551,1,1,-16.542476999999998,-68.08644100000001,0,1700000,2,
0,40002059.0,5831204.0,4.0,0,4.0,342,0,1227,,8415,1122,7696,2,119536,1,1,-16.594593,-68.07073199999999,0,194000,1,
0,,,3.0,0,5.0,400,0,0,,0,0,0,3,535845,1,2,-16.544003,-68.08579300000001,0,2000,2,
1,40002059.0,5831204.0,3.0,0,4.0,440,0,1981,,13587,1811,12426,2,119555,1,1,-16.566183,-68.101295,0,358000,2,
0,40002059.0,5831204.0,5.0,0,6.0,500,0,2545,,17459,2327,15966,5,119552,1,1,-16.574189999999998,-68.08318299999999,0,460000,1,
0,,,4.0,0,4.0,0,0,0,,0,0,0,3,540523,1,2,-16.521826,-68.05837199999999,0,2000,2,
0,,,5.0,0,4.0,350,0,0,,0,0,0,3,539209,1,2,-16.524604999999998,-68.06746700000001,0,1350,2,2011.0
0,,,3.0,0,2.0,200,0,0,,0,0,0,2,538992,1,2,-16.542912,-68.083153,0,1300,2,2010.0
0,,,4.0,0,5.0,350,0,0,,0,0,0,3,538637,1,2,-16.542807,-68.078362,0,2700,2,
0,,,5.0,0,4.0,350,0,0,,0,0,0,2,540961,1,2,-16.530752,-68.070206,0,1300,2,
0,,,4.0,0,4.0,350,0,0,,0,0,0,2,537297,1,2,-16.605267,-68.136688,0,600,1,2015.0
0,,,4.0,0,4.0,300,0,0,,0,0,0,3,541055,1,2,-16.531557,-68.070686,0,1300,1,2006.0
0,,,4.0,0,3.0,300,0,0,,0,0,0,2,539267,1,2,-16.567636,-68.104416,0,1500,2,
0,40002059.0,5831204.0,4.0,0,5.0,540,0,2047,,14043,1872,12842,2,140935,1,1,-16.516829,-68.06210300000001,0,370000,2,
0,40002059.0,5831204.0,3.0,0,4.0,297,0,1411,,9678,1290,8851,1,141857,1,1,-16.486301,-68.119926,0,255000,2,1987.0
0,,,4.0,0,3.0,350,0,0,,0,0,0,1,540073,1,2,-16.520884,-68.059937,0,600,1,2018.0
0,,,6.0,0,4.0,530,0,0,,0,0,0,2,528340,1,2,-16.559202,-68.096786,0,2600,2,
