address,amoblado,amount_max_bs,amount_max_usd,availability,bathroom,baulera,bedroom,code,credit_type,date_released,dimension,elevator,fecentrega,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_type,id_type_offer,latitud,location,longitud,moneda,neighborhood,pool,price,region,status,type,type_offer,warranty,year_built
"Achumani, Jardines del Sur",0,40002059,5831204,ENABLED,5,0,6,UC-518837, no social con 20% de aporte propio. ,30/01/2019,365,0,Inmediata,1604,2024.64,11007,1467,10066,3,518837,1,1,-16.514671,La Paz,-68.059669,$us,Achumani,0,290000,La Paz,2,Casa,Venta,,1993
Casa en Venta en Seguencoma,0,40002059,5831204,ENABLED,,0,,UC-519527, no social con 20% de aporte propio. ,08/04/2019,0,0,Inmediata,3320,4188.91,22772,3036,20826,2,519527,1,1,-16.536472,La Paz,-68.097267,$us,Seguencoma,0,600000,La Paz,2,Casa,Venta,,
Jupapina,0,40002059,5831204,ENABLED,5,0,5,UC-514403, no social con 20% de aporte propio. ,29/01/2019,290,0,Inmediata,2047,2583.16,14043,1872,12842,5,514403,1,1,-16.576521,La Paz,-68.078659,$us,Mallasa,0,370000,La Paz,2,Casa,Venta,,2006
La Florida  muy cerca a Urbanización la Rinconada,0,40002059,5831204,ENABLED,6,0,5,UC-515362, no social con 20% de aporte propio. ,23/01/2019,760,0,Inmediata,3320,4188.91,22772,3036,20826,5,515362,1,1,-16.549126,La Paz,-68.084145,$us,La Florida,0,600000,La Paz,2,Casa,Venta,,2010
AMPLIA CASA EN VENTA EN ALTO IRPAVI,0,40002059,5831204,ENABLED,6,0,6,UC-513449, no social con 20% de aporte propio. ,17/01/2019,470,0,Inmediata,1743,2199.18,11955,1594,10933,3,513449,1,1,-16.521191,La Paz,-68.081886,$us,Alto Irpavi,0,315000,La Paz,2,Casa,Venta,,
FCV27038 – COMPRA TU CASA EN ALTO IRPAVI,0,40002059,5831204,ENABLED,6,0,6,UC-514521, no social con 20% de aporte propio. ,06/04/2019,470,0,Inmediata,1743,2199.18,11955,1594,10933,3,514521,1,1,-16.521128,La Paz,-68.081863,$us,Alto Irpavi,0,315000,La Paz,2,Casa,Venta,,
FCV27730 – COMPRA ESTA CASA EN MALLASILLA,0,40002059,5831204,ENABLED,7,0,5,UC-517416, no social con 20% de aporte propio. ,06/04/2019,380,0,Inmediata,1815,2289.94,12449,1660,11385,4,517416,1,1,-16.56233,La Paz,-68.100098,$us,Mallasilla,0,328000,La Paz,2,Casa,Venta,,
"Irpavi, calle1",0,40002059,5831204,ENABLED,5,0,4,UC-517894, no social con 20% de aporte propio. ,29/01/2019,304,0,Inmediata,3043,3839.84,20875,2783,19090,2,517894,1,1,-16.527895,La Paz,-68.08567,$us,Irpavi,0,550000,La Paz,1,Casa,Venta,,1984
FCV27730 – COMPRA ESTA CASA EN MALLASILLA,0,40002059,5831204,ENABLED,7,0,5,UC-517412, no social con 20% de aporte propio. ,06/04/2019,380,0,Inmediata,1815,2289.94,12449,1660,11385,4,517412,1,1,-16.56233,La Paz,-68.100098,$us,Mallasilla,0,328000,La Paz,2,Casa,Venta,,
La florida,0,40002059,5831204,ENABLED,5,0,3,UC-517175, no social con 20% de aporte propio. ,27/01/2019,300,0,Inmediata,2434,3071.87,16700,2226,15272,2,517175,1,1,-16.549002,La Paz,-68.085922,$us,La Florida,0,440000,La Paz,1,Casa,Venta,,2011
Bajo Seguencoma,0,40002059,5831204,ENABLED,,0,,UC-519529, no social con 20% de aporte propio. ,08/04/2019,570,0,Inmediata,4647,5864.48,31881,4250,29156,0,519529,1,1,-16.532558,La Paz,-68.099579,$us,Seguencoma,0,840000,La Paz,2,Casa,Venta,,
FCV27946 – FC27946 – F27946 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,6,0,4,UC-519250, no social con 20% de aporte propio. ,06/04/2019,1400,0,Inmediata,2656,3141.68,18218,2429,16660,6,519250,1,1,-16.530298,La Paz,-68.051544,$us,Achumani,0,480000,La Paz,2,Casa,Venta,,
FCV27946 – FC27946 – F27946 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,6,0,4,UC-519247, no social con 20% de aporte propio. ,06/04/2019,1400,0,Inmediata,2656,3141.68,18218,2429,16660,6,519247,1,1,-16.530298,La Paz,-68.051544,$us,Achumani,0,480000,La Paz,2,Casa,Venta,,
MIRAFLORES,0,40002059,5831204,ENABLED,5,0,5,UC-514291, no social con 20% de aporte propio. ,26/01/2019,8746,0,05/2019,5256,6632.45,36056,4807,32974,4,514291,1,1,-16.486481,La Paz,-68.122314,$us,Miraflores,0,950000,La Paz,2,Casa,Venta,,2008
HERMOSA CASA EN VENTA EN LOS PINOS,0,40002059,5831204,ENABLED,5,0,4,UC-513456, no social con 20% de aporte propio. ,17/01/2019,421,0,Inmediata,3209,4049.28,22013,2935,20131,3,513456,1,1,-16.544249,La Paz,-68.067841,$us,Cota Cota,0,580000,La Paz,2,Casa,Venta,,
FCV27099 – COMPRA TU CASA ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-540569, no social con 20% de aporte propio. ,06/04/2019,188,0,Inmediata,1189,,8155,1087,7458,2,540569,1,1,-16.515472,La Paz,-68.054611,$us,Achumani,0,188000,La Paz,2,Casa,Venta,,
FCV27933 – COMPRA TU CASA EN IRPAVI II,0,40002059,5831204,ENABLED,3,0,3,UC-519246, no social con 20% de aporte propio. ,06/04/2019,150,0,Inmediata,1012,1117.04,6940,925,6347,2,519246,1,1,-16.503864,La Paz,-68.076904,$us,Irpavi,0,160000,La Paz,2,Casa,Venta,,
FCV27933 – COMPRA TU CASA EN IRPAVI II,0,40002059,5831204,ENABLED,3,0,3,UC-519245, no social con 20% de aporte propio. ,06/04/2019,150,0,Inmediata,1012,1117.04,6940,925,6347,2,519245,1,1,-16.503864,La Paz,-68.076904,$us,Irpavi,0,160000,La Paz,2,Casa,Venta,,
FCV27099 – COMPRA TU CASA ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-540568, no social con 20% de aporte propio. ,06/04/2019,188,0,Inmediata,1189,,8155,1087,7458,2,540568,1,1,-16.515472,La Paz,-68.054611,$us,Achumani,0,188000,La Paz,2,Casa,Venta,,
FCV27091 – COMPRA TU CASA ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-514510, no social con 20% de aporte propio. ,06/04/2019,220,0,Inmediata,1536,1745.38,10540,1405,9639,4,514510,1,1,-16.521921,La Paz,-68.061165,$us,Achumani,0,243000,La Paz,2,Casa,Venta,,
FCV27091 – COMPRA TU CASA ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-514509, no social con 20% de aporte propio. ,06/04/2019,220,0,Inmediata,1536,1745.38,10540,1405,9639,4,514509,1,1,-16.521334,La Paz,-68.059662,$us,Achumani,0,243000,La Paz,2,Casa,Venta,,
FCV27038 – COMPRA TU CASA EN ALTO IRPAVI,0,40002059,5831204,ENABLED,6,0,6,UC-514522, no social con 20% de aporte propio. ,06/04/2019,470,0,Inmediata,1743,2199.18,11955,1594,10933,3,514522,1,1,-16.521128,La Paz,-68.081863,$us,Alto Irpavi,0,315000,La Paz,2,Casa,Venta,,
FCV27301 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,5,0,4,UC-514500, no social con 20% de aporte propio. ,06/04/2019,29682,0,Inmediata,1826,2629.33,12525,1670,11454,4,514500,1,1,-16.521263,La Paz,-68.061661,$us,Achumani,0,330000,La Paz,2,Casa,Venta,,
"Código 11934, ACHUMANI, CASA EN VENTA, LA PAZ, BOLIVIA",0,40002059,5831204,ENABLED,6,0,5,UC-514612, no social con 20% de aporte propio. ,21/01/2019,485,0,Inmediata,2429,3064.89,16662,2221,15237,4,514612,1,1,-16.511829,La Paz,-68.056412,$us,Achumani,0,439000,La Paz,2,Casa,Venta,,
Achumani ,0,40002059,5831204,ENABLED,5,0,4,UC-514707, no social con 20% de aporte propio. ,21/01/2019,548,0,Inmediata,2545,3211.50,17459,2327,15966,4,514707,1,1,-16.517159,La Paz,-68.061378,$us,Achumani,0,460000,La Paz,2,Casa,Venta,,2010
"Calle Octavio Linares, Alto Obrajes, Sector B",0,40002059,5831204,ENABLED,2,0,6,UC-514850, no social con 20% de aporte propio. ,07/02/2019,200,0,Inmediata,1391,1535.93,9543,1272,8727,2,514850,1,1,-16.521446,La Paz,-68.108292,$us,Alto Obrajes,0,220000,La Paz,2,Casa,Venta,,1978
"Achumani, calle 12",0,40002059,5831204,ENABLED,4,0,3,UC-515436, no social con 20% de aporte propio. ,11/03/2019,260,0,Inmediata,1947,2457.50,13360,1781,12218,3,515436,1,1,-16.534136,La Paz,-68.074265,$us,Achumani,0,352000,La Paz,2,Casa,Venta,,1976
FCV27569 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-515881, no social con 20% de aporte propio. ,06/04/2019,181,0,Inmediata,1687,2129.36,11576,1543,10586,2,515881,1,1,-16.521254,La Paz,-68.061813,$us,Achumani,0,305000,La Paz,2,Casa,Venta,,
Los pinos,0,46605679,6793831,ENABLED,4,0,3,UC-513729, social. ,18/01/2019,300,0,Inmediata,744,837.78,5106,679,4655,2,513729,1,1,-16.544447,La Paz,-68.074432,$us,Los Pinos,0,120000,La Paz,2,Casa,Venta,,
FCV27569 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-515880, no social con 20% de aporte propio. ,06/04/2019,181,0,Inmediata,1687,2129.36,11576,1543,10586,2,515880,1,1,-16.519958,La Paz,-68.060356,$us,Achumani,0,305000,La Paz,2,Casa,Venta,,
"Valle de las Flores, urbanización las dalias calle 7 #108",0,48463835,7064699,ENABLED,1,0,2,UC-514663, social. ,21/02/2019,75,0,Inmediata,507,628.34,3478,459,3150,0,514663,1,1,-16.484789,La Paz,-68.092392,$us,Pampahasi,0,85000,La Paz,1,Casa,Venta,,2015
FCV27919 – COMPRA ESTA CASA EN ALTO AUQUISAMAÑA,0,40002059,5831204,ENABLED,6,0,5,UC-519587, no social con 20% de aporte propio. ,06/04/2019,424,0,Inmediata,4149,5168.31,28465,3795,26032,3,519587,1,1,-16.551737,La Paz,-68.066109,$us,Auquisamaña,0,750000,La Paz,2,Casa,Venta,,
FCV27919 – COMPRA ESTA CASA EN ALTO AUQUISAMAÑA,0,40002059,5831204,ENABLED,6,0,5,UC-519586, no social con 20% de aporte propio. ,06/04/2019,424,0,Inmediata,4149,5168.31,28465,3795,26032,3,519586,1,1,-16.551737,La Paz,-68.066109,$us,Auquisamaña,0,750000,La Paz,2,Casa,Venta,,
Achumani,0,40002059,5831204,ENABLED,,0,,UC-520263, no social con 20% de aporte propio. ,08/04/2019,368,0,Inmediata,3043,3805.62,20875,2783,19090,2,520263,1,1,-16.527658,La Paz,-68.069748,$us,Achumani,0,550000,La Paz,2,Casa,Venta,,
Calle Mariscal de Zepita Nro. 730 de la zona La Portada  de la ciudad de La Paz.,0,40002059,5831204,ENABLED,2,0,10,UC-518370, no social con 20% de aporte propio. ,26/02/2019,473,0,Inmediata,1353,1563.86,9282,1237,8489,1,518370,1,1,-16.493259,La Paz,-68.159348,$us,El Tejar,0,214000,La Paz,2,Casa,Venta,,1993
Valencia,0,46605679,6793831,ENABLED,2,0,2,UC-520381, social. ,02/02/2019,200,0,Inmediata,744,830.32,5106,679,4655,3,520381,1,1,-16.657347,La Paz,-68.034798,$us,Río Abajo,0,120000,La Paz,2,Casa,Venta,,2000
"Ex Fundo ""Magdalena de Cayo"" del canton Achocalla",0,48463835,7064699,ENABLED,1,0,3,UC-515571, social. ,23/01/2019,120,0,Inmediata,537,628.34,3683,486,3335,3,515571,1,1,-16.550926,La Paz,-68.161827,$us,Achocalla,0,90000,La Paz,2,Casa,Venta,,
