amoblado,bathroom,baulera,bedroom,dimension_built,dimension_ground,elevator,garage,latitud,longitud,price,status,year_built,riesgo__alto,riesgo__bajo,riesgo__moderado,riesgo__muy bajo,neighborhood_encoded
0,1.0,0,1.0,45,0,0,0,-16.54213,-68.087448,75000.0,1,2014.0,0,1,0,0,4
0,3.0,0,3.0,145,0,0,1,-16.515581,-68.061447,148000.0,2,2011.0,1,0,0,0,1
0,2.0,0,2.0,98,0,0,1,-16.545422,-68.069199,110000.0,2,,0,0,1,0,9
0,2.0,0,2.0,100,0,0,1,-16.522322,-68.062874,128000.0,2,2018.0,1,0,0,0,1
0,3.0,0,4.0,155,0,0,1,-16.521723,-68.08635699999999,155000.0,2,1994.0,0,0,1,0,8
0,3.0,0,3.0,118,0,0,0,-16.485429999999994,-68.122574,120000.0,2,2013.0,0,0,0,1,16
0,3.0,0,2.0,109,0,0,1,-16.538612,-68.076706,160500.0,2,,0,1,0,0,4
0,3.0,0,2.0,160,88,0,1,-16.523703,-68.085976,111000.0,2,,0,0,1,0,8
0,2.0,0,4.0,137,0,0,1,-16.50757,-68.129143,155000.0,2,,0,0,1,0,13
0,5.0,0,3.0,280,0,0,2,-16.541470999999998,-68.08335100000001,325000.0,2,,0,1,0,0,4
0,2.0,0,2.0,103,0,0,0,-16.502645,-68.12178,110000.0,2,2007.0,0,0,0,1,16
0,2.0,0,1.0,66,0,0,1,-16.537373000000002,-68.049988,57000.0,2,2014.0,0,1,0,0,3
0,2.0,0,2.0,0,93,0,1,-16.514167999999998,-68.061363,102000.0,2,,1,0,0,0,1
0,2.0,0,2.0,69,0,0,0,-16.522591000000002,-68.087112,74500.0,2,,0,0,1,0,8
0,2.0,0,2.0,86,146,0,1,-16.514122,-68.063774,125000.0,2,,1,0,0,0,1
0,2.0,0,2.0,82,163,0,1,-16.514122,-68.063774,126000.0,2,,1,0,0,0,1
0,2.0,0,2.0,86,138,0,1,-16.515154000000006,-68.06085999999999,112000.0,2,,1,0,0,0,1
0,4.0,0,4.0,240,0,0,1,-16.542680999999998,-68.065483,220000.0,2,2008.0,0,1,0,0,4
0,4.0,0,3.0,260,0,0,3,-16.538960999999997,-68.082672,360000.0,2,,0,1,0,0,4
0,4.0,0,3.0,140,0,0,1,-16.529123000000002,-68.068497,135000.0,2,2010.0,1,0,0,0,1
0,3.0,0,3.0,180,0,0,2,-16.540228,-68.08622,260000.0,2,,0,1,0,0,4
0,4.0,0,4.0,281,0,0,2,-16.539558,-68.07045,285000.0,2,2015.0,0,0,1,0,10
0,1.0,0,1.0,52,0,0,1,-16.545832,-68.06809200000001,52100.0,1,2019.0,0,1,0,0,6
0,4.0,0,3.0,123,0,0,1,-16.54645,-68.06815300000001,143500.0,1,2019.0,0,1,0,0,6
0,3.0,0,3.0,160,0,0,1,-16.542126,-68.056885,109000.0,2,2004.0,0,0,1,0,10
0,4.0,0,3.0,156,0,0,1,-16.517692999999998,-68.06189,145000.0,2,2015.0,1,0,0,0,1
0,3.0,0,3.0,180,0,0,0,-16.503511,-68.130486,260000.0,2,,0,0,0,1,5
0,4.0,0,3.0,0,132,0,1,-16.528093,-68.086708,129000.0,2,,0,0,1,0,8
0,4.0,0,4.0,179,0,0,1,-16.513947,-68.119972,189000.0,2,2013.0,0,0,0,1,5
0,4.0,0,3.0,127,0,0,1,-16.526312,-68.064575,130000.0,1,2018.0,1,0,0,0,1
0,3.0,0,5.0,172,0,0,1,-16.540846,-68.073669,140000.0,2,,0,0,1,0,9
0,4.0,0,3.0,182,0,0,1,-16.528,-68.070312,220000.0,1,2016.0,1,0,0,0,1
0,3.0,0,2.0,125,0,0,1,-16.525141,-68.069229,122000.0,2,2012.0,1,0,0,0,1
0,3.0,0,3.0,101,0,0,0,-16.513248,-68.12236,110000.0,2,1988.0,0,0,1,0,13
0,3.0,0,3.0,150,0,0,1,-16.544538,-68.07324200000001,143000.0,2,,0,0,1,0,9
0,4.0,0,3.0,120,0,0,1,-16.545586,-68.077751,129000.0,2,2016.0,0,0,1,0,9
0,4.0,0,3.0,154,0,0,1,-16.524199,-68.111603,210000.0,2,,0,1,0,0,7
0,1.0,0,2.0,113,0,0,1,-16.541431,-68.079124,153000.0,1,2018.0,0,1,0,0,17
0,2.0,0,1.0,53,0,0,0,-16.543806,-68.078453,83500.0,1,2019.0,0,1,0,0,17
0,,0,,45,0,0,1,-16.517895000000006,-68.057114,72000.0,2,,1,0,0,0,1
0,2.0,0,3.0,100,0,0,0,-16.500938,-68.13203399999999,125000.0,2,,0,1,0,0,18
0,1.0,0,1.0,0,0,0,0,-16.514841,-68.13117199999999,55000.0,2,,0,0,1,0,13
0,3.0,0,3.0,158,0,0,1,-16.538933,-68.078239,228000.0,2,,0,1,0,0,4
0,1.0,0,1.0,39,0,0,0,-16.524469,-68.111168,52000.0,2,2015.0,0,1,0,0,7
0,3.0,0,4.0,157,0,0,1,-16.538347,-68.053093,110000.0,2,,0,0,1,0,10
0,3.0,0,3.0,120,0,0,1,-16.540443,-68.06276700000001,120000.0,2,2015.0,0,0,1,0,10
0,4.0,0,3.0,152,0,0,1,-16.519381,-68.053551,104000.0,2,2019.0,1,0,0,0,1
0,1.0,0,1.0,65,0,0,0,-16.538591,-68.073753,71600.0,1,2019.0,0,1,0,0,4
0,,0,,84,0,0,1,-16.523613,-68.062561,107000.0,2,,1,0,0,0,1
0,4.0,0,3.0,130,0,0,1,-16.542994,-68.071655,125000.0,2,2016.0,0,0,1,0,9
0,2.0,0,2.0,87,0,0,0,-16.537687,-68.073715,94786.0,1,2019.0,0,1,0,0,4
1,1.0,1,1.0,89,0,1,1,-16.515093,-68.060822,135000.0,2,2011.0,1,0,0,0,1
0,3.0,0,4.0,168,0,0,1,-16.521931,-68.05169699999999,96000.0,1,,1,0,0,0,1
0,2.0,0,3.0,87,0,0,1,-16.491913,-68.143623,100000.0,2,,0,0,1,0,24
0,4.0,0,3.0,180,0,1,1,-16.529320000000002,-68.073051,185000.0,2,2013.0,1,0,0,0,1
0,3.0,0,3.0,135,0,0,0,-16.523094,-68.084579,168000.0,2,,0,0,1,0,8
0,2.0,1,2.0,99,0,1,1,-16.517239,-68.063347,125000.0,1,2017.0,1,0,0,0,1
0,2.0,0,3.0,150,0,0,1,-16.511495999999998,-68.122063,143.0,2,,0,0,0,1,5
0,6.0,0,4.0,265,0,0,2,-16.516157,-68.061752,240000.0,1,,1,0,0,0,1
0,4.0,0,3.0,138,138,0,2,-16.54298,-68.085014,168000.0,2,,0,1,0,0,4
0,3.0,0,3.0,176,0,0,2,-16.530178,-68.056488,118000.0,2,,1,0,0,0,1
0,3.0,0,3.0,153,0,0,1,-16.540854,-68.06336999999999,115000.0,2,,0,0,1,0,10
0,2.0,0,3.0,0,145,0,1,-16.529888,-68.086563,238000.0,2,,0,0,1,0,8
0,2.0,0,2.0,0,112,0,1,-16.544453,-68.07309000000001,132000.0,2,,0,0,1,0,9
0,2.0,0,2.0,148,0,0,1,-16.537769,-68.07465400000001,130000.0,1,2015.0,0,1,0,0,4
0,3.0,0,3.0,167,0,0,1,-16.541059,-68.090836,220000.0,2,,0,1,0,0,4
0,4.0,1,3.0,202,0,0,2,-16.542553,-68.08728,340000.0,2,,0,1,0,0,4
0,1.0,0,1.0,26,0,0,0,-16.519037,-68.05903599999999,28000.0,2,,1,0,0,0,1
0,2.0,0,3.0,62,0,0,0,-16.518326000000002,-68.062225,57000.0,2,,1,0,0,0,1
0,1.0,0,2.0,46,0,0,0,-16.521852,-68.061752,42000.0,2,,1,0,0,0,1
0,3.0,0,2.0,84,0,0,1,-16.514687,-68.087425,127000.0,2,,0,0,1,0,8
0,4.0,0,3.0,148,0,0,1,-16.511047,-68.124184,158000.0,2,1999.0,0,0,0,1,5
0,2.0,0,3.0,61,0,0,0,-16.519806,-68.06282,57000.0,2,,1,0,0,0,1
0,1.0,0,1.0,26,0,0,0,-16.523443,-68.062729,28000.0,2,,1,0,0,0,1
0,5.0,0,4.0,185,0,0,1,-16.546758999999998,-68.062218,180000.0,2,2015.0,0,0,1,0,10
0,3.0,0,3.0,0,0,0,1,-16.530403,-68.06774899999999,180000.0,2,,1,0,0,0,1
0,2.0,0,2.0,97,0,0,1,-16.544804,-68.07157099999999,124570.0,1,2019.0,0,0,1,0,9
0,2.0,0,1.0,52,0,0,0,-16.543364999999998,-68.079422,83000.0,1,2018.0,0,1,0,0,17
0,4.0,0,4.0,210,0,0,1,-16.530127,-68.078903,153000.0,2,,0,1,0,0,25
0,5.0,0,3.0,210,0,0,2,-16.540676,-68.08284,290000.0,2,2016.0,0,1,0,0,4
0,4.0,0,3.0,216,0,0,3,-16.51996,-68.062096,160000.0,2,2015.0,1,0,0,0,1
0,2.0,0,2.0,79,0,0,1,-16.537232999999997,-68.078926,119500.0,1,2019.0,0,1,0,0,4
0,3.0,0,3.0,152,0,0,1,-16.518520000000002,-68.056259,121000.0,1,2018.0,1,0,0,0,1
0,2.0,0,3.0,79,0,0,0,-16.544864999999998,-68.074348,90000.0,2,1983.0,0,0,1,0,9
0,4.0,0,3.0,151,0,0,1,-16.542076,-68.083389,180000.0,2,,0,1,0,0,4
0,3.0,0,3.0,255,0,0,1,-16.493847,-68.123131,58000.0,1,2019.0,0,0,0,1,16
0,4.0,0,3.0,120,0,0,1,-16.543186,-68.075172,135000.0,2,2000.0,0,0,1,0,9
0,2.0,0,2.0,125,0,0,1,-16.524441,-68.06755799999999,122000.0,2,2011.0,1,0,0,0,1
0,1.0,0,3.0,0,0,0,1,-16.524309,-68.08689100000001,140000.0,2,,0,0,1,0,8
0,2.0,0,3.0,79,0,0,0,-16.54431,-68.075089,87000.0,2,,0,0,1,0,9
0,1.0,0,1.0,85,0,0,0,-16.40016,-67.249825,82000.0,2,,1,0,0,0,15
0,2.0,0,2.0,115,0,0,1,-16.521479,-68.062279,110000.0,2,2014.0,1,0,0,0,1
0,3.0,0,3.0,99,0,0,1,-16.539576999999998,-68.063499,125000.0,1,2019.0,0,0,1,0,10
0,3.0,0,2.0,98,0,0,1,-16.522123,-68.060677,115000.0,2,2015.0,1,0,0,0,1
0,1.0,0,1.0,49,0,0,1,-16.487099,-68.12044499999999,58000.0,1,2019.0,0,0,0,1,16
0,1.0,0,1.0,48,0,0,1,-16.539127,-68.07547,83000.0,1,,0,1,0,0,4
0,4.0,0,4.0,264,0,0,1,-16.54501,-68.082726,215000.0,2,2014.0,0,1,0,0,4
0,4.0,0,3.0,150,0,0,1,-16.540731,-68.06289699999999,115000.0,2,2000.0,0,0,1,0,10
0,4.0,0,4.0,200,0,0,1,-16.540335,-68.08017,370000.0,2,,0,1,0,0,17
0,2.0,0,4.0,138,0,0,0,-16.485885999999994,-68.137466,89000.0,2,2011.0,0,1,0,0,18
0,2.0,0,3.0,90,0,0,1,-16.513626000000002,-68.129875,85000.0,2,1989.0,0,0,1,0,13
0,4.0,0,3.0,222,0,0,2,-16.539776,-68.084038,330000.0,1,2017.0,0,1,0,0,4
0,4.0,1,3.0,210,0,0,2,-16.546204,-68.068001,298000.0,2,,0,1,0,0,4
0,3.0,0,2.0,113,0,0,0,-16.543163,-68.078232,160000.0,2,,0,1,0,0,17
0,4.0,0,3.0,160,0,0,1,-16.542505,-68.100075,139520.0,2,,0,1,0,0,22
0,1.0,0,2.0,71,0,0,1,-16.542185,-68.083954,79800.0,1,2008.0,0,1,0,0,4
0,3.0,1,3.0,160,0,0,1,-16.535313000000002,-68.072075,150000.0,2,,1,0,0,0,1
0,3.0,0,3.0,177,0,0,1,-16.541742000000006,-68.078636,187000.0,2,,0,1,0,0,17
0,1.0,0,1.0,49,0,0,0,-16.541954,-68.097305,62000.0,2,,0,1,0,0,22
0,2.0,0,2.0,80,0,0,1,-16.517925,-68.084183,82000.0,1,,0,1,0,0,2
0,4.0,0,3.0,160,0,0,1,-16.537819,-68.0989,139520.0,2,,0,1,0,0,22
0,1.0,0,1.0,56,0,0,0,-16.524658,-68.110794,73000.0,1,2017.0,0,1,0,0,7
0,3.0,0,3.0,92,0,0,1,-16.528225,-68.086525,99500.0,1,2018.0,0,0,1,0,8
0,3.0,0,3.0,135,0,0,1,-16.544783,-68.054695,140000.0,2,,0,1,0,0,3
0,4.0,0,4.0,200,0,0,1,-16.519768,-68.06163000000001,150000.0,1,2010.0,1,0,0,0,1
0,4.0,0,3.0,168,0,0,1,-16.518366,-68.062157,169000.0,2,,1,0,0,0,1
0,2.0,0,3.0,98,0,0,1,-16.511116,-68.12258100000001,120000.0,2,1985.0,0,0,0,1,5
0,6.0,0,4.0,300,0,0,1,-16.537025,-68.074265,320000.0,1,2018.0,0,1,0,0,4
0,1.0,0,1.0,46,0,0,1,-16.545795000000002,-68.063148,75500.0,2,,0,0,1,0,10
0,5.0,0,4.0,244,0,0,1,-16.490589,-68.11563100000001,190000.0,2,2011.0,0,0,0,1,26
0,1.0,0,1.0,31,0,0,0,-16.525537,-68.109276,47000.0,2,2015.0,0,1,0,0,7
0,3.0,0,3.0,158,0,0,1,-16.518454000000002,-68.062302,11111.0,2,2011.0,1,0,0,0,1
0,4.0,0,3.0,164,0,0,1,-16.542007,-68.073097,185000.0,2,2017.0,0,0,1,0,9
0,5.0,0,4.0,164,0,0,1,-16.535856,-68.07382199999999,195000.0,1,2018.0,1,0,0,0,1
0,4.0,0,4.0,177,0,0,1,-16.490526000000006,-68.11563100000001,142000.0,2,2011.0,0,0,0,1,26
0,,0,2.0,130,0,0,1,-16.518862,-68.086166,106000.0,2,,0,0,1,0,8
0,1.0,0,2.0,46,0,0,0,-16.519247,-68.05841099999999,42000.0,2,,1,0,0,0,1
0,1.0,0,2.0,46,0,0,0,-16.518358,-68.060753,42000.0,2,,1,0,0,0,1
0,3.0,0,2.0,108,0,0,1,-16.49761,-68.12113199999999,122000.0,2,2008.0,0,0,0,1,16
0,3.0,0,3.0,100,0,0,0,-16.542994,-68.06121800000001,98100.0,1,2019.0,0,0,1,0,10
0,2.0,0,2.0,76,0,0,1,-16.512878,-68.127251,72960.0,1,2019.0,0,0,1,0,13
0,4.0,0,3.0,120,0,0,1,-16.543797,-68.084595,168000.0,1,2018.0,0,1,0,0,4
0,2.0,0,3.0,113,0,0,1,-16.513783,-68.128624,108634.0,1,2019.0,0,0,1,0,13
0,5.0,0,3.0,178,0,0,1,-16.543913,-68.06603199999999,160000.0,2,2014.0,0,0,1,0,9
0,2.0,0,3.0,100,0,0,0,-16.522053,-68.113708,103000.0,1,1999.0,0,1,0,0,7
0,1.0,0,1.0,39,0,0,0,-16.541265,-68.07527900000001,57000.0,1,2018.0,0,0,1,0,9
0,1.0,0,2.0,47,0,0,0,-16.521814000000006,-68.05746500000001,43000.0,2,,1,0,0,0,1
0,1.0,0,2.0,46,0,0,0,-16.518213,-68.061134,42000.0,2,,1,0,0,0,1
0,2.0,0,3.0,62,0,0,0,-16.522738,-68.06154599999999,57000.0,2,,1,0,0,0,1
0,2.0,0,2.0,90,0,0,1,-16.543995000000002,-68.084755,120000.0,2,2013.0,0,1,0,0,4
0,2.0,0,1.0,60,0,0,0,-16.544024,-68.079163,83000.0,1,2019.0,0,1,0,0,17
0,1.0,0,2.0,47,0,0,0,-16.518156,-68.06085999999999,43000.0,2,,1,0,0,0,1
0,1.0,0,1.0,28,0,0,0,-16.51844,-68.057091,28000.0,2,,1,0,0,0,1
0,2.0,0,3.0,61,0,0,0,-16.523371,-68.057823,57000.0,2,,1,0,0,0,1
0,2.0,0,2.0,93,0,0,0,-16.545795000000002,-68.063148,132000.0,2,,0,0,1,0,10
0,5.0,0,4.0,168,0,0,1,-16.537101999999994,-68.074348,212000.0,2,,0,1,0,0,4
0,1.0,0,1.0,28,0,0,0,-16.523418,-68.058449,28000.0,2,,1,0,0,0,1
0,4.0,0,3.0,140,0,0,1,-16.545795000000002,-68.063148,142000.0,2,,0,0,1,0,10
0,4.0,1,2.0,266,0,0,2,-16.542553,-68.08728,280000.0,2,,0,1,0,0,4
0,2.0,0,2.0,109,109,0,1,-16.529083,-68.088486,128000.0,2,,0,0,1,0,8
0,4.0,0,4.0,387,0,0,1,-16.545795000000002,-68.063148,314500.0,2,,0,0,1,0,10
0,2.0,0,2.0,84,0,0,0,-16.545271,-68.073235,75000.0,2,,0,0,1,0,9
0,3.0,0,3.0,135,0,0,1,-16.520224,-68.08382399999999,128000.0,1,2019.0,0,1,0,0,2
0,2.0,0,3.0,100,0,0,0,-16.513556,-68.12043800000001,125000.0,1,2000.0,0,0,0,1,5
0,2.0,0,2.0,69,0,0,0,-16.529169,-68.086143,78000.0,1,2019.0,0,0,1,0,8
0,1.0,0,1.0,61,0,0,1,-16.525509,-68.086525,79000.0,1,2019.0,0,0,1,0,8
0,2.0,0,1.0,52,0,0,0,-16.542295000000006,-68.07899499999999,82300.0,1,2019.0,0,1,0,0,17
0,3.0,0,3.0,162,0,0,1,-16.530468,-68.06854200000001,180000.0,2,,1,0,0,0,1
0,5.0,0,4.0,305,0,0,1,-16.537268,-68.07429499999999,345000.0,2,,0,1,0,0,4
0,2.0,0,3.0,99,0,0,1,-16.539331,-68.063278,120000.0,2,2017.0,0,0,1,0,10
0,2.0,0,2.0,77,0,0,1,-16.509792,-68.05085,82000.0,1,2018.0,1,0,0,0,1
0,3.0,0,3.0,126,0,0,0,-16.538591,-68.079124,159779.0,1,2019.0,0,1,0,0,4
0,3.0,0,3.0,107,0,0,1,-16.509752,-68.050903,114000.0,1,2018.0,1,0,0,0,1
0,4.0,0,3.0,162,0,0,1,-16.529419,-68.06987,180000.0,2,,1,0,0,0,1
0,6.0,0,4.0,281,0,0,2,-16.53977,-68.073196,285000.0,2,2014.0,0,1,0,0,4
0,4.0,0,3.0,164,0,0,1,-16.540319,-68.072769,185000.0,2,2017.0,0,1,0,0,4
0,3.0,0,2.0,114,0,0,1,-16.525141,-68.066223,100000.0,1,2017.0,1,0,0,0,1
0,3.0,0,3.0,107,0,0,1,-16.509783,-68.050919,114000.0,1,2018.0,1,0,0,0,1
0,3.0,0,3.0,135,0,0,1,-16.509342,-68.080864,127500.0,1,2019.0,0,0,1,0,8
0,1.0,0,2.0,78,0,0,1,-16.540567000000006,-68.066422,95000.0,1,2016.0,0,0,1,0,10
0,2.0,0,2.0,77,0,0,1,-16.509804000000006,-68.050888,82000.0,1,2018.0,1,0,0,0,1
0,3.0,0,3.0,100,0,0,0,-16.505695000000006,-68.122742,109500.0,2,1991.0,0,0,0,1,16
0,3.0,0,3.0,166,0,0,0,-16.542328,-68.08094,145000.0,2,,0,1,0,0,4
0,4.0,0,3.0,151,0,0,1,-16.520393,-68.058174,115000.0,2,,1,0,0,0,1
0,4.0,0,4.0,200,0,0,1,-16.528202,-68.079391,160000.0,2,,0,1,0,0,25
0,2.0,0,2.0,80,0,0,0,-16.516413,-68.084686,69000.0,1,2019.0,0,1,0,0,2
0,4.0,0,3.0,130,0,0,1,-16.525278,-68.068962,150000.0,2,,1,0,0,0,1
0,5.0,1,4.0,199,0,0,1,-16.513287,-68.08744,180000.0,2,,0,0,1,0,8
0,4.0,0,3.0,151,0,0,1,-16.520113000000002,-68.058563,115000.0,2,,1,0,0,0,1
0,4.0,0,3.0,155,0,0,1,-16.502651,-68.08279399999999,130000.0,2,,0,0,1,0,8
0,3.0,0,2.0,98,0,0,1,-16.549578,-68.089745,116000.0,1,2019.0,0,0,1,0,14
0,2.0,0,3.0,62,0,0,0,-16.518944,-68.062637,57000.0,2,,1,0,0,0,1
0,1.0,0,1.0,46,0,0,1,-16.545379999999998,-68.069511,75500.0,1,2019.0,0,0,1,0,9
0,4.0,0,3.0,140,0,0,1,-16.542459,-68.076035,130000.0,2,2015.0,0,0,1,0,9
0,3.0,0,3.0,140,0,0,1,-16.529335,-68.086182,159000.0,1,2018.0,0,0,1,0,8
0,2.0,0,3.0,62,0,0,0,-16.523178,-68.059349,57000.0,2,,1,0,0,0,1
0,2.0,0,2.0,90,0,0,1,-16.522382999999998,-68.08626600000001,106000.0,1,2019.0,0,0,1,0,8
0,1.0,0,1.0,45,0,0,0,-16.524110999999998,-68.11241899999999,65000.0,1,2018.0,0,1,0,0,7
0,4.0,0,3.0,186,0,0,1,-16.540443,-68.087776,260000.0,1,,0,1,0,0,4
0,4.0,0,3.0,206,0,0,1,-16.54501,-68.085213,210000.0,1,2014.0,0,1,0,0,4
0,1.0,0,2.0,60,0,0,0,-16.521314999999998,-68.06073,65000.0,1,2018.0,1,0,0,0,1
0,1.0,0,2.0,46,0,0,0,-16.519054,-68.061249,42000.0,2,,1,0,0,0,1
0,3.0,0,3.0,80,0,0,1,-16.517281,-68.08326,80000.0,1,,0,1,0,0,2
0,4.0,0,4.0,137,0,0,1,-16.525581,-68.109711,178000.0,2,2016.0,0,1,0,0,7
0,1.0,0,2.0,47,0,0,0,-16.523771,-68.059288,43000.0,2,,1,0,0,0,1
0,1.0,0,1.0,26,0,0,0,-16.521513,-68.061035,28000.0,2,,1,0,0,0,1
0,1.0,0,1.0,26,0,0,0,-16.522697,-68.061897,28000.0,2,,1,0,0,0,1
0,1.0,0,2.0,47,0,0,0,-16.518307,-68.058945,43000.0,2,,1,0,0,0,1
0,1.0,0,2.0,46,0,0,0,-16.522688,-68.057091,42000.0,2,,1,0,0,0,1
0,2.0,0,3.0,62,0,0,0,-16.521046,-68.061066,57000.0,2,,1,0,0,0,1
0,2.0,0,2.0,98,0,0,1,-16.521601,-68.08446500000001,100000.0,1,2018.0,0,0,1,0,8
0,3.0,0,2.0,128,0,0,1,-16.540976999999998,-68.090324,160000.0,2,,0,1,0,0,4
0,1.0,0,2.0,47,0,0,0,-16.523433999999998,-68.057487,43000.0,2,,1,0,0,0,1
0,1.0,0,2.0,47,0,0,0,-16.522465,-68.058273,43000.0,2,,1,0,0,0,1
0,2.0,0,3.0,62,0,0,0,-16.523654999999998,-68.057793,57000.0,2,,1,0,0,0,1
0,2.0,0,1.0,62,102,0,1,-16.527054,-68.086632,79000.0,2,,0,0,1,0,8
0,3.0,0,3.0,162,0,0,1,-16.53055,-68.067642,180000.0,2,,1,0,0,0,1
0,2.0,0,3.0,79,0,0,0,-16.543651999999998,-68.07401999999999,82000.0,2,2006.0,0,0,1,0,9
0,3.0,0,2.0,101,0,0,0,-16.517899,-68.132599,100000.0,2,2012.0,0,0,1,0,13
0,3.0,0,3.0,127,0,0,1,-16.522907,-68.064545,120536.0,2,,1,0,0,0,1
0,3.0,0,2.0,92,53,0,0,-16.537647,-68.06034100000001,110900.0,2,,0,0,1,0,10
0,1.0,0,1.0,49,0,0,0,-16.544279,-68.060677,47800.0,1,,0,0,1,0,10
0,2.0,0,2.0,84,0,0,0,-16.537508,-68.060135,81869.0,2,,0,0,1,0,10
0,4.0,0,3.0,215,0,0,1,-16.539265,-68.084091,255000.0,2,2011.0,0,1,0,0,4
0,4.0,1,3.0,148,0,0,1,-16.54295,-68.063843,134000.0,2,,0,0,1,0,10
0,3.0,0,3.0,158,0,0,1,-16.539602,-68.082451,220000.0,2,,0,1,0,0,4
0,4.0,0,3.0,169,0,0,1,-16.547356,-68.087814,259000.0,2,2016.0,0,0,1,0,14
0,1.0,0,1.0,0,0,0,1,-16.545359,-68.069496,118000.0,2,,0,0,1,0,9
0,3.0,0,4.0,176,0,0,1,-16.496745999999998,-68.125191,210000.0,1,2018.0,0,0,0,1,16
0,4.0,0,3.0,133,0,0,1,-16.527164000000006,-68.086342,145000.0,2,,0,0,1,0,8
0,1.0,0,1.0,53,0,0,0,-16.502613,-68.120125,83000.0,2,,0,0,0,1,16
0,3.0,0,3.0,125,0,0,0,-16.509375,-68.086235,124632.0,2,,0,0,1,0,8
0,2.0,0,3.0,94,0,0,1,-16.486857999999998,-68.140274,81840.0,2,,0,1,0,0,18
0,5.0,1,4.0,272,0,0,2,-16.524199,-68.1119,260000.0,2,,0,1,0,0,7
0,4.0,0,3.0,222,0,0,2,-16.539167000000006,-68.083969,350000.0,2,2017.0,0,1,0,0,4
0,3.0,0,3.0,145,0,0,1,-16.518557,-68.06231700000001,120000.0,1,2018.0,1,0,0,0,1
0,2.0,0,2.0,75,0,0,1,-16.501192,-68.121323,103470.0,2,,0,0,0,1,16
0,2.0,0,2.0,81,93,0,1,-16.499775,-68.120544,116448.0,2,,0,0,0,1,16
0,2.0,0,2.0,75,0,0,1,-16.501829,-68.12359599999999,103470.0,2,,0,0,0,1,16
0,2.0,0,2.0,80,0,0,1,-16.500013,-68.12305500000001,110000.0,2,,0,0,0,1,16
0,3.0,0,3.0,157,0,0,1,-16.499802,-68.123024,189490.0,2,,0,0,0,1,16
0,2.0,0,2.0,81,93,0,1,-16.498596,-68.119331,116448.0,2,,0,0,0,1,16
0,2.0,0,2.0,80,0,0,1,-16.501972,-68.119553,110000.0,2,,0,0,0,1,16
0,2.0,0,2.0,113,157,0,1,-16.501901999999998,-68.12289399999999,179000.0,2,,0,0,0,1,16
0,3.0,0,3.0,125,0,0,0,-16.509293,-68.086334,118750.0,2,,0,0,1,0,8
0,2.0,0,2.0,113,157,0,1,-16.504208,-68.12334399999999,179000.0,2,,0,0,0,1,16
0,2.0,0,3.0,94,0,0,1,-16.48525,-68.137627,81840.0,2,,0,1,0,0,18
0,3.0,0,2.0,88,0,0,1,-16.540762,-68.063339,90000.0,2,,0,0,1,0,10
0,3.0,0,3.0,157,0,0,1,-16.499403,-68.11882800000001,189490.0,2,,0,0,0,1,16
0,3.0,0,3.0,125,0,0,0,-16.509293,-68.086334,121250.0,2,,0,0,1,0,8
0,3.0,0,3.0,145,0,0,0,-16.518805,-68.063263,120000.0,1,2018.0,1,0,0,0,1
0,2.0,0,2.0,77,0,0,1,-16.487161999999998,-68.135727,70000.0,2,,0,1,0,0,18
0,3.0,0,4.0,186,0,0,1,-16.489079,-68.134674,135400.0,1,,0,1,0,0,18
0,4.0,0,3.0,205,0,0,1,-16.515759,-68.056442,160000.0,1,2018.0,1,0,0,0,1
0,4.0,0,3.0,167,0,0,1,-16.526332999999994,-68.108215,230000.0,2,2010.0,0,1,0,0,7
0,3.0,0,4.0,186,0,0,1,-16.488708,-68.136398,135400.0,2,,0,1,0,0,18
0,4.0,0,3.0,128,0,0,1,-16.53965,-68.048218,105000.0,1,,0,1,0,0,3
0,2.0,0,2.0,77,0,0,1,-16.483929,-68.135277,70000.0,2,,0,1,0,0,18
0,1.0,0,1.0,50,0,0,0,-16.506563,-68.135216,80000.0,2,,0,0,1,0,24
0,4.0,0,3.0,170,0,0,2,-16.514278,-68.063393,165000.0,2,2012.0,1,0,0,0,1
0,4.0,1,3.0,115,0,0,0,-16.499689,-68.11752299999999,114000.0,2,,0,0,0,1,16
0,1.0,0,1.0,60,0,0,0,-16.51189,-68.123047,72000.0,2,2005.0,0,0,1,0,13
0,1.0,0,1.0,39,0,0,0,-16.540134,-68.075462,61000.0,1,2018.0,0,0,1,0,9
0,2.0,0,2.0,73,0,0,1,-16.543454999999998,-68.087082,95000.0,1,,0,1,0,0,4
0,3.0,0,3.0,120,0,0,1,-16.540565,-68.083519,165000.0,2,,0,1,0,0,4
0,2.0,0,2.0,78,0,0,0,-16.513575,-68.130585,96000.0,2,2015.0,0,0,1,0,13
0,2.0,0,2.0,73,0,0,1,-16.543303,-68.08916500000001,95000.0,2,,0,1,0,0,4
0,3.0,0,3.0,140,0,0,0,-16.492801999999998,-68.12129200000001,139999.0,2,,0,0,0,1,16
0,2.0,0,2.0,62,0,0,0,-16.497709,-68.132561,83000.0,2,,0,1,0,0,18
0,2.0,0,3.0,94,0,0,1,-16.50831,-68.125771,120000.0,2,1990.0,0,0,0,1,5
0,3.0,0,3.0,128,0,0,1,-16.527403,-68.106323,175000.0,1,2018.0,0,1,0,0,7
0,5.0,0,4.0,393,0,0,2,-16.539467000000002,-68.083969,380000.0,2,,0,1,0,0,4
