amoblado,bathroom,baulera,bedroom,dimension_built,dimension_ground,elevator,garage,latitud,longitud,price,status,year_built,riesgo__alto,riesgo__bajo,riesgo__moderado,riesgo__muy bajo,neighborhood_encoded
0,4.0,0,3.0,288,0,0,3,-16.532970000000002,-68.076225,295000.0,2,,1,0,0,0,1
0,3.0,0,3.0,288,0,0,3,-16.519842,-68.050789,300000.0,2,,1,0,0,0,1
0,4.0,0,3.0,128,0,0,1,-16.539165,-68.047249,105000.0,1,,0,1,0,0,3
0,2.0,0,3.0,114,0,0,1,-16.528446,-68.08622,97000.0,2,2015.0,0,0,1,0,8
0,4.0,0,3.0,170,0,0,1,-16.520654999999998,-68.08635699999999,139000.0,1,2018.0,0,0,1,0,8
0,3.0,0,3.0,120,0,0,1,-16.503248000000006,-68.08171800000001,125000.0,2,2012.0,0,0,1,0,8
0,2.0,0,1.0,113,0,0,1,-16.529007,-68.07103000000001,158200.0,1,2018.0,1,0,0,0,1
0,4.0,0,3.0,165,0,0,1,-16.520739000000006,-68.066742,190000.0,1,2018.0,1,0,0,0,1
0,4.0,0,3.0,152,0,0,1,-16.518620000000002,-68.05686999999999,103000.0,1,2019.0,1,0,0,0,1
0,2.0,0,1.0,138,0,0,0,-16.513241,-68.06304200000001,94500.0,1,2019.0,1,0,0,0,1
0,4.0,0,3.0,201,0,0,1,-16.507303,-68.126427,270000.0,1,1995.0,0,0,0,1,5
0,3.0,0,3.0,116,0,0,1,-16.514557,-68.086945,116820.0,2,,0,0,1,0,8
0,3.0,0,3.0,134,0,0,1,-16.524832,-68.054474,127000.0,2,,1,0,0,0,1
0,4.0,0,3.0,152,0,0,1,-16.540792,-68.090645,175000.0,2,2008.0,0,1,0,0,4
0,2.0,0,3.0,104,0,0,1,-16.502548,-68.125237,130000.0,2,,0,0,0,1,16
0,3.0,0,3.0,157,0,0,1,-16.50757,-68.12738,165000.0,2,,0,0,0,1,5
0,4.0,0,3.0,157,0,0,0,-16.539978,-68.079346,180000.0,1,2018.0,0,1,0,0,4
0,1.0,0,1.0,26,0,0,1,-16.526909,-68.05313100000001,28000.0,1,,1,0,0,0,1
0,2.0,0,2.0,108,0,0,0,-16.541635999999997,-68.086761,101000.0,1,,0,1,0,0,4
0,1.0,0,1.0,49,0,0,1,-16.518309,-68.128113,55300.0,1,2019.0,0,0,1,0,13
0,3.0,0,2.0,105,0,0,0,-16.502754,-68.08174100000001,85000.0,2,2016.0,0,0,1,0,8
0,3.0,0,3.0,140,0,0,1,-16.529091,-68.07210500000001,135000.0,1,2018.0,1,0,0,0,1
0,2.0,0,2.0,70,0,0,1,-16.521437,-68.05995899999999,117000.0,1,2017.0,1,0,0,0,1
0,3.0,0,3.0,116,0,0,1,-16.512178,-68.086632,115000.0,2,2003.0,0,0,1,0,8
0,3.0,0,3.0,156,0,0,2,-16.525202,-68.070427,145000.0,2,,1,0,0,0,1
0,3.0,0,2.0,100,0,0,1,-16.518337,-68.062218,115000.0,2,,1,0,0,0,1
0,1.0,0,1.0,52,0,1,0,-16.544445,-68.07737,83000.0,2,,0,1,0,0,17
0,3.0,0,2.0,150,0,0,1,-16.545401000000002,-68.069168,145000.0,2,,0,0,1,0,9
0,3.0,0,3.0,167,0,0,1,-16.523125,-68.055603,140000.0,1,2018.0,1,0,0,0,1
0,2.0,0,3.0,99,0,0,0,-16.486626,-68.138237,125000.0,2,,0,1,0,0,18
0,3.0,0,3.0,185,0,0,1,-16.543488,-68.063538,180000.0,2,,0,0,1,0,10
0,4.0,0,3.0,135,0,0,1,-16.540401,-68.068443,150000.0,2,,0,0,1,0,10
0,1.0,0,1.0,300,0,0,1,-16.576151,-68.082581,30000.0,1,,1,0,0,0,19
0,5.0,1,3.0,206,0,0,1,-16.545647,-68.084236,210000.0,2,,0,1,0,0,4
0,3.0,0,3.0,148,0,0,1,-16.522993,-68.05450400000001,138000.0,2,2017.0,1,0,0,0,1
0,4.0,0,3.0,200,0,0,1,-16.542147,-68.083687,210000.0,1,2017.0,0,1,0,0,4
0,5.0,0,3.0,187,0,0,2,-16.50757,-68.126648,265000.0,1,,0,0,0,1,5
0,4.0,0,3.0,265,0,0,1,-16.509186,-68.12389399999999,255000.0,2,,0,0,0,1,5
0,4.0,0,3.0,222,0,0,2,-16.539703,-68.083946,330000.0,1,2016.0,0,1,0,0,4
0,2.0,0,4.0,139,0,0,1,-16.516251,-68.08998100000001,75000.0,2,,0,1,0,0,20
0,1.0,0,1.0,51,0,0,1,-16.487106,-68.123238,53000.0,1,,0,0,0,1,16
0,2.0,0,2.0,74,0,0,0,-16.524603,-68.086617,79900.0,1,2019.0,0,0,1,0,8
0,3.0,0,3.0,120,0,0,1,-16.543015,-68.07122,129000.0,2,2017.0,0,0,1,0,9
0,3.0,0,3.0,152,0,0,1,-16.52318,-68.053925,130000.0,1,2017.0,1,0,0,0,1
0,4.0,0,3.0,120,0,0,1,-16.544352,-68.07159399999999,135000.0,1,2019.0,0,0,1,0,9
0,5.0,0,4.0,200,0,0,1,-16.539951000000002,-68.086845,220000.0,2,,0,1,0,0,4
0,4.0,0,3.0,209,0,0,1,-16.514805,-68.062607,178000.0,2,2006.0,1,0,0,0,1
0,2.0,0,2.0,77,0,0,1,-16.518581,-68.08228299999999,98000.0,2,,0,1,0,0,2
0,4.0,0,3.0,148,0,0,1,-16.510932999999998,-68.124374,158000.0,2,1995.0,0,0,0,1,5
0,3.0,0,3.0,182,0,0,1,-16.522394,-68.063339,280000.0,1,2016.0,1,0,0,0,1
0,4.0,0,4.0,162,0,0,1,-16.539518,-68.08000200000001,180000.0,2,,0,1,0,0,4
0,3.0,0,3.0,164,0,0,1,-16.520245000000006,-68.06369000000001,185000.0,1,2019.0,1,0,0,0,1
0,4.0,0,3.0,162,0,0,1,-16.53454,-68.071526,135000.0,1,2018.0,1,0,0,0,1
0,2.0,0,2.0,108,0,0,1,-16.546474,-68.063286,130000.0,2,2010.0,0,0,1,0,10
0,2.0,0,2.0,82,0,0,1,-16.522505,-68.08489200000001,92000.0,1,2018.0,0,0,1,0,8
0,3.0,0,3.0,164,0,0,1,-16.521053,-68.06588,190000.0,1,,1,0,0,0,1
0,2.0,0,1.0,52,0,0,0,-16.543920999999994,-68.078438,83200.0,1,2018.0,0,1,0,0,17
0,1.0,0,2.0,58,0,0,1,-16.549536,-68.071564,52200.0,1,,0,1,0,0,4
0,2.0,0,2.0,69,0,0,1,-16.521437,-68.058563,120000.0,1,,1,0,0,0,1
0,3.0,0,3.0,122,0,0,2,-16.520243,-68.08686800000001,146000.0,2,2017.0,0,0,1,0,8
0,2.0,0,3.0,79,0,0,0,-16.543739000000002,-68.07605,80000.0,1,2000.0,0,0,1,0,9
0,5.0,0,4.0,281,0,0,2,-16.540018,-68.07016800000001,285000.0,1,,0,0,1,0,10
0,5.0,0,5.0,284,0,0,1,-16.524008,-68.08422900000001,235000.0,2,,0,0,1,0,8
0,4.0,0,3.0,113,0,0,1,-16.512691,-68.11774399999999,127000.0,2,,0,0,0,1,16
0,2.0,0,1.0,64,0,0,0,-16.524372,-68.110313,71107.0,1,2019.0,0,1,0,0,7
0,3.0,0,3.0,150,0,0,1,-16.541334,-68.080391,160000.0,2,,0,1,0,0,17
0,3.0,0,3.0,124,0,0,1,-16.564905,-68.099739,108000.0,1,2018.0,1,0,0,0,21
0,5.0,0,3.0,150,0,0,1,-16.536535,-68.076256,11800.0,2,2013.0,0,1,0,0,4
0,3.0,0,3.0,141,0,0,1,-16.510738,-68.123428,180000.0,2,1999.0,0,0,0,1,5
0,4.0,0,3.0,120,0,0,1,-16.54468,-68.070724,130000.0,1,2019.0,0,0,1,0,9
0,3.0,0,3.0,164,0,0,1,-16.521027,-68.06532299999999,190000.0,1,2018.0,1,0,0,0,1
0,3.0,0,4.0,144,0,0,1,-16.56489,-68.099785,121000.0,1,2018.0,1,0,0,0,21
0,3.0,0,4.0,155,0,0,1,-16.510984,-68.132233,155000.0,2,,0,0,1,0,13
0,3.0,0,3.0,153,0,0,1,-16.539248999999998,-68.083946,175000.0,2,,0,1,0,0,4
0,2.0,0,2.0,87,0,0,0,-16.514317000000002,-68.13095899999999,96000.0,2,,0,0,1,0,13
0,2.0,0,3.0,131,0,0,1,-16.535404,-68.07128900000001,130000.0,2,2000.0,1,0,0,0,1
0,3.0,0,3.0,150,0,0,1,-16.5397,-68.089844,180000.0,2,2012.0,0,1,0,0,4
0,3.0,0,3.0,92,0,0,1,-16.515844,-68.08470200000001,87000.0,1,,0,1,0,0,2
0,2.0,0,2.0,80,0,0,1,-16.516583999999998,-68.084793,80000.0,1,,0,1,0,0,2
0,3.0,0,2.0,99,0,0,1,-16.517553,-68.061348,119000.0,2,2012.0,1,0,0,0,1
0,4.0,0,3.0,137,0,0,1,-16.515068,-68.126251,170000.0,2,2017.0,0,0,1,0,13
0,5.0,0,3.0,210,0,0,2,-16.539497,-68.07470699999999,295000.0,2,,0,1,0,0,4
0,4.0,0,4.0,130,0,0,1,-16.542562,-68.07151,140000.0,2,2017.0,0,0,1,0,9
0,4.0,0,3.0,116,0,0,1,-16.525551,-68.109604,140000.0,2,2015.0,0,1,0,0,7
0,4.0,0,3.0,152,0,0,1,-16.518419,-68.05674,110000.0,1,2019.0,1,0,0,0,1
0,1.0,0,1.0,45,0,0,1,-16.517899,-68.062744,70000.0,2,,1,0,0,0,1
0,2.0,0,4.0,180,0,0,0,-16.545154999999998,-68.09597,110000.0,2,2000.0,0,1,0,0,22
0,2.0,0,2.0,74,0,0,0,-16.522591000000002,-68.087112,79900.0,2,,0,0,1,0,8
0,3.0,0,3.0,155,0,0,1,-16.524887,-68.110664,185000.0,1,,0,1,0,0,7
0,3.0,0,2.0,87,0,0,1,-16.522236,-68.085899,106000.0,2,,0,0,1,0,8
0,3.0,0,3.0,140,0,0,0,-16.540429999999994,-68.095619,155000.0,2,2010.0,0,1,0,0,22
0,2.0,0,1.0,52,0,0,0,-16.509577,-68.128853,77000.0,1,2019.0,0,0,1,0,13
0,2.0,0,2.0,84,0,0,0,-16.518511,-68.128853,120000.0,1,2016.0,0,0,1,0,13
0,3.0,0,3.0,112,0,0,1,-16.518207999999998,-68.09082,86000.0,1,2019.0,0,1,0,0,20
0,2.0,0,3.0,249,0,0,1,-16.544145999999998,-68.055092,195000.0,2,2012.0,0,0,1,0,10
0,3.0,0,3.0,135,0,0,1,-16.545668,-68.091476,138000.0,2,2016.0,0,1,0,0,4
0,5.0,0,3.0,195,340,0,1,-16.545755,-68.089653,280000.0,2,,0,0,1,0,14
0,3.0,0,3.0,185,0,0,1,-16.542423,-68.078529,179000.0,2,,0,1,0,0,17
0,1.0,0,1.0,58,0,0,0,-16.540485,-68.083069,78000.0,1,2018.0,0,1,0,0,4
0,3.0,0,2.0,144,0,0,1,-16.547726,-68.064171,124000.0,1,2017.0,0,1,0,0,6
0,2.0,0,2.0,79,0,0,1,-16.514720999999998,-68.08699,83845.0,2,,0,0,1,0,8
0,4.0,0,4.0,210,0,0,0,-16.482559,-68.121628,142000.0,2,,0,1,0,0,23
0,4.0,0,4.0,0,160,0,1,-16.525612,-68.11196899999999,190000.0,2,,0,1,0,0,7
0,3.0,0,3.0,144,0,0,1,-16.514720999999998,-68.08699,148042.0,2,,0,0,1,0,8
0,4.0,0,3.0,137,0,0,1,-16.525839,-68.070305,165000.0,1,2018.0,1,0,0,0,1
0,6.0,0,2.0,281,0,0,2,-16.539742999999998,-68.073082,285000.0,2,,0,1,0,0,4
0,2.0,0,2.0,87,0,0,1,-16.522074,-68.08500699999999,107000.0,1,,0,0,1,0,8
0,3.0,0,3.0,160,0,0,1,-16.534843,-68.07016,173000.0,1,2017.0,1,0,0,0,1
0,3.0,0,4.0,183,0,0,0,-16.511726,-68.13317099999999,157000.0,2,2010.0,0,0,1,0,13
0,1.0,0,1.0,61,0,0,0,-16.505779,-68.13606999999999,59999.0,1,2018.0,0,0,1,0,24
0,2.0,0,3.0,76,0,0,0,-16.495142,-68.122147,83000.0,2,1994.0,0,0,0,1,16
0,6.0,0,4.0,281,0,0,2,-16.539742999999998,-68.073029,285000.0,2,,0,1,0,0,4
0,3.0,0,3.0,137,0,0,1,-16.515203,-68.126038,170000.0,2,,0,0,1,0,13
0,6.0,0,4.0,281,0,0,2,-16.539414999999998,-68.07337199999999,285000.0,2,,0,1,0,0,4
0,4.0,0,3.0,249,0,0,1,-16.546188,-68.053619,190000.0,2,2012.0,1,0,0,0,11
0,1.0,0,1.0,52,0,0,1,-16.523535,-68.055626,48000.0,1,2018.0,1,0,0,0,1
0,2.0,0,2.0,80,0,0,1,-16.514704000000002,-68.087067,81999.0,2,,0,0,1,0,8
0,3.0,0,3.0,160,0,0,2,-16.534167999999998,-68.070595,183000.0,1,2018.0,1,0,0,0,1
0,6.0,0,4.0,281,0,0,2,-16.539991,-68.07328000000001,285000.0,2,,0,1,0,0,4
0,2.0,0,2.0,79,0,0,1,-16.514704000000002,-68.087067,81473.0,2,,0,0,1,0,8
0,3.0,0,3.0,144,0,0,1,-16.514720999999998,-68.08699,158103.0,2,,0,0,1,0,8
0,1.0,0,1.0,58,0,0,0,-16.540385999999998,-68.087532,78000.0,2,,0,1,0,0,4
0,3.0,0,3.0,130,0,0,1,-16.520861,-68.06012700000001,55000.0,1,2019.0,1,0,0,0,1
0,3.0,0,3.0,280,0,0,1,-16.514720999999998,-68.08699,235250.0,2,,0,0,1,0,8
0,3.0,0,3.0,120,0,0,1,-16.543177,-68.05967700000001,130000.0,1,2002.0,0,0,1,0,10
0,2.0,0,3.0,62,0,0,1,-16.526169,-68.053566,57000.0,1,2019.0,1,0,0,0,1
0,2.0,0,2.0,69,0,0,1,-16.501831,-68.082413,76000.0,2,,0,0,1,0,8
0,4.0,0,3.0,130,0,0,1,-16.542562,-68.071312,125000.0,2,2015.0,0,0,1,0,9
0,6.0,0,3.0,311,0,0,2,-16.545773,-68.089233,550000.0,2,,0,0,1,0,14
0,2.0,0,2.0,75,0,0,1,-16.519718,-68.08770799999999,130000.0,1,2018.0,0,0,1,0,8
0,5.0,0,3.0,207,0,0,1,-16.538729,-68.080727,370000.0,2,2017.0,0,1,0,0,4
0,6.0,0,3.0,311,0,0,2,-16.545648999999994,-68.089272,500000.0,2,,0,0,1,0,14
0,4.0,0,3.0,120,0,0,1,-16.541363,-68.077232,132000.0,2,2007.0,0,1,0,0,4
0,1.0,0,1.0,48,0,0,0,-16.51165,-68.123795,77000.0,1,2017.0,0,0,1,0,13
0,3.0,0,3.0,126,0,0,1,-16.519842,-68.05534399999999,84000.0,1,2019.0,1,0,0,0,1
0,4.0,0,4.0,252,0,0,2,-16.514269,-68.059563,240000.0,2,2014.0,1,0,0,0,1
0,4.0,0,3.0,216,0,0,2,-16.520411,-68.058426,155000.0,2,2015.0,1,0,0,0,1
0,2.0,0,3.0,79,0,0,0,-16.543526,-68.075813,92000.0,2,,0,0,1,0,9
0,2.0,0,3.0,89,0,0,0,-16.500954,-68.12323,89000.0,2,2016.0,0,0,0,1,16
0,3.0,0,3.0,93,0,0,1,-16.525328,-68.087265,109000.0,1,,0,0,1,0,8
0,3.0,0,3.0,170,0,0,1,-16.522217,-68.084236,148000.0,2,,0,0,1,0,8
0,4.0,0,3.0,152,0,0,1,-16.513289999999998,-68.05729699999999,137000.0,1,2014.0,1,0,0,0,1
0,4.0,0,3.0,141,0,0,1,-16.519029999999994,-68.062439,130000.0,1,2019.0,1,0,0,0,1
0,1.0,0,1.0,40,0,0,0,-16.523371,-68.112251,55000.0,2,2015.0,0,1,0,0,7
0,4.0,0,3.0,200,0,0,1,-16.529512,-68.078629,175000.0,2,1994.0,0,1,0,0,25
0,2.0,0,2.0,92,0,0,1,-16.524975,-68.06884000000001,125000.0,1,2019.0,1,0,0,0,1
0,2.0,0,3.0,156,0,0,0,-16.518024,-68.132912,130000.0,2,2015.0,0,0,1,0,13
0,4.0,0,3.0,180,0,0,1,-16.526042999999998,-68.08528100000001,166000.0,2,1990.0,0,0,1,0,8
0,3.0,0,3.0,140,0,0,1,-16.545916000000002,-68.061272,185000.0,1,2018.0,0,0,1,0,10
0,4.0,0,3.0,170,0,0,1,-16.518760999999998,-68.08704399999999,139000.0,1,2018.0,0,0,1,0,8
0,4.0,0,3.0,140,0,0,0,-16.528595000000006,-68.102463,100000.0,2,2008.0,0,1,0,0,7
0,4.0,0,3.0,190,0,0,2,-16.519092999999998,-68.06360600000001,178000.0,2,2007.0,1,0,0,0,1
0,4.0,0,4.0,168,0,0,1,-16.508221,-68.128731,168000.0,2,,0,0,1,0,13
0,2.0,0,3.0,100,0,0,0,-16.498466,-68.134979,125000.0,2,1993.0,0,1,0,0,18
0,2.0,0,1.0,59,0,0,1,-16.512463,-68.08551,70000.0,2,2013.0,0,0,1,0,8
0,2.0,0,3.0,156,0,0,0,-16.518055,-68.132912,130000.0,2,2015.0,0,0,1,0,13
0,4.0,0,3.0,165,0,0,1,-16.541616,-68.09034,200000.0,2,,0,1,0,0,4
0,1.0,0,1.0,62,0,0,1,-16.536427,-68.099419,65000.0,2,,0,1,0,0,22
0,4.0,0,3.0,165,0,0,1,-16.541348,-68.08980600000001,200000.0,2,,0,1,0,0,4
0,2.0,0,4.0,140,0,0,0,-16.487202,-68.132141,50000.0,2,2010.0,0,1,0,0,18
0,2.0,0,3.0,105,0,0,0,-16.493622,-68.13185899999999,110000.0,2,,0,1,0,0,18
0,4.0,0,3.0,185,0,0,2,-16.545052,-68.055862,195000.0,1,2019.0,1,0,0,0,11
0,2.0,0,3.0,90,0,0,1,-16.528387,-68.085899,99500.0,1,2019.0,0,0,1,0,8
0,2.0,0,2.0,91,0,0,1,-16.515348,-68.06064599999999,101000.0,1,2019.0,1,0,0,0,1
0,1.0,0,1.0,62,0,0,0,-16.541923999999998,-68.09549,65000.0,1,2018.0,0,1,0,0,22
0,2.0,0,2.0,82,0,0,1,-16.514854,-68.061417,126000.0,1,2019.0,1,0,0,0,1
0,2.0,0,2.0,86,0,0,1,-16.514196,-68.06133299999999,125500.0,1,2019.0,1,0,0,0,1
0,2.0,0,2.0,86,0,0,1,-16.514772,-68.06133299999999,112000.0,1,2019.0,1,0,0,0,1
0,3.0,0,2.0,138,0,0,1,-16.502679999999998,-68.070419,112000.0,1,2019.0,1,0,0,0,1
0,3.0,0,3.0,118,0,0,0,-16.522629000000002,-68.087212,122000.0,1,2019.0,0,0,1,0,8
0,2.0,0,3.0,163,0,0,1,-16.510579999999994,-68.127258,170000.0,2,,0,0,1,0,13
0,5.0,0,4.0,161,0,0,1,-16.521355,-68.063538,138000.0,2,,1,0,0,0,1
0,3.0,0,3.0,170,0,0,2,-16.529684,-68.088272,165000.0,2,,0,0,1,0,8
0,2.0,0,3.0,90,0,0,1,-16.545873999999998,-68.07384499999999,158000.0,2,,0,0,1,0,9
0,3.0,0,3.0,164,0,0,1,-16.525783999999998,-68.068466,165000.0,2,,1,0,0,0,1
0,2.0,0,2.0,92,0,0,0,-16.519588,-68.064087,89000.0,1,,1,0,0,0,1
0,3.0,0,3.0,180,0,0,1,-16.545622,-68.05579399999999,175000.0,2,2017.0,1,0,0,0,11
0,3.0,0,3.0,118,0,0,0,-16.522591000000002,-68.087112,122000.0,2,,0,0,1,0,8
0,4.0,0,3.0,148,0,0,0,-16.541829999999994,-68.077354,220000.0,2,2013.0,0,1,0,0,4
