address,amoblado,amount_max_bs,amount_max_usd,availability,bathroom,baulera,bedroom,code,credit_type,date_released,dimension_built,dimension_ground,elevator,fecentrega,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_neighborhood,id_type,id_type_offer,latitud,location,longitud,moneda,neighborhood,pool,price,region,status,type,type_offer,warranty,year_built
Alto Obrajes,0,40002059,5831204,ENABLED,6,0,9,UC-522383, no social con 20% de aporte propio. ,01/04/2019,880,295,0,Inmediata,2102,2733.12,14422,1923,13189,2,522383,30,1,1,-16.520243,La Paz,-68.109451,$us,Alto Obrajes,0,380000,La Paz,2,Casa,Venta,,1995
Calacoto,0,40002059,5831204,ENABLED,7,0,4,UC-523354, no social con 20% de aporte propio. ,10/02/2019,600,1200,0,Inmediata,8299,,56931,7589,52064,5,523354,32,1,1,-16.542418,La Paz,-68.087929,$us,Calacoto,0,1500000,La Paz,2,Casa,Venta,,
FCV28602 – COMPRA TU CASA EN JARDINES DEL SUR (CONDOMINIO CERRADO),0,40002059,5831204,ENABLED,6,0,4,UC-523704, no social con 20% de aporte propio. ,24/04/2019,519,596,0,Inmediata,4371,,29984,3997,27420,2,523704,29,1,1,-16.509783,La Paz,-68.054062,$us,Achumani,0,790000,La Paz,2,Casa,Venta,,
Urbanización Mallasilla ,0,40002059,5831204,ENABLED,5,0,4,UC-522618, no social con 20% de aporte propio. ,07/02/2019,370,170,0,Inmediata,1604,2006.60,11007,1467,10066,1,522618,192,1,1,-16.566319,La Paz,-68.106049,$us,Mallasilla,0,290000,La Paz,2,Casa,Venta,,2007
Calle 63,0,40002059,5831204,ENABLED,4,0,3,UC-523004, no social con 20% de aporte propio. ,20/04/2019,220,300,0,Inmediata,999,,6853,914,6267,3,523004,33,1,1,-16.538385,La Paz,-68.042877,$us,Chasquipampa,0,158000,La Paz,2,Casa,Venta,,2005
Irpavi,0,40002059,5831204,ENABLED,4,0,4,UC-523362, no social con 20% de aporte propio. ,10/02/2019,400,1000,0,Inmediata,1936,,13284,1771,12148,5,523362,37,1,1,-16.50466,La Paz,-68.082024,$us,Irpavi,0,350000,La Paz,2,Casa,Venta,,2005
Auquisamaña,0,40002059,5831204,ENABLED,4,0,4,UC-523372, no social con 20% de aporte propio. ,10/02/2019,400,500,0,Inmediata,1992,,13663,1821,12495,4,523372,55,1,1,-16.546265,La Paz,-68.066666,$us,Auquisamaña,0,360000,La Paz,2,Casa,Venta,,2000
Pamirpampa,0,40002059,5831204,ENABLED,4,0,4,UC-523375, no social con 20% de aporte propio. ,10/02/2019,420,600,0,Inmediata,2484,,17041,2272,15584,2,523375,29,1,1,-16.526289,La Paz,-68.063675,$us,Achumani,0,449000,La Paz,2,Casa,Venta,,1990
Achumani ,0,40002059,5831204,ENABLED,4,0,3,UC-520936, no social con 20% de aporte propio. ,04/02/2019,275,308,0,Inmediata,1581,1729.83,10844,1446,9917,2,520936,29,1,1,-16.518723,La Paz,-68.060303,$us,Achumani,0,250000,La Paz,1,Casa,Venta,,2018
Valencia,0,46605679,6793831,ENABLED,2,0,2,UC-520381, social. ,02/02/2019,200,1000,0,Inmediata,744,830.32,5106,679,4655,3,520381,179,1,1,-16.657347,La Paz,-68.034798,$us,Río Abajo,0,120000,La Paz,2,Casa,Venta,,2000
Obrajes,0,40002059,5831204,ENABLED,3,0,4,UC-523386, no social con 20% de aporte propio. ,10/02/2019,560,1000,0,Inmediata,7192,,49340,6578,45122,3,523386,42,1,1,-16.528067,La Paz,-68.104027,$us,Obrajes,0,1300000,La Paz,2,Casa,Venta,,1980
La Florida ,0,40002059,5831204,ENABLED,5,0,4,UC-519044, no social con 20% de aporte propio. ,15/03/2019,400,730,0,Inmediata,3541,4428.35,24290,3238,22214,3,519044,39,1,1,-16.548178,La Paz,-68.087639,$us,La Florida,0,640000,La Paz,2,Casa,Venta,,2005
"Código 12307, ACHUMANI, CASA EN VENTA, LA PAZ, BOLIVIA
",0,40002059,5831204,ENABLED,5,0,3,UC-521228, no social con 20% de aporte propio. ,05/02/2019,290,490,0,Inmediata,1577,1972.00,10817,1442,9892,3,521228,29,1,1,-16.515877,La Paz,-68.057846,$us,Achumani,0,285000,La Paz,2,Casa,Venta,,
LA FLorida,0,40002059,5831204,ENABLED,5,0,3,UC-521102, no social con 20% de aporte propio. ,04/02/2019,300,550,0,Inmediata,2434,3044.49,16700,2226,15272,2,521102,39,1,1,-16.54711,La Paz,-68.084724,$us,La Florida,0,440000,La Paz,2,Casa,Venta,,2010
"Sopocachi, Avenida Ecuador y Rosendo Gutierrez",0,40002059,5831204,ENABLED,2,0,10,UC-520509, no social con 20% de aporte propio. ,01/04/2019,380,280,0,Inmediata,1660,2421.76,11386,1518,10413,4,520509,47,1,1,-16.510399,La Paz,-68.129158,$us,Sopocachi,0,300000,La Paz,2,Casa,Venta,,1950
Urbanización Los Rosales calle 4,0,40002059,5831204,ENABLED,4,0,4,UC-521615, no social con 20% de aporte propio. ,05/02/2019,500,600,0,Inmediata,2490,3113.69,17079,2277,15619,5,521615,29,1,1,-16.513569,La Paz,-68.052162,$us,Achumani,0,450000,La Paz,2,Casa,Venta,,2013
Calle Cápitan Ravelo,0,40002059,5831204,ENABLED,4,0,4,UC-520427, no social con 20% de aporte propio. ,02/02/2019,280,293,0,Inmediata,2268,2836.91,15561,2074,14231,4,520427,47,1,1,-16.508574,La Paz,-68.124153,$us,Sopocachi,0,410000,La Paz,2,Casa,Venta,,2000
La florida,0,40002059,5831204,ENABLED,5,0,3,UC-521973, no social con 20% de aporte propio. ,09/02/2019,300,550,0,Inmediata,2434,3044.49,16700,2226,15272,2,521973,39,1,1,-16.548529,La Paz,-68.086266,$us,La Florida,0,440000,La Paz,2,Casa,Venta,,2012
Huajchilla ,0,40002059,5831204,ENABLED,9,0,9,UC-520916, no social con 20% de aporte propio. ,27/02/2019,800,1000,0,Inmediata,2988,,20495,2732,18743,8,520916,179,1,1,-16.639257,La Paz,-68.045975,$us,Río Abajo,0,540000,La Paz,2,Casa,Venta,,
"ACHUMANI,  AV. THE STRONGEST CALLE 40 ",0,40002059,5831204,ENABLED,5,0,4,UC-524108, no social con 20% de aporte propio. ,20/02/2019,500,646,0,Inmediata,3043,,20875,2783,19090,2,524108,29,1,1,-16.512735,La Paz,-68.057358,$us,Achumani,0,550000,La Paz,2,Casa,Venta,,1997
Achumani,0,40002059,5831204,ENABLED,4,0,3,UC-524509, no social con 20% de aporte propio. ,12/02/2019,310,365,0,Inmediata,2324,,15941,2125,14578,3,524509,29,1,1,-16.535515,La Paz,-68.075829,$us,Achumani,0,420000,La Paz,2,Casa,Venta,,1985
FCV28858 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,5,0,4,UC-527283, no social con 20% de aporte propio. ,24/04/2019,420,425,0,Inmediata,3043,,20875,2783,19090,1,527283,29,1,1,-16.516829,La Paz,-68.064293,$us,Achumani,0,550000,La Paz,2,Casa,Venta,,
URBANIZACION LAS KANTUTAS CALLE 1 ACHUMANI,0,40002059,5831204,SOLD,3,0,3,UC-530647, no social con 20% de aporte propio. ,24/04/2019,217,337,0,Inmediata,1466,,10058,1341,9198,2,530647,29,1,1,-16.535631,La Paz,-68.069572,$us,Achumani,0,265000,La Paz,2,Casa,Venta,,1999
Obrajes,0,40002059,5831204,ENABLED,5,0,5,UC-524564, no social con 20% de aporte propio. ,12/02/2019,720,1112,0,Inmediata,4902,,33627,4483,30752,5,524564,42,1,1,-16.523424,La Paz,-68.108078,$us,Obrajes,0,886000,La Paz,2,Casa,Venta,,1980
Calle Nicolas Acosta (final),0,40002059,5831204,ENABLED,4,0,6,UC-530932, no social con 20% de aporte propio. ,27/03/2019,300,100,0,Inmediata,1454,,9976,1330,9124,0,530932,45,1,1,-16.50618,La Paz,-68.139709,$us,San Pedro,0,230000,La Paz,2,Casa,Venta,,1995
Irpavi 2,0,40002059,5831204,ENABLED,9,0,9,UC-531257, no social con 20% de aporte propio. ,01/03/2019,397,300,0,03/2019,1660,,11386,1518,10413,5,531257,37,1,1,-16.505142,La Paz,-68.082558,$us,Irpavi,0,300000,La Paz,2,Casa,Venta,,2014
FCV29540 – COMPRA ESTA CASA EN KOANI,0,40002059,5831204,ENABLED,6,0,6,UC-532238, no social con 20% de aporte propio. ,24/04/2019,354,386,0,Inmediata,1936,,13284,1771,12148,3,532238,38,1,1,-16.533255,La Paz,-68.080299,$us,Koani,0,350000,La Paz,2,Casa,Venta,,
Irpavi Av Ovando Candia,0,40002059,5831204,ENABLED,5,0,4,UC-530534, no social con 20% de aporte propio. ,05/03/2019,385,300,0,Inmediata,1853,,12715,1695,11628,2,530534,37,1,1,-16.525784,La Paz,-68.087418,$us,Irpavi,0,335000,La Paz,2,Casa,Venta,,2000
Sanchez Lima,0,40002059,5831204,ENABLED,8,0,7,UC-531055, no social con 20% de aporte propio. ,02/03/2019,550,385,0,Inmediata,3541,,24290,3238,22214,2,531055,47,1,1,-16.509914,La Paz,-68.129486,$us,Sopocachi,0,639999,La Paz,2,Casa,Venta,,1990
Aranjuez,0,40002059,5831204,ENABLED,7,0,4,UC-527643, no social con 20% de aporte propio. ,19/02/2019,650,1050,0,Inmediata,4924,,33779,4503,30891,5,527643,151,1,1,-16.556341,La Paz,-68.096054,$us,Aranjuez,0,890000,La Paz,2,Casa,Venta,,
A una cuadra de la avenida principal del puente de Lipari,0,46605679,6793831,ENABLED,6,0,4,UC-531683, social. ,30/03/2019,360,503,0,Inmediata,862,,5914,786,5392,3,531683,144,1,1,-16.612255,La Paz,-68.07518,$us,Umamanta,0,139000,La Paz,2,Casa,Venta,,2015
"KOANI, Urb. Los Claveles, calle 3",0,40002059,5831204,ENABLED,7,0,6,UC-527208, no social con 20% de aporte propio. ,18/02/2019,408,220,0,Inmediata,1936,,13284,1771,12148,1,527208,38,1,1,-16.521027,La Paz,-68.0821,$us,Koani,0,350000,La Paz,1,Casa,Venta,,2018
Obrajes Calle 1,0,40002059,5831204,ENABLED,5,0,5,UC-527155, no social con 20% de aporte propio. ,18/02/2019,420,420,0,Inmediata,1936,,13284,1771,12148,3,527155,42,1,1,-16.524481,La Paz,-68.112289,$us,Obrajes,0,350000,La Paz,2,Casa,Venta,,2010
Cota cota,0,40002059,5831204,ENABLED,4,0,3,UC-528154, no social con 20% de aporte propio. ,20/02/2019,300,350,0,Inmediata,1422,,9754,1300,8920,2,528154,35,1,1,-16.547216,La Paz,-68.063431,$us,Cota Cota,0,257000,La Paz,1,Casa,Venta,,
FCV29131 – COMPRA TU CASA EN COTA COTA,0,40002059,5831204,ENABLED,3,0,3,UC-527885, no social con 20% de aporte propio. ,24/04/2019,187,390,0,Inmediata,1518,,10410,1388,9520,2,527885,33,1,1,-16.544008,La Paz,-68.054024,$us,Chasquipampa,0,240000,La Paz,2,Casa,Venta,,
FCV29292 – COMPRA TU CASA EN LAS LOMAS DE ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-528795, no social con 20% de aporte propio. ,24/04/2019,139,301,0,Inmediata,923,,6333,844,5791,1,528795,29,1,1,-16.531359,La Paz,-68.056221,$us,Achumani,0,146000,La Paz,2,Casa,Venta,,
Aranjuez,0,40002059,5831204,ENABLED,3,0,4,UC-527597, no social con 20% de aporte propio. ,19/02/2019,300,500,0,Inmediata,1936,,13284,1771,12148,3,527597,151,1,1,-16.560846,La Paz,-68.091507,$us,Aranjuez,0,350000,La Paz,2,Casa,Venta,,
Casa en Venta Irpavi ,0,40002059,5831204,ENABLED,3,0,3,UC-527972, no social con 20% de aporte propio. ,20/02/2019,305,150,0,Inmediata,1012,,6940,925,6347,2,527972,37,1,1,-16.502466,La Paz,-68.081032,$us,Irpavi,0,160000,La Paz,1,Casa,Venta,,2014
Urbanizacion san alberto,0,40002059,5831204,ENABLED,7,0,6,UC-532782, no social con 20% de aporte propio. ,08/03/2019,750,452,0,Inmediata,3596,,24670,3289,22561,4,532782,277,1,1,-16.528576,La Paz,-68.092621,$us,San Alberto,0,650000,La Paz,1,Casa,Venta,,2002
FCV29292 – COMPRA TU CASA EN LAS LOMAS DE ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-528794, no social con 20% de aporte propio. ,24/04/2019,139,301,0,Inmediata,923,,6333,844,5791,1,528794,29,1,1,-16.531359,La Paz,-68.056221,$us,Achumani,0,146000,La Paz,2,Casa,Venta,,
"Achumani, cerca del colegio Alemán",0,40002059,5831204,ENABLED,5,0,3,UC-532994, no social con 20% de aporte propio. ,08/03/2019,250,176,0,Inmediata,1549,,10627,1417,9719,2,532994,29,1,1,-16.526333,La Paz,-68.06279,$us,Achumani,0,280000,La Paz,1,Casa,Venta,,2018
Achumani,0,40002059,5831204,ENABLED,6,0,4,UC-533209, no social con 20% de aporte propio. ,02/04/2019,385,418,0,Inmediata,1638,,11234,1498,10274,3,533209,29,1,1,-16.516356,La Paz,-68.061913,$us,Achumani,0,296000,La Paz,2,Casa,Venta,,2007
ALTO SEGUENCOMA CALLE 1,0,40002059,5831204,ENABLED,6,0,10,UC-534265, no social con 20% de aporte propio. ,12/03/2019,434,441,0,Inmediata,1265,,8675,1156,7934,5,534265,46,1,1,-16.535917,La Paz,-68.104675,$us,Seguencoma,0,200000,La Paz,2,Casa,Venta,,
URBANIZACION SAN ALBERTO Nº 8 A ,0,40002059,5831204,ENABLED,7,0,6,UC-532796, no social con 20% de aporte propio. ,08/03/2019,750,452,0,Inmediata,3596,,24670,3289,22561,4,532796,277,1,1,-16.532215,La Paz,-68.091064,$us,San Alberto,0,650000,La Paz,1,Casa,Venta,,2002
"Achumani, Zona Colegio Franco Boliviano",0,40002059,5831204,ENABLED,3,0,4,UC-534205, no social con 20% de aporte propio. ,12/03/2019,243,250,0,01/2019,1632,,11196,1493,10239,3,534205,29,1,1,-16.533512,La Paz,-68.077148,$us,Achumani,0,295000,La Paz,2,Casa,Venta,,
"Achumani cerca Club Alemán, zona Pamirpampa",0,40002059,5831204,ENABLED,4,0,3,UC-534382, no social con 20% de aporte propio. ,26/03/2019,250,150,0,Inmediata,1582,,10855,1447,9927,2,534382,29,1,1,-16.525881,La Paz,-68.063263,$us,Achumani,0,286000,La Paz,1,Casa,Venta,,2018
IRPAVI ,0,40002059,5831204,ENABLED,4,0,4,UC-534512, no social con 20% de aporte propio. ,13/03/2019,350,289,0,Inmediata,1920,,13170,1756,12044,4,534512,37,1,1,-16.517717,La Paz,-68.083733,$us,Irpavi,0,347000,La Paz,2,Casa,Venta,,
Chasquipampa Av. El Escultor,0,40002059,5831204,ENABLED,5,0,4,UC-534681, no social con 20% de aporte propio. ,13/03/2019,339,495,0,Inmediata,1687,,11576,1543,10586,2,534681,33,1,1,-16.5411,La Paz,-68.054459,$us,Chasquipampa,0,305000,La Paz,2,Casa,Venta,,
San Miguel,0,40002059,5831204,ENABLED,3,0,4,UC-527017, no social con 20% de aporte propio. ,02/04/2019,220,240,0,Inmediata,2296,,15751,2100,14404,1,527017,32,1,1,-16.543034,La Paz,-68.086189,$us,Calacoto,0,415000,La Paz,1,Casa,Venta,,1975
Achumani Calle. 9,0,40002059,5831204,ENABLED,5,0,4,UC-528645, no social con 20% de aporte propio. ,21/02/2019,385,470,0,Inmediata,2042,,14005,1867,12808,2,528645,29,1,1,-16.521849,La Paz,-68.060928,$us,Achumani,0,369000,La Paz,2,Casa,Venta,,1990
"TEMBLADERANI,  Inmediaciones del Stadium Bolívar ",0,40002059,5831204,ENABLED,8,0,13,UC-528477, no social con 20% de aporte propio. ,01/04/2019,600,100,0,Inmediata,2711,,18597,2479,17008,1,528477,48,1,1,-16.513018,La Paz,-68.14077,$us,Tembladerani,0,490000,La Paz,2,Casa,Venta,,1995
"Huajchilla, zona Golf",0,40002059,5831204,ENABLED,4,0,3,UC-532300, no social con 20% de aporte propio. ,13/03/2019,300,500,0,Inmediata,2268,,15561,2074,14231,2,532300,28,1,1,-16.584648,La Paz,-68.149078,$us,Achocalla,0,410000,La Paz,1,Casa,Venta,,2017
CHASQUIPAMPA C/46,0,40002059,5831204,ENABLED,6,0,5,UC-528566, no social con 20% de aporte propio. ,10/04/2019,380,372,0,Inmediata,1654,,11348,1513,10378,3,528566,33,1,1,-16.537891,La Paz,-68.043816,$us,Chasquipampa,0,299000,La Paz,1,Casa,Venta,,2019
FCV29370 – COMPRA TU CASA EN ACHOCALLA,0,40002059,5831204,ENABLED,4,0,4,UC-530742, no social con 20% de aporte propio. ,24/04/2019,190,273,0,Inmediata,1138,,7808,1041,7140,2,530742,28,1,1,-16.576653,La Paz,-68.12571,$us,Achocalla,0,180000,La Paz,2,Casa,Venta,,
FCV29370 – COMPRA TU CASA EN ACHOCALLA,0,40002059,5831204,ENABLED,4,0,4,UC-530743, no social con 20% de aporte propio. ,24/04/2019,190,273,0,Inmediata,1138,,7808,1041,7140,2,530743,28,1,1,-16.576653,La Paz,-68.12571,$us,Achocalla,0,180000,La Paz,2,Casa,Venta,,
Urb. Kanuma Resort,0,40002059,5831204,ENABLED,5,0,6,UC-530383, no social con 20% de aporte propio. ,26/02/2019,270,230,0,Inmediata,1511,,10367,1382,9481,3,530383,192,1,1,-16.569035,La Paz,-68.118149,$us,Mallasilla,0,239000,La Paz,1,Casa,Venta,,2019
CALLE 28 COTA COTA Y COSTANERA,0,40002059,5831204,ENABLED,4,0,4,UC-535390, no social con 20% de aporte propio. ,14/03/2019,270,280,0,Inmediata,1770,,12145,1619,11107,2,535390,35,1,1,-16.548105,La Paz,-68.064255,$us,Cota Cota,0,320000,La Paz,2,Casa,Venta,,2017
Obrajes casa 3 pisos,0,40002059,5831204,SOLD,4,0,5,UC-528581, no social con 20% de aporte propio. ,28/04/2019,324,188,0,Inmediata,1632,,11196,1493,10239,2,528581,42,1,1,-16.529593,La Paz,-68.099983,$us,Obrajes,0,295000,La Paz,2,Casa,Venta,,2014
FCV30238 – COMPRA TU CASA CON 2 DEPARTAMENTOS EN LOS PINOS,0,40002059,5831204,ENABLED,4,0,4,UC-537846, no social con 20% de aporte propio. ,24/04/2019,304,494,0,Inmediata,2047,,14043,1872,12842,2,537846,35,1,1,-16.544447,La Paz,-68.065163,$us,Cota Cota,0,370000,La Paz,2,Casa,Venta,,
ARANJUEZ,0,40002059,5831204,ENABLED,5,0,3,UC-529400, no social con 20% de aporte propio. ,23/02/2019,320,180,0,04/2019,1599,,10969,1462,10031,4,529400,151,1,1,-16.559488,La Paz,-68.09288,$us,Aranjuez,0,289000,La Paz,1,Casa,Venta,,2019
San Pedro,0,40002059,5831204,ENABLED,3,0,5,UC-529308, no social con 20% de aporte propio. ,06/03/2019,195,200,0,Inmediata,1454,,9976,1330,9124,0,529308,45,1,1,-16.505342,La Paz,-68.136749,$us,San Pedro,0,230000,La Paz,2,Casa,Venta,,
FCV30205 – COMPRA TU CASA EN LOS PINOS,0,40002059,5831204,ENABLED,4,0,3,UC-537844, no social con 20% de aporte propio. ,24/04/2019,444,512,0,Inmediata,2600,,17838,2378,16313,4,537844,35,1,1,-16.544447,La Paz,-68.065163,$us,Cota Cota,0,470000,La Paz,2,Casa,Venta,,
Achumani C. 31,0,40002059,5831204,ENABLED,4,0,3,UC-537460, no social con 20% de aporte propio. ,20/03/2019,169,200,0,01/2019,1233,,8458,1128,7735,0,537460,29,1,1,-16.520779,La Paz,-68.059296,$us,Achumani,0,195000,La Paz,1,Casa,Venta,,2019
FCV30257 – COMPRA TU CONDOMINIO DE 3 CASAS EN LOS PINOS,0,40002059,5831204,ENABLED,15,0,13,UC-537848, no social con 20% de aporte propio. ,24/04/2019,1438,1627,0,Inmediata,7746,,53135,7084,48593,8,537848,35,1,1,-16.544447,La Paz,-68.065163,$us,Cota Cota,0,1400000,La Paz,2,Casa,Venta,,
$us.315.000.- LINDA CASA ACHUMANI,0,40002059,5831204,ENABLED,5,0,5,UC-537509, no social con 20% de aporte propio. ,20/03/2019,290,300,0,Inmediata,1743,,11955,1594,10933,2,537509,29,1,1,-16.516088,La Paz,-68.06517,$us,Achumani,0,315000,La Paz,1,Casa,Venta,,2012
Chasquipampa,0,40002059,5831204,ENABLED,5,0,6,UC-536564, no social con 20% de aporte propio. ,18/03/2019,248,190,0,Inmediata,1265,,8675,1156,7934,4,536564,33,1,1,-16.539352,La Paz,-68.049644,$us,Chasquipampa,0,200000,La Paz,2,Casa,Venta,,2015
FCV30482 – COMPRA TU CASA EN IRPAVI,0,40002059,5831204,ENABLED,8,0,5,UC-538236, no social con 20% de aporte propio. ,24/04/2019,597,300,0,Inmediata,2158,,14802,1973,13537,2,538236,37,1,1,-16.527393,La Paz,-68.08873,$us,Irpavi,0,390000,La Paz,2,Casa,Venta,,
FCV30482 – COMPRA TU CASA EN IRPAVI,0,40002059,5831204,ENABLED,8,0,5,UC-538235, no social con 20% de aporte propio. ,24/04/2019,597,300,0,Inmediata,2158,,14802,1973,13537,2,538235,37,1,1,-16.529888,La Paz,-68.083839,$us,Irpavi,0,390000,La Paz,2,Casa,Venta,,
FCV30985 – COMPRA TU CASA EN  ALTO  AUQUISAMAÑA,0,40002059,5831204,ENABLED,7,0,5,UC-540081, no social con 20% de aporte propio. ,24/04/2019,485,300,0,Inmediata,1533,,10513,1402,9614,2,540081,55,1,1,-16.548794,La Paz,-68.072678,$us,Auquisamaña,0,277000,La Paz,2,Casa,Venta,,
AUQUISAMAÑA,0,40002059,5831204,ENABLED,6,0,4,UC-539274, no social con 20% de aporte propio. ,24/03/2019,320,320,0,Inmediata,2324,,15941,2125,14578,4,539274,55,1,1,-16.547251,La Paz,-68.077873,$us,Auquisamaña,0,420000,La Paz,1,Casa,Venta,,
Huajchilla,0,40002059,5831204,ENABLED,4,0,4,UC-537104, no social con 20% de aporte propio. ,20/03/2019,260,931,0,Inmediata,1454,,9976,1330,9124,6,537104,54,1,1,-16.642771,La Paz,-68.042023,$us,Mecapaca,0,230000,La Paz,2,Casa,Venta,,2015
San Pedro ,0,40002059,5831204,ENABLED,4,0,4,UC-538754, no social con 20% de aporte propio. ,22/03/2019,272,80,0,Inmediata,1454,,9976,1330,9124,2,538754,45,1,1,-16.505861,La Paz,-68.134972,$us,San Pedro,0,230000,La Paz,2,Casa,Venta,,
FCV31060 – COMPRA TU CASA EN ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-540389, no social con 20% de aporte propio. ,24/04/2019,300,300,0,Inmediata,1743,,11955,1594,10933,3,540389,29,1,1,-16.521379,La Paz,-68.062744,$us,Achumani,0,315000,La Paz,2,Casa,Venta,,
Alto Miraflores ,0,48463835,7064699,ENABLED,1,0,3,UC-536999, social. ,22/03/2019,90,184,0,Inmediata,656,,4501,594,4076,0,536999,41,1,1,-16.49021,La Paz,-68.127182,$us,Miraflores,0,110000,La Paz,2,Casa,Venta,,1980
"Calle 11 Jupapina, entrada a HUMAMANTA",0,40002059,5831204,ENABLED,4,0,4,UC-539383, no social con 20% de aporte propio. ,07/04/2019,185,260,0,06/2019,1043,,7157,954,6545,1,539383,53,1,1,-16.601362,La Paz,-68.070602,$us,Mallasa,0,165000,La Paz,1,Casa,Venta,,2018
FCV30985 – COMPRA TU CASA EN  ALTO  AUQUISAMAÑA,0,40002059,5831204,ENABLED,7,0,5,UC-540080, no social con 20% de aporte propio. ,24/04/2019,485,300,0,Inmediata,1533,,10513,1402,9614,2,540080,55,1,1,-16.548794,La Paz,-68.072678,$us,Auquisamaña,0,277000,La Paz,2,Casa,Venta,,
"FCV31153 – COMPRA TU CASA EN ACHUMANI, HUANTAQUI",0,40002059,5831204,ENABLED,5,0,4,UC-540963, no social con 20% de aporte propio. ,24/04/2019,330,444,0,Inmediata,2185,,14992,1999,13710,3,540963,29,1,1,-16.522072,La Paz,-68.062073,$us,Achumani,0,395000,La Paz,2,Casa,Venta,,
FCV31139 – COMPRA TU CASA EN COTA COTA,0,40002059,5831204,ENABLED,3,0,3,UC-540965, no social con 20% de aporte propio. ,24/04/2019,239,162,0,Inmediata,1170,,8025,1070,7339,1,540965,35,1,1,-16.538771,La Paz,-68.065552,$us,Cota Cota,0,185000,La Paz,2,Casa,Venta,,
Zona la merced cerca al colegio la merced calle 2,0,40002059,5831204,ENABLED,6,0,12,UC-540177, no social con 20% de aporte propio. ,27/03/2019,561,200,0,Inmediata,1411,,9678,1290,8851,0,540177,50,1,1,-16.475327,La Paz,-68.128036,$us,Villa Fatima,0,255000,La Paz,1,Casa,Venta,,2010
"Achumani, Las Lomas, La Paz-Bolivia",0,40002059,5831204,ENABLED,4,0,3,UC-540956, no social con 20% de aporte propio. ,29/04/2019,0,393,0,Inmediata,1391,,9543,1272,8727,3,540956,52,1,1,-16.544453,La Paz,-68.07309,$us,Los Pinos,0,220000,La Paz,2,Casa,Venta,,
"ALTO OBRAJES SECTOR ""A"" ",0,40002059,5831204,SOLD,4,0,4,UC-540416, no social con 20% de aporte propio. ,29/03/2019,310,206,0,Inmediata,1454,,9976,1330,9124,2,540416,30,1,1,-16.520325,La Paz,-68.105598,$us,Alto Obrajes,0,230000,La Paz,2,Casa,Venta,,2010
FCV31139 – COMPRA TU CASA EN COTA COTA,0,40002059,5831204,ENABLED,3,0,3,UC-540966, no social con 20% de aporte propio. ,24/04/2019,239,162,0,Inmediata,1170,,8025,1070,7339,1,540966,35,1,1,-16.543375,La Paz,-68.060677,$us,Cota Cota,0,185000,La Paz,2,Casa,Venta,,
Achumani entre las calles 13 y 14,0,40002059,5831204,ENABLED,4,0,5,UC-540788, no social con 20% de aporte propio. ,03/04/2019,375,300,0,Inmediata,2158,,14802,1973,13537,2,540788,29,1,1,-16.533752,La Paz,-68.073265,$us,Achumani,0,390000,La Paz,2,Casa,Venta,,
ACHUMANI,0,40002059,5831204,ENABLED,5,0,4,UC-542431, no social con 20% de aporte propio. ,02/04/2019,450,780,0,Inmediata,4371,,29984,3997,27420,4,542431,29,1,1,-16.524893,La Paz,-68.06781,$us,Achumani,0,790000,La Paz,2,Casa,Venta,,2013
FINAL AV. 6 DE AGOSTO,0,40002059,5831204,ENABLED,8,0,5,UC-540888, no social con 20% de aporte propio. ,29/03/2019,519,318,0,Inmediata,3320,,22772,3036,20826,1,540888,178,1,1,-16.513247,La Paz,-68.122124,$us,San Jorge,0,600000,La Paz,2,Casa,Venta,,
"Pasaje Canada 1 a 1/2 cuadra de la Av. Tejada Sorzano, Alto Miraflores",0,46605679,6793831,ENABLED,3,0,4,UC-541831, social. ,07/04/2019,167,114,0,Inmediata,868,,5957,792,5430,2,541831,41,1,1,-16.486629,La Paz,-68.124298,$us,Miraflores,0,140000,La Paz,2,Casa,Venta,,1994
AV. Litoral,0,40002059,5831204,ENABLED,2,0,5,UC-542186, no social con 20% de aporte propio. ,01/04/2019,350,1000,0,Inmediata,3320,,22772,3036,20826,4,542186,46,1,1,-16.544495,La Paz,-68.095856,$us,Seguencoma,0,600000,La Paz,2,Casa,Venta,,1980
Av. 14 de septiembre,0,40002059,5831204,ENABLED,4,0,4,UC-542289, no social con 20% de aporte propio. ,01/04/2019,500,1000,0,Inmediata,6805,,46683,6223,42692,6,542289,42,1,1,-16.529156,La Paz,-68.101334,$us,Obrajes,0,1230000,La Paz,2,Casa,Venta,,1988
FCV31400 – COMPRA ESTA CASA EN COTA COTA,0,40002059,5831204,ENABLED,6,0,7,UC-543481, no social con 20% de aporte propio. ,24/04/2019,570,600,0,Inmediata,2324,,15941,2125,14578,2,543481,33,1,1,-16.54166,La Paz,-68.05275,$us,Chasquipampa,0,420000,La Paz,2,Casa,Venta,,
FCV31400 – COMPRA ESTA CASA EN COTA COTA,0,40002059,5831204,ENABLED,6,0,7,UC-543479, no social con 20% de aporte propio. ,24/04/2019,570,600,0,Inmediata,2324,,15941,2125,14578,2,543479,33,1,1,-16.54166,La Paz,-68.05275,$us,Chasquipampa,0,420000,La Paz,2,Casa,Venta,,
