address,amoblado,amount_max_bs,amount_max_usd,availability,bathroom,baulera,bedroom,code,credit_type,date_released,dimension_built,dimension_ground,elevator,fecentrega,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_neighborhood,id_type,id_type_offer,latitud,location,longitud,moneda,neighborhood,pool,price,region,status,type,type_offer,warranty,year_built
ACHUMANI LAS LOMAS,0,48463835,7064699,ENABLED,1,0,3,UC-551434, social. ,27/04/2019,85,0,0,Inmediata,531,,3642,481,3298,1,551434,29,2,1,-16.527618,La Paz,-68.053825,$us,Achumani,0,89000,La Paz,1,Departamento,Venta,,2017
$us.83.000.-  OPORTUNIDAD  DPTO.  2D  ALTO IRPAVI,0,48463835,7064699,ENABLED,2,0,2,UC-551929, social. ,29/04/2019,83,0,0,Inmediata,495,,3396,448,3076,1,551929,180,2,1,-16.514166,La Paz,-68.084206,$us,Alto Irpavi,0,83000,La Paz,2,Departamento,Venta,,2002
Súper soleados y calientes cerca al mercado de Chasquipampa!,0,48463835,7064699,ENABLED,3,0,4,UC-120619, social. ,15/11/2018,128,0,1,05/2018,626,728.90,4296,567,3891,1,120619,33,2,1,-16.539625,La Paz,-68.047394,$us,Chasquipampa,0,105000,La Paz,1,Departamento,Venta,,2016
Calle 15 de Calacoto sobre la Julio Patiño,0,40002059,5831204,ENABLED,3,0,2,UC-545654, no social con 20% de aporte propio. ,10/04/2019,149,0,0,Inmediata,1442,,9890,1318,9044,2,545654,32,2,1,-16.541565,La Paz,-68.084267,$us,Calacoto,0,228000,La Paz,2,Departamento,Venta,,
GARZONIER CON JARDIN ACHUMANI,0,48463835,7064699,ENABLED,2,0,1,UC-548153, social. ,17/04/2019,60,0,0,Inmediata,564,,3867,510,3502,1,548153,29,2,1,-16.514936,La Paz,-68.061073,$us,Achumani,0,94500,La Paz,1,Departamento,Venta,,2019
FDV31512 – COMPRA TU DEPARTAMENTO EN LA 6 DE AGOSTO,0,40002059,5831204,ENABLED,4,0,4,UC-545695, no social con 20% de aporte propio. ,24/04/2019,154,0,0,Inmediata,1056,,7244,966,6625,0,545695,178,2,1,-16.512133,La Paz,-68.121941,$us,San Jorge,0,167000,La Paz,2,Departamento,Venta,,
DEPARTAMENTO EN VENTA DE 1 DORMITORIO: ACHUMANI,0,40002059,5831204,ENABLED,2,0,1,UC-543989, no social con 20% de aporte propio. ,05/04/2019,97,0,0,Inmediata,985,,6758,901,6180,1,543989,29,2,1,-16.529337,La Paz,-68.069527,$us,Achumani,0,155800,La Paz,1,Departamento,Venta,,
CALACOTO ,0,40002059,5831204,ENABLED,4,0,3,UC-537008, no social con 20% de aporte propio. ,18/03/2019,110,0,0,Inmediata,822,,5639,752,5157,1,537008,55,2,1,-16.546141,La Paz,-68.081688,$us,Auquisamaña,0,130000,La Paz,2,Departamento,Venta,,2013
Sector A Alto irpavi,0,48463835,7064699,ENABLED,2,0,3,UC-539382, social. ,25/04/2019,146,0,0,Inmediata,704,,4828,637,4373,1,539382,180,2,1,-16.51602,La Paz,-68.077332,$us,Alto Irpavi,0,118000,La Paz,1,Departamento,Venta,,2018
Departamento en venta Obrajes Av. Hernando Siles,0,40002059,5831204,ENABLED,4,0,3,UC-536680, no social con 20% de aporte propio. ,18/03/2019,176,0,0,Inmediata,1309,,8979,1197,8211,1,536680,42,2,1,-16.524342,La Paz,-68.110672,$us,Obrajes,0,207000,La Paz,2,Departamento,Venta,,
"Calle 6 de Irpavi 
",0,40002059,5831204,ENABLED,5,0,5,UC-540760, no social con 20% de aporte propio. ,30/03/2019,250,0,0,Inmediata,1581,,10844,1446,9917,1,540760,37,2,1,-16.525715,La Paz,-68.084015,$us,Irpavi,0,250000,La Paz,2,Departamento,Venta,,
PENTHOUSE EN VENTA – AUQUISAMAñA ,0,40002059,5831204,ENABLED,5,0,3,UC-538267, no social con 20% de aporte propio. ,21/03/2019,351,0,0,Inmediata,2545,,17459,2327,15966,2,538267,55,2,1,-16.547129,La Paz,-68.076843,$us,Auquisamaña,0,460000,La Paz,2,Departamento,Venta,,2004
COSTANERA CALLE 25,0,44130787,6433059,ENABLED,2,0,2,UC-537405, social. ,22/03/2019,70,0,0,10/2019,436,,2988,392,2687,1,537405,52,2,1,-16.545101,La Paz,-68.067619,$us,Los Pinos,0,76000,La Paz,1,Departamento,Venta,,2019
Últimos departamentos en venta Irpavi ,0,48463835,7064699,ENABLED,3,0,2,UC-538175, social. ,21/03/2019,87,0,0,Inmediata,626,,4296,567,3891,1,538175,37,2,1,-16.525755,La Paz,-68.086357,$us,Irpavi,0,105000,La Paz,1,Departamento,Venta,,2019
Calacoto ,0,40002059,5831204,ENABLED,2,0,2,UC-536156, no social con 20% de aporte propio. ,18/03/2019,73,0,0,Inmediata,790,,5422,723,4958,1,536156,32,2,1,-16.540903,La Paz,-68.085777,$us,Calacoto,0,125000,La Paz,1,Departamento,Venta,,2018
Alto Irpavi,0,48463835,7064699,ENABLED,3,0,3,UC-538986, social. ,23/03/2019,101,0,0,Inmediata,596,,4092,540,3706,1,538986,180,2,1,-16.529844,La Paz,-68.081001,$us,Alto Irpavi,0,100000,La Paz,2,Departamento,Venta,,
Achumani ,0,48463835,7064699,ENABLED,3,0,2,UC-524773, social. ,13/03/2019,103,0,0,05/2019,614,,4214,556,3817,1,524773,29,2,1,-16.522383,La Paz,-68.062721,$us,Achumani,0,103000,La Paz,1,Departamento,Venta,,
Auquisamaña,0,40002059,5831204,ENABLED,2,0,2,UC-525261, no social con 20% de aporte propio. ,13/02/2019,105,0,0,Inmediata,917,,6290,838,5752,1,525261,55,2,1,-16.548502,La Paz,-68.073158,$us,Auquisamaña,0,145000,La Paz,2,Departamento,Venta,,
ACHUMANI ,0,48463835,7064699,ENABLED,2,0,2,UC-513904, social. ,27/01/2019,101,0,0,Inmediata,602,705.13,4133,546,3743,1,513904,29,2,1,-16.51907,La Paz,-68.064743,$us,Achumani,0,101000,La Paz,1,Departamento,Venta,,2018
DEPARTAMENTO EN VENTA CALACOTO ,0,40002059,5831204,ENABLED,6,0,4,UC-539061, no social con 20% de aporte propio. ,24/03/2019,222,0,0,Inmediata,1826,,12525,1670,11454,2,539061,32,2,1,-16.540628,La Paz,-68.083565,$us,Calacoto,0,330000,La Paz,2,Departamento,Venta,,
En venta bonito departamento en Cota Cota,0,40002059,5831204,ENABLED,3,0,3,UC-492641, no social con 20% de aporte propio. ,03/12/2018,184,0,0,Inmediata,1005,1103.76,6897,919,6307,2,492641,35,2,1,-16.540689,La Paz,-68.066589,$us,Cota Cota,0,159000,La Paz,2,Departamento,Venta,,
FDV22624 – COMPRA TU DEPARTAMENTO EN EL PEDREGAL,0,40002059,5831204,ENABLED,3,0,2,UC-495434, no social con 20% de aporte propio. ,24/04/2019,229,0,0,Inmediata,961,1055.17,6593,879,6029,1,495434,242,2,1,-16.547577,La Paz,-68.052811,$us,El Pedregal,0,152000,La Paz,1,Departamento,Venta,,
C/35 DE ACHUMANI,0,40002059,5831204,ENABLED,3,1,3,UC-507696, no social con 20% de aporte propio. ,29/04/2019,132,0,1,Inmediata,898,991.38,6159,821,5633,1,507696,29,2,1,-16.521866,La Paz,-68.057709,$us,Achumani,0,142000,La Paz,2,Departamento,Venta,,
Achumani calle 34,0,48463835,7064699,ENABLED,3,0,2,UC-505156, social. ,21/12/2018,120,0,0,Inmediata,701,819.66,4808,635,4354,1,505156,29,2,1,-16.516527,La Paz,-68.061691,$us,Achumani,0,117500,La Paz,2,Departamento,Venta,,
COTA COTA AMPLISIMO DEPARTAMENTO EN VENTA ,0,40002059,5831204,ENABLED,3,0,4,UC-539537, no social con 20% de aporte propio. ,09/04/2019,255,0,0,Inmediata,1454,,9976,1330,9124,1,539537,35,2,1,-16.540277,La Paz,-68.069763,$us,Cota Cota,0,230000,La Paz,2,Departamento,Venta,,
Calle 11 de calacoto,0,48463835,7064699,ENABLED,2,0,2,UC-499353, social. ,19/04/2019,75,0,0,05/2019,543,663.24,3723,492,3372,0,499353,32,2,1,-16.538757,La Paz,-68.087273,$us,Calacoto,0,91000,La Paz,1,Departamento,Venta,,2018
INMEDIA INMEDIACIONES C/27 COTA COTA,0,40002059,5831204,ENABLED,3,1,3,UC-522086, no social con 20% de aporte propio. ,29/04/2019,183,183,0,Inmediata,1043,1141.68,7157,954,6545,2,522086,35,2,1,-16.538742,La Paz,-68.063843,$us,Cota Cota,0,165000,La Paz,2,Departamento,Venta,,
FDV24299 – COMPRA TU DEPARTAMENTO EN IRPAVI II,0,44130787,6433059,ENABLED,2,0,2,UC-505036, social. ,24/04/2019,69,0,0,Inmediata,447,467.38,3067,402,2758,1,505036,37,2,1,-16.502031,La Paz,-68.082245,$us,Irpavi,0,78000,La Paz,2,Departamento,Venta,,
Achumani calle 32,0,40002059,5831204,ENABLED,4,0,3,UC-505158, no social con 20% de aporte propio. ,21/12/2018,168,0,0,Inmediata,1126,1241.70,7721,1029,7061,1,505158,29,2,1,-16.518007,La Paz,-68.062508,$us,Achumani,0,178000,La Paz,2,Departamento,Venta,,
ACHUMANI - Las Lomas,0,48463835,7064699,ENABLED,4,0,3,UC-509422, social. ,09/01/2019,124,0,0,Inmediata,596,698.15,4092,540,3706,1,509422,29,2,1,-16.529419,La Paz,-68.057816,$us,Achumani,0,100000,La Paz,1,Departamento,Venta,,2018
FDV25988 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,48463835,7064699,ENABLED,,0,3,UC-511579, social. ,24/04/2019,85,0,0,Inmediata,537,628.34,3683,486,3335,1,511579,29,2,1,-16.527704,La Paz,-68.053444,$us,Achumani,0,90000,La Paz,2,Departamento,Venta,,
Departamento en venta los pinos,0,48463835,7064699,ENABLED,1,0,1,UC-510010, social. ,14/01/2019,61,0,0,Inmediata,483,565.57,3315,438,3002,1,510010,52,2,1,-16.54558,La Paz,-68.069664,$us,Los Pinos,0,81010,La Paz,1,Departamento,Venta,,2019
Calle 25 de Calacoto,0,44130787,6433059,ENABLED,1,0,1,UC-516245, social. ,25/01/2019,62,0,0,Inmediata,360,438.44,2469,324,2221,1,516245,32,2,1,-16.544626,La Paz,-68.081421,$us,Calacoto,0,62800,La Paz,1,Departamento,Venta,,2017
Departamento en ACHUMANI ,0,48463835,7064699,ENABLED,3,0,2,UC-517512, social. ,25/04/2019,106,0,0,Inmediata,680,837.78,4665,616,4224,1,517512,29,2,1,-16.524088,La Paz,-68.067345,$us,Achumani,0,114000,La Paz,1,Departamento,Venta,,
Calacoto calle 25,0,40002059,5831204,ENABLED,3,0,3,UC-516260, no social con 20% de aporte propio. ,14/02/2019,124,0,0,Inmediata,830,1029.08,5691,759,5204,1,516260,32,2,1,-16.539265,La Paz,-68.074486,$us,Calacoto,0,131200,La Paz,1,Departamento,Venta,,2017
Bella vista,0,40002059,5831204,ENABLED,3,0,3,UC-516653, no social con 20% de aporte propio. ,25/01/2019,200,0,0,Inmediata,1265,1396.30,8675,1156,7934,1,516653,241,2,1,-16.531761,La Paz,-68.096008,$us,Bella Vista,0,200000,La Paz,2,Departamento,Venta,,
Calacoto calle 15,0,48463835,7064699,ENABLED,1,0,1,UC-517386, social. ,28/01/2019,50,0,0,Inmediata,567,663.24,3887,513,3520,1,517386,32,2,1,-16.539352,La Paz,-68.084259,$us,Calacoto,0,95000,La Paz,1,Departamento,Venta,,
"Av. 6 de Agosto, Lisimaco Gutierrez",0,40002059,5831204,ENABLED,4,0,3,UC-519237, no social con 20% de aporte propio. ,01/04/2019,144,0,0,Inmediata,1043,1117.04,7157,954,6545,1,519237,47,2,1,-16.51086,La Paz,-68.124519,$us,Sopocachi,0,165000,La Paz,2,Departamento,Venta,,1979
Los Almendros,0,40002059,5831204,ENABLED,3,0,2,UC-519464, no social con 20% de aporte propio. ,24/03/2019,145,0,0,Inmediata,904,1033.27,6203,827,5672,1,519464,55,2,1,-16.548433,La Paz,-68.060646,$us,Auquisamaña,0,143000,La Paz,1,Departamento,Venta,,
"OBRAJES, Calle 8",0,40002059,5831204,ENABLED,4,0,3,UC-520137, no social con 20% de aporte propio. ,08/03/2019,176,0,0,Inmediata,1138,1254.18,7808,1041,7140,1,520137,42,2,1,-16.524996,La Paz,-68.110329,$us,Obrajes,0,180000,La Paz,2,Departamento,Venta,,
DEPARTAMENTO OBRAJES SOBRE AV. HERNANDO SILES,0,40002059,5831204,ENABLED,4,0,3,UC-529366, no social con 20% de aporte propio. ,23/02/2019,139,0,0,Inmediata,1012,,6940,925,6347,1,529366,42,2,1,-16.528801,La Paz,-68.103081,$us,Obrajes,0,160000,La Paz,2,Departamento,Venta,,2014
EN VENTA DEPARTAMENTO ACHUMANI,0,48463835,7064699,ENABLED,3,0,2,UC-529401, social. ,23/02/2019,97,0,0,Inmediata,683,,4685,618,4243,1,529401,29,2,1,-16.517365,La Paz,-68.060516,$us,Achumani,0,114500,La Paz,1,Departamento,Venta,,2014
LOS ALMENDROS,0,40002059,5831204,ENABLED,4,0,3,UC-519478, no social con 20% de aporte propio. ,31/01/2019,310,0,0,Inmediata,1715,2164.27,11766,1568,10760,2,519478,55,2,1,-16.548054,La Paz,-68.060814,$us,Auquisamaña,0,310000,La Paz,1,Departamento,Venta,,
OBRAJES SOBRE AVENIDA HERNANDO SILES,0,48463835,7064699,ENABLED,2,0,2,UC-529483, social. ,16/03/2019,89,0,0,Inmediata,626,,4296,567,3891,1,529483,42,2,1,-16.525345,La Paz,-68.109543,$us,Obrajes,0,105000,La Paz,1,Departamento,Venta,,2015
Calacoto calle 17,0,40002059,5831204,ENABLED,5,0,3,UC-533884, no social con 20% de aporte propio. ,11/03/2019,165,0,0,Inmediata,1069,,7331,977,6704,1,533884,32,2,1,-16.539244,La Paz,-68.083237,$us,Calacoto,0,169000,La Paz,2,Departamento,Venta,,
"Lomas de Achumani , Condominio el Parque (cerca Centro Comercial La Suiza)",0,48463835,7064699,ENABLED,4,0,3,UC-536102, social. ,16/03/2019,132,0,0,Inmediata,656,,4501,594,4076,1,536102,29,2,1,-16.521437,La Paz,-68.063736,$us,Achumani,0,110000,La Paz,1,Departamento,Venta,,
DEPARTAMENTO EN VENTA: ACHUMANI,0,48463835,7064699,ENABLED,3,0,3,UC-529384, social. ,14/04/2019,112,0,0,Inmediata,567,,3887,513,3520,1,529384,29,2,1,-16.520739,La Paz,-68.064339,$us,Achumani,0,95000,La Paz,2,Departamento,Venta,,2015
"HERMOSO PENT HOUSE EN VENTA
SOPOCACHI AV. ARCE",0,40002059,5831204,ENABLED,6,0,3,UC-533381, no social con 20% de aporte propio. ,10/03/2019,265,0,0,Inmediata,1438,,9868,1316,9024,2,533381,178,2,1,-16.512096,La Paz,-68.12133,$us,San Jorge,0,260000,La Paz,1,Departamento,Venta,,2003
Florida ,0,40002059,5831204,ENABLED,5,0,3,UC-531675, no social con 20% de aporte propio. ,28/04/2019,220,0,0,Inmediata,2877,,19735,2631,18048,2,531675,39,2,1,-16.55151,La Paz,-68.089577,$us,La Florida,0,519980,La Paz,2,Departamento,Venta,,2016
DEPARTAMENTO 8A BLOQUE 19 ,0,40002059,5831204,ENABLED,4,0,3,UC-522958, no social con 20% de aporte propio. ,08/04/2019,120,0,0,09/2019,854,851.07,5856,781,5355,1,522958,52,2,1,-16.544624,La Paz,-68.070885,$us,Los Pinos,0,135000,La Paz,1,Departamento,Venta,,2019
Calacoto calle 25,0,44130787,6433059,ENABLED,1,0,1,UC-522746, social. ,15/02/2019,62,0,0,Inmediata,424,512.72,2910,381,2617,1,522746,32,2,1,-16.541307,La Paz,-68.073952,$us,Calacoto,0,74000,La Paz,1,Departamento,Venta,,2018
"DEPARTAMENTOS EN PREVENTA DE 1, 2D EN SOPOCACHI ",0,48463835,7064699,ENABLED,3,0,2,UC-524769, social. ,09/03/2019,86,0,0,01/2020,662,,4542,600,4113,1,524769,47,2,1,-16.509115,La Paz,-68.13018,$us,Sopocachi,0,111000,La Paz,1,Departamento,Venta,,
Cota cota,0,40002059,5831204,ENABLED,4,0,3,UC-525265, no social con 20% de aporte propio. ,13/02/2019,174,0,0,Inmediata,854,,5856,781,5355,1,525265,35,2,1,-16.540649,La Paz,-68.06749,$us,Cota Cota,0,135000,La Paz,2,Departamento,Venta,,
FDV28917 – COMPRA TU DEPARTAMENTO VISTA JARDIN,0,40002059,5831204,ENABLED,2,0,2,UC-527286, no social con 20% de aporte propio. ,24/04/2019,100,0,0,Inmediata,854,,5856,781,5355,1,527286,29,2,1,-16.521749,La Paz,-68.062454,$us,Achumani,0,135000,La Paz,2,Departamento,Venta,,
Calacoto calle 15 avenida Ballivian,0,40002059,5831204,ENABLED,4,0,3,UC-525280, no social con 20% de aporte propio. ,14/02/2019,151,0,0,Inmediata,1138,,7808,1041,7140,1,525280,32,2,1,-16.539017,La Paz,-68.084183,$us,Calacoto,0,180000,La Paz,2,Departamento,Venta,,
FDV30886 – COMPRA TU DEPARTAMENTO EN IRPAVI,0,48463835,7064699,ENABLED,2,0,2,UC-539942, social. ,24/04/2019,83,0,0,Inmediata,489,,3355,443,3039,1,539942,37,2,1,-16.51734,La Paz,-68.086365,$us,Irpavi,0,82000,La Paz,2,Departamento,Venta,,
"Av. Ballivian , Calacoto",0,40002059,5831204,ENABLED,5,0,4,UC-539769, no social con 20% de aporte propio. ,26/03/2019,310,0,0,Inmediata,2202,,15106,2014,13814,1,539769,32,2,1,-16.543036,La Paz,-68.089508,$us,Calacoto,0,398000,La Paz,1,Departamento,Venta,,
OBRAJES PENTHOUSE DUPLEX  EN VENTA,0,40002059,5831204,ENABLED,5,0,4,UC-526977, no social con 20% de aporte propio. ,11/04/2019,324,0,0,Inmediata,1770,,12145,1619,11107,2,526977,42,2,1,-16.525759,La Paz,-68.106155,$us,Obrajes,0,320000,La Paz,2,Departamento,Venta,,2018
IRPAVI ,0,48463835,7064699,ENABLED,2,0,2,UC-539914, social. ,26/03/2019,130,0,0,Inmediata,632,,4337,573,3928,1,539914,37,2,1,-16.518698,La Paz,-68.086014,$us,Irpavi,0,106000,La Paz,1,Departamento,Venta,,
"Av. Alexander Achumani, Urbanización Pamir Pampa",0,40002059,5831204,ENABLED,4,0,3,UC-539982, no social con 20% de aporte propio. ,26/03/2019,178,0,0,Inmediata,1214,,8328,1110,7616,1,539982,29,2,1,-16.525017,La Paz,-68.062065,$us,Achumani,0,192000,La Paz,1,Departamento,Venta,,
Los Pinos,0,40002059,5831204,ENABLED,4,0,3,UC-539623, no social con 20% de aporte propio. ,25/03/2019,120,0,0,Inmediata,854,,5856,781,5355,1,539623,52,2,1,-16.542938,La Paz,-68.072945,$us,Los Pinos,0,135000,La Paz,1,Departamento,Venta,,
OCASION!!!  LINDO DPTO. CALACOTO  a  $us.-1.000 el mtr,0,40002059,5831204,ENABLED,4,0,3,UC-544716, no social con 20% de aporte propio. ,08/04/2019,165,0,0,Inmediata,1069,,7331,977,6704,1,544716,32,2,1,-16.53927,La Paz,-68.082062,$us,Calacoto,0,169000,La Paz,2,Departamento,Venta,,2009
La Florida,0,40002059,5831204,ENABLED,3,0,3,UC-544115, no social con 20% de aporte propio. ,06/04/2019,169,0,0,Inmediata,1518,,10410,1388,9520,1,544115,39,2,1,-16.547623,La Paz,-68.090111,$us,La Florida,0,240000,La Paz,2,Departamento,Venta,,2014
Test,0,40002059,5831204,ENABLED,2,0,4,UC-522571, no social con 20% de aporte propio. ,07/02/2019,3456,0,0,Inmediata,31420,24359.07,215540,28734,197113,2,522571,37,2,1,-16.522629,La Paz,-68.086266,$us,Irpavi,0,5678997,La Paz,1,Departamento,Venta,,2019
Calle 28 de Cota Cota,0,40002059,5831204,ENABLED,3,0,3,UC-542275, no social con 20% de aporte propio. ,07/04/2019,134,0,0,Inmediata,917,,6290,838,5752,2,542275,35,2,1,-16.545471,La Paz,-68.063713,$us,Cota Cota,0,145000,La Paz,2,Departamento,Venta,,2016
Achumani,0,46605679,6793831,ENABLED,3,0,2,UC-544600, social. ,08/04/2019,99,0,0,Inmediata,738,,5063,673,4616,1,544600,29,2,1,-16.517105,La Paz,-68.061432,$us,Achumani,0,119000,La Paz,2,Departamento,Venta,,2015
Plaza Isabel la Católica,0,40002059,5831204,ENABLED,2,0,3,UC-545664, no social con 20% de aporte propio. ,10/04/2019,115,0,0,Inmediata,790,,5422,723,4958,0,545664,178,2,1,-16.509584,La Paz,-68.124123,$us,San Jorge,0,125000,La Paz,2,Departamento,Venta,,
Calacoto,0,40002059,5831204,ENABLED,4,0,3,UC-544526, no social con 20% de aporte propio. ,08/04/2019,165,0,0,Inmediata,1107,,7591,1012,6942,1,544526,32,2,1,-16.539661,La Paz,-68.081436,$us,Calacoto,0,175000,La Paz,2,Departamento,Venta,,
"Belisario Salinas, Plaza Avaroa ",0,40002059,5831204,ENABLED,4,0,3,UC-545516, no social con 20% de aporte propio. ,29/04/2019,200,0,0,Inmediata,1138,,7808,1041,7140,0,545516,47,2,1,-16.510332,La Paz,-68.127289,$us,Sopocachi,0,180000,La Paz,1,Departamento,Venta,,1970
"Calle Fernando Guachalla, Sopocachi ",0,40002059,5831204,ENABLED,3,0,3,UC-544729, no social con 20% de aporte propio. ,17/04/2019,110,0,0,Inmediata,1012,,6940,925,6347,1,544729,47,2,1,-16.508558,La Paz,-68.128922,$us,Sopocachi,0,160000,La Paz,2,Departamento,Venta,,1993
FDV31671 – COMPRA TU PENTHOUSE DUPLEX 3D EN EL PEDREGAL,0,40002059,5831204,ENABLED,4,0,3,UC-546541, no social con 20% de aporte propio. ,24/04/2019,208,0,0,Inmediata,1233,,8458,1128,7735,2,546541,242,2,1,-16.547512,La Paz,-68.052734,$us,El Pedregal,0,195000,La Paz,2,Departamento,Venta,,
"FDV11730 – DEPARTAMENTO EN VENTA, IRPAVI",0,40002059,5831204,ENABLED,2,1,4,UC-465883, no social con 20% de aporte propio. ,24/04/2019,163,0,0,Inmediata,1005,1109.16,6897,919,6307,1,465883,37,2,1,-16.529066,La Paz,-68.085014,$us,Irpavi,0,159000,La Paz,2,Departamento,Venta,,
FDV18412 – COMPRA TU DEPARTAMENTO EN IRPAVI,0,40002059,5831204,ENABLED,4,0,3,UC-465631, no social con 20% de aporte propio. ,24/04/2019,132,0,0,Inmediata,816,917.08,5595,746,5117,1,465631,37,2,1,-16.51255,La Paz,-68.086685,$us,Irpavi,0,129000,La Paz,2,Departamento,Venta,,
"FDV13406 – DEPARTAMENTO EN VENTA, COTA COTA",0,48463835,7064699,ENABLED,3,0,3,UC-465839, social. ,26/04/2019,132,132,0,Inmediata,686,868.45,4705,621,4261,1,465839,35,2,1,-16.542698,La Paz,-68.065483,$us,Cota Cota,0,115000,La Paz,1,Departamento,Venta,,
Achumani,0,40002059,5831204,ENABLED,5,0,4,UC-445495, no social con 20% de aporte propio. ,27/04/2019,240,0,0,Inmediata,1466,1919.92,10058,1341,9198,2,445495,29,2,1,-16.528597,La Paz,-68.071716,$us,Achumani,0,265000,La Paz,2,Departamento,Venta,,
AV. MARIO MERCADO - PARADA PUMA KATARI,0,48463835,7064699,ENABLED,2,0,3,UC-126697, social. ,13/11/2018,120,0,0,Inmediata,620,721.96,4255,562,3854,0,126697,40,2,1,-16.526285,La Paz,-68.123772,$us,Llojeta,0,104000,La Paz,1,Departamento,Venta,,2018
Achumani calle 11,0,40002059,5831204,ENABLED,4,0,3,UC-472787, no social con 20% de aporte propio. ,16/04/2019,288,0,0,Inmediata,1632,2218.32,11196,1493,10239,3,472787,29,2,1,-16.53297,La Paz,-68.076225,$us,Achumani,0,295000,La Paz,2,Departamento,Venta,,
"Achumani Bajo, excelente ubicacion",0,40002059,5831204,ENABLED,3,0,3,UC-404678, no social con 20% de aporte propio. ,09/04/2019,288,0,0,Inmediata,1660,2203.34,11386,1518,10413,3,404678,29,2,1,-16.519842,La Paz,-68.050789,$us,Achumani,0,300000,La Paz,2,Departamento,Venta,,
"A estrenar, amplio y soleado depto en la zona sur de La Paz",0,48463835,7064699,ENABLED,4,0,3,UC-241910, social. ,22/02/2019,128,0,0,Inmediata,626,729.49,4296,567,3891,1,241910,33,2,1,-16.539165,La Paz,-68.047249,$us,Chasquipampa,0,105000,La Paz,1,Departamento,Venta,,
Irpavi calle 18a Bugambillas ,0,48463835,7064699,ENABLED,2,0,3,UC-485125, social. ,24/04/2019,114,0,0,Inmediata,579,708.07,3969,524,3594,1,485125,37,2,1,-16.528446,La Paz,-68.08622,$us,Irpavi,0,97000,La Paz,2,Departamento,Venta,,2015
"Irpavi 2, Calle 5 Esq. Aruntaya",0,40002059,5831204,ENABLED,4,0,3,UC-547713, no social con 20% de aporte propio. ,16/04/2019,170,0,0,Inmediata,879,,6029,804,5514,1,547713,37,2,1,-16.520655,La Paz,-68.086357,$us,Irpavi,0,139000,La Paz,1,Departamento,Venta,,2018
EN VENTA DEPARTAMENTO: IRPAVI,0,40002059,5831204,ENABLED,3,0,3,UC-546869, no social con 20% de aporte propio. ,13/04/2019,120,0,0,Inmediata,790,,5422,723,4958,1,546869,37,2,1,-16.503248,La Paz,-68.081718,$us,Irpavi,0,125000,La Paz,2,Departamento,Venta,,2012
"DEPARTAMENTO DUPLEX DE UN DORMITORIO EN VENTA ACHUMANI
DEPARTAMENTO DUPLEX DE UN DORMITORIO EN VENTA ACHUMANI


DEPARTAMENTO DUPLEX DE UN DORMITORIO EN VENTA ACHUMANI",0,40002059,5831204,ENABLED,2,0,1,UC-546943, no social con 20% de aporte propio. ,14/04/2019,113,0,0,Inmediata,1000,,6862,915,6275,1,546943,29,2,1,-16.529007,La Paz,-68.07103,$us,Achumani,0,158200,La Paz,1,Departamento,Venta,,2018
EN VENTA DEPARTAMENTO: ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-546868, no social con 20% de aporte propio. ,26/04/2019,165,0,0,Inmediata,1201,,8241,1099,7537,1,546868,29,2,1,-16.520739,La Paz,-68.066742,$us,Achumani,0,190000,La Paz,1,Departamento,Venta,,2018
"Ingresando por la 31 de achumani, calle violetas, a dos minutos del hipermaxi.",0,48463835,7064699,ENABLED,4,0,3,UC-546438, social. ,12/04/2019,152,0,0,Inmediata,614,,4214,556,3817,1,546438,29,2,1,-16.51862,La Paz,-68.05687,$us,Achumani,0,103000,La Paz,1,Departamento,Venta,,2019
Departamento de lujo achumani,0,48463835,7064699,ENABLED,2,0,1,UC-548160, social. ,17/04/2019,138,0,0,Inmediata,564,,3867,510,3502,0,548160,29,2,1,-16.513241,La Paz,-68.063042,$us,Achumani,0,94500,La Paz,1,Departamento,Venta,,2019
Av. Arce Frente a plaza Bolivia,0,40002059,5831204,ENABLED,4,0,3,UC-547854, no social con 20% de aporte propio. ,16/04/2019,201,0,0,Inmediata,1494,,10248,1366,9371,1,547854,178,2,1,-16.507303,La Paz,-68.126427,$us,San Jorge,0,270000,La Paz,1,Departamento,Venta,,1995
FDV31935 – COMPRA TU DEPARTAMENTO EN IRPAVI CON JARDIN PRIVADO,0,48463835,7064699,ENABLED,3,0,3,UC-550033, social. ,24/04/2019,116,0,0,Inmediata,697,,4780,631,4329,1,550033,37,2,1,-16.514557,La Paz,-68.086945,$us,Irpavi,0,116820,La Paz,2,Departamento,Venta,,
"Achumani, Urbanizacion la Suiza",0,40002059,5831204,ENABLED,3,0,3,UC-547888, no social con 20% de aporte propio. ,17/04/2019,134,0,0,Inmediata,803,,5509,734,5038,1,547888,29,2,1,-16.524832,La Paz,-68.054474,$us,Achumani,0,127000,La Paz,2,Departamento,Venta,,
Av. Ballivian esq 9,0,40002059,5831204,ENABLED,4,0,3,UC-548690, no social con 20% de aporte propio. ,25/04/2019,152,0,0,Inmediata,1107,,7591,1012,6942,1,548690,32,2,1,-16.540792,La Paz,-68.090645,$us,Calacoto,0,175000,La Paz,2,Departamento,Venta,,2008
