amoblado,bathroom,baulera,bedroom,dimension_built,dimension_ground,garage,id_neighborhood,latitud,longitud,neighborhood,price,status,type_offer,year_built,riesgo
0,5.0,0,4.0,370,540,5,192,-16.566599,-68.09983100000001,Mallasilla,430000.0,2,Venta,,alto
0,4.0,0,4.0,500,1350,4,39,-16.547132,-68.087761,La Florida,1200000.0,2,Venta,,moderado
0,6.0,0,6.0,384,260,8,29,-16.518383,-68.064346,Achumani,495000.0,2,Venta,,alto
0,6.0,0,4.0,600,380,2,35,-16.541916,-68.062653,Cota Cota,490000.0,2,Venta,,moderado
0,4.0,0,3.0,365,0,2,39,-16.553434,-68.082024,La Florida,370000.0,1,Venta,,moderado
0,3.0,0,3.0,205,300,4,55,-16.546633,-68.077934,Auquisamaña,280000.0,2,Venta,,bajo
0,3.0,0,4.0,215,250,3,192,-16.564138,-68.101501,Mallasilla,248000.0,1,Venta,2018.0,alto
0,4.0,0,5.0,500,307,4,29,-16.512856,-68.057213,Achumani,360000.0,1,Venta,2017.0,alto
0,5.0,0,5.0,430,300,3,29,-16.526348000000002,-68.062576,Achumani,260000.0,1,Venta,2019.0,alto
0,5.0,0,4.0,0,0,0,29,-16.513926,-68.05416899999999,Achumani,300000.0,2,Venta,,alto
0,6.0,0,6.0,384,260,8,29,-16.518383,-68.064346,Achumani,495000.0,2,Venta,,alto
0,7.0,0,5.0,375,400,4,29,-16.516829,-68.06210300000001,Achumani,650000.0,2,Venta,,alto
0,3.0,0,4.0,300,400,2,29,-16.516829,-68.06210300000001,Achumani,390000.0,1,Venta,,alto
0,5.0,0,5.0,480,600,5,37,-16.526491,-68.08749399999999,Irpavi,380000.0,2,Venta,,moderado
0,6.0,0,5.0,450,300,2,29,-16.516829,-68.06210300000001,Achumani,375000.0,2,Venta,,alto
0,6.0,0,5.0,450,300,2,29,-16.516829,-68.06210300000001,Achumani,375000.0,2,Venta,,alto
0,4.0,0,4.0,415,556,3,46,-16.536093,-68.100082,Seguencoma,590000.0,2,Venta,,bajo
0,5.0,0,4.0,347,450,3,29,-16.528907999999998,-68.068626,Achumani,500000.0,2,Venta,,alto
0,4.0,0,4.0,342,914,2,53,-16.594593,-68.07073199999999,Mallasa,194000.0,1,Venta,,alto
0,4.0,0,4.0,350,450,2,29,-16.527079,-68.068398,Achumani,530000.0,2,Venta,,alto
0,4.0,0,4.0,415,556,3,46,-16.536093,-68.100082,Seguencoma,590000.0,2,Venta,,bajo
0,6.0,0,7.0,700,654,6,37,-16.523079,-68.085709,Irpavi,440000.0,2,Venta,,moderado
0,6.0,0,7.0,700,654,6,37,-16.523079,-68.085709,Irpavi,440000.0,2,Venta,,moderado
0,4.0,0,4.0,0,479,2,29,-16.518597,-68.058304,Achumani,380000.0,2,Venta,,alto
0,5.0,0,6.0,440,300,3,37,-16.51429,-68.08744,Irpavi,460000.0,2,Venta,,moderado
0,4.0,0,4.0,540,860,4,32,-16.543663000000002,-68.08543399999999,Calacoto,1200000.0,2,Venta,,bajo
0,4.0,0,4.0,540,860,4,32,-16.543663000000002,-68.08543399999999,Calacoto,1200000.0,2,Venta,,bajo
0,5.0,0,6.0,440,300,3,37,-16.51429,-68.08744,Irpavi,460000.0,2,Venta,,moderado
0,3.0,0,3.0,214,319,3,29,-16.516314,-68.06175999999999,Achumani,210000.0,2,Venta,2010.0,alto
0,7.0,0,5.0,420,0,4,29,-16.516829,-68.06210300000001,Achumani,480000.0,2,Venta,,alto
0,4.0,0,5.0,540,498,2,29,-16.516829,-68.06210300000001,Achumani,370000.0,2,Venta,,alto
0,4.0,0,4.0,510,560,3,29,-16.512159,-68.05783100000001,Achumani,480000.0,2,Venta,,alto
0,3.0,0,3.0,251,293,3,35,-16.543047,-68.05765500000001,Cota Cota,280000.0,2,Venta,,moderado
0,6.0,0,5.0,470,500,3,37,-16.504435,-68.08163499999999,Irpavi,395000.0,2,Venta,,moderado
0,4.0,0,3.0,0,250,2,29,-16.526127,-68.06352199999999,Achumani,286000.0,1,Venta,2017.0,alto
0,4.0,0,4.0,330,1292,10,29,-16.534155,-68.071815,Achumani,550000.0,2,Venta,,alto
0,3.0,0,3.0,363,500,4,35,-16.542048,-68.05570999999999,Cota Cota,250000.0,1,Venta,,moderado
0,4.0,0,4.0,270,300,3,29,-16.513289999999998,-68.051529,Achumani,220000.0,2,Venta,2014.0,alto
0,3.0,0,3.0,220,310,3,46,-16.546539000000003,-68.095589,Seguencoma,278000.0,2,Venta,1990.0,bajo
0,5.0,0,3.0,672,510,3,32,-16.547808,-68.071159,Calacoto,750000.0,2,Venta,,bajo
0,5.0,0,4.0,400,2400,6,39,-16.547026000000002,-68.088669,La Florida,1800000.0,2,Venta,,moderado
0,5.0,0,4.0,650,500,5,151,-16.56184,-68.092636,Aranjuez,640000.0,2,Venta,,moderado
0,4.0,0,4.0,317,304,3,29,-16.520485,-68.061142,Achumani,399000.0,2,Venta,,alto
1,4.0,0,3.0,227,0,2,29,-16.526332999999997,-68.051743,Achumani,150000.0,1,Venta,2016.0,alto
0,5.0,0,4.0,650,500,5,151,-16.56184,-68.092636,Aranjuez,640000.0,2,Venta,,moderado
0,3.0,0,3.0,350,280,2,42,-16.525864000000002,-68.106071,Obrajes,290000.0,2,Venta,,bajo
0,3.0,0,3.0,350,280,2,42,-16.525864000000002,-68.106071,Obrajes,290000.0,2,Venta,,bajo
0,3.0,0,3.0,310,317,3,29,-16.520863000000002,-68.06223299999999,Achumani,259000.0,2,Venta,,alto
0,5.0,0,5.0,324,300,3,180,-16.519012,-68.082802,Alto Irpavi,255000.0,2,Venta,,bajo
0,5.0,0,5.0,420,220,2,29,-16.512779000000002,-68.053574,Achumani,310000.0,2,Venta,2018.0,alto
0,4.0,0,5.0,360,300,3,47,-16.51156,-68.130341,Sopocachi,360000.0,2,Venta,,moderado
0,,0,,586,472,0,178,-16.513599,-68.122757,San Jorge,550000.0,2,Venta,,muy bajo
0,4.0,0,5.0,417,175,0,41,-16.494057,-68.123672,Miraflores,340000.0,2,Venta,,muy bajo
0,5.0,0,3.0,250,300,2,29,-16.526297,-68.065102,Achumani,275000.0,1,Venta,,alto
0,4.0,0,3.0,237,143,1,29,-16.51944,-68.058838,Achumani,195000.0,2,Venta,,alto
0,3.0,0,4.0,317,336,4,29,-16.53064,-68.071404,Achumani,298000.0,2,Venta,,alto
0,4.0,0,3.0,464,400,0,39,-16.549179000000002,-68.088295,La Florida,450000.0,2,Venta,,moderado
0,4.0,0,4.0,354,300,0,38,-16.530369,-68.078506,Koani,370000.0,2,Venta,,bajo
0,8.0,0,8.0,840,700,8,39,-16.54863,-68.08624300000001,La Florida,900000.0,2,Venta,,moderado
0,4.0,0,3.0,232,171,1,29,-16.523531,-68.057068,Achumani,215000.0,2,Venta,,alto
0,3.0,0,4.0,320,368,2,35,-16.540998000000002,-68.067314,Cota Cota,349000.0,2,Venta,1998.0,moderado
0,8.0,0,8.0,840,700,8,39,-16.54863,-68.08624300000001,La Florida,900000.0,2,Venta,,moderado
0,4.0,0,3.0,370,316,2,29,-16.522934,-68.063156,Achumani,198000.0,2,Venta,2001.0,alto
0,3.0,0,3.0,180,300,2,37,-16.530399,-68.08710500000001,Irpavi,300000.0,2,Venta,1981.0,moderado
0,2.0,0,3.0,200,300,3,46,-16.533479999999997,-68.10333299999999,Seguencoma,210000.0,2,Venta,,bajo
0,6.0,0,4.0,512,459,2,29,-16.520861,-68.05995899999999,Achumani,560000.0,2,Venta,,alto
0,3.0,0,3.0,190,308,1,29,-16.521841000000002,-68.05794499999999,Achumani,169000.0,2,Venta,,alto
0,4.0,0,5.0,329,715,5,29,-16.516829,-68.06210300000001,Achumani,380000.0,2,Venta,,alto
0,4.0,0,5.0,329,715,5,29,-16.516829,-68.06210300000001,Achumani,380000.0,2,Venta,,alto
0,5.0,0,5.0,590,580,1,55,-16.547617000000002,-68.06813000000001,Auquisamaña,880000.0,2,Venta,,bajo
0,4.0,0,4.0,295,300,3,29,-16.53603,-68.077698,Achumani,330000.0,2,Venta,,alto
0,5.0,0,5.0,590,580,1,55,-16.547617000000002,-68.06813000000001,Auquisamaña,880000.0,2,Venta,,bajo
0,5.0,0,4.0,500,518,6,29,-16.511997,-68.055832,Achumani,439000.0,2,Venta,,alto
0,6.0,0,4.0,451,752,5,37,-16.530622,-68.091637,Irpavi,650000.0,2,Venta,,moderado
0,4.0,0,4.0,260,176,2,29,-16.516829,-68.06210300000001,Achumani,280000.0,1,Venta,,alto
0,3.0,0,4.0,451,480,3,32,-16.538839000000003,-68.079552,Calacoto,560000.0,2,Venta,1990.0,bajo
0,5.0,0,4.0,420,600,2,41,-16.489689000000002,-68.119293,Miraflores,420000.0,2,Venta,,muy bajo
0,3.0,0,3.0,260,330,2,29,-16.520557,-68.066078,Achumani,248000.0,2,Venta,,alto
0,5.0,0,4.0,420,600,2,41,-16.489689000000002,-68.119293,Miraflores,420000.0,2,Venta,,muy bajo
0,3.0,0,4.0,160,250,1,29,-16.522369,-68.05544300000001,Achumani,155000.0,2,Venta,,alto
0,3.0,0,4.0,270,150,2,180,-16.50861,-68.083313,Alto Irpavi,183000.0,2,Venta,2007.0,bajo
0,4.0,0,3.0,470,550,2,41,-16.489689000000002,-68.119293,Miraflores,500000.0,2,Venta,,muy bajo
0,5.0,0,5.0,410,601,4,41,-16.489689000000002,-68.119293,Miraflores,450000.0,2,Venta,,muy bajo
0,6.0,0,6.0,720,890,5,29,-16.53603,-68.077698,Achumani,800000.0,2,Venta,,alto
0,4.0,0,3.0,470,550,2,41,-16.489689000000002,-68.119293,Miraflores,500000.0,2,Venta,,muy bajo
0,3.0,0,4.0,160,250,1,29,-16.522369,-68.05544300000001,Achumani,155000.0,2,Venta,,alto
0,6.0,0,6.0,720,890,5,29,-16.53603,-68.077698,Achumani,800000.0,2,Venta,,alto
0,6.0,0,4.0,600,600,5,29,-16.522631,-68.048798,Achumani,570000.0,2,Venta,2004.0,alto
0,4.0,0,4.0,270,350,2,29,-16.519325,-68.062523,Achumani,310000.0,2,Venta,,alto
0,4.0,0,4.0,420,630,2,37,-16.506408999999998,-68.085144,Irpavi,450000.0,2,Venta,,moderado
0,5.0,0,5.0,430,300,3,29,-16.525263,-68.0616,Achumani,260000.0,1,Venta,2019.0,alto
0,2.0,0,3.0,215,645,1,43,-16.488657,-68.10011300000001,Pampahasi,300000.0,2,Venta,1984.0,bajo
0,5.0,0,4.0,620,1050,5,32,-16.537254,-68.072968,Calacoto,890000.0,2,Venta,,bajo
0,5.0,0,4.0,500,500,3,29,-16.522683999999998,-68.057991,Achumani,555000.0,2,Venta,,alto
0,5.0,0,4.0,475,520,3,37,-16.509399,-68.08551800000001,Irpavi,380000.0,2,Venta,,moderado
0,4.0,0,3.0,237,142,2,29,-16.521685,-68.05351999999999,Achumani,195000.0,1,Venta,,alto
0,4.0,0,3.0,232,171,2,29,-16.522589,-68.052231,Achumani,215000.0,1,Venta,,alto
0,5.0,0,4.0,400,650,3,37,-16.507076,-68.08335100000001,Irpavi,420000.0,2,Venta,,moderado
0,3.0,0,3.0,207,163,1,29,-16.525108,-68.05193299999999,Achumani,189000.0,1,Venta,2018.0,alto
0,5.0,0,4.0,500,500,3,29,-16.523836,-68.060608,Achumani,555000.0,2,Venta,,alto
0,5.0,0,4.0,296,298,3,29,-16.519228,-68.06489599999999,Achumani,390000.0,2,Venta,2014.0,alto
0,3.0,0,4.0,680,400,4,32,-16.543945,-68.084259,Calacoto,780000.0,2,Venta,,bajo
0,5.0,0,4.0,270,150,2,180,-16.519420999999998,-68.076736,Alto Irpavi,183000.0,2,Venta,,bajo
0,6.0,0,5.0,450,300,2,29,-16.519045000000002,-68.060539,Achumani,413000.0,1,Venta,2015.0,alto
0,3.0,0,4.0,680,400,4,32,-16.544624,-68.084351,Calacoto,780000.0,2,Venta,,bajo
0,4.0,1,4.0,457,427,1,29,-16.522642,-68.062607,Achumani,460000.0,2,Venta,,alto
0,8.0,0,7.0,613,400,10,29,-16.536041,-68.07579799999999,Achumani,800000.0,1,Venta,2017.0,alto
0,4.0,0,3.0,467,480,4,35,-16.542818,-68.065536,Cota Cota,470000.0,2,Venta,2014.0,moderado
0,4.0,0,4.0,420,620,3,29,-16.516154999999998,-68.06189,Achumani,559000.0,2,Venta,,alto
0,4.0,0,4.0,943,0,1,42,-16.522842,-68.108994,Obrajes,760000.0,2,Venta,,bajo
0,5.0,0,4.0,362,176,1,151,-16.558542000000003,-68.093262,Aranjuez,290000.0,2,Venta,,moderado
0,8.0,0,12.0,0,910,8,32,-16.543055,-68.086182,Calacoto,1183000.0,2,Venta,,bajo
0,8.0,0,12.0,0,910,8,32,-16.541281,-68.087914,Calacoto,1183000.0,2,Venta,,bajo
0,4.0,0,4.0,943,0,1,42,-16.525251,-68.110901,Obrajes,760000.0,2,Venta,,bajo
0,6.0,0,7.0,340,603,4,37,-16.527731,-68.086525,Irpavi,498000.0,2,Venta,,moderado
