address,amoblado,amount_max_bs,amount_max_usd,availability,bathroom,baulera,bedroom,code,credit_type,date_released,dimension,elevator,fecentrega,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_type,id_type_offer,latitud,location,longitud,moneda,neighborhood,pool,price,region,status,type,type_offer,warranty,year_built
Calacoto,0,40002059,5831204,ENABLED,4,0,3,UC-550190, no social con 20% de aporte propio. ,23/04/2019,200,0,Inmediata,1328,,9109,1214,8330,1,550190,2,1,-16.542147,La Paz,-68.083687,$us,Calacoto,0,210000,La Paz,1,Departamento,Venta,,2017
GARZONIER CON JARDIN ACHUMANI,0,48463835,7064699,ENABLED,2,0,1,UC-548153, social. ,17/04/2019,60,0,Inmediata,564,,3867,510,3502,1,548153,2,1,-16.514936,La Paz,-68.061073,$us,Achumani,0,94500,La Paz,1,Departamento,Venta,,2019
"Calle San José #125 Zona Mallasilla, a 2 cuadras de la rotonda de mallasilla",0,48463835,7064699,ENABLED,3,0,3,UC-546171, social. ,11/04/2019,124,0,Inmediata,644,,4419,583,4002,1,546171,2,1,-16.564905,La Paz,-68.099739,$us,Mallasilla,0,108000,La Paz,1,Departamento,Venta,,2018
"Av. Gobles y Calle 6, Bajo Irpavi ",0,40002059,5831204,ENABLED,5,0,5,UC-547143, no social con 20% de aporte propio. ,22/04/2019,284,0,Inmediata,1486,,10193,1359,9322,1,547143,2,1,-16.524008,La Paz,-68.084229,$us,Irpavi,0,235000,La Paz,2,Departamento,Venta,,
FDV31979 – COMPRA TU DEPARTAMENTO EN BAJO SEGUENCOMA,0,44130787,6433059,ENABLED,1,0,1,UC-550021, social. ,24/04/2019,62,0,Inmediata,373,,2556,335,2298,1,550021,2,1,-16.536427,La Paz,-68.099419,$us,Seguencoma,0,65000,La Paz,2,Departamento,Venta,,
Los nuevos Pinos,0,40002059,5831204,ENABLED,4,0,3,UC-515466, no social con 20% de aporte propio. ,08/04/2019,120,0,09/2019,822,802.88,5639,752,5157,1,515466,2,1,-16.54468,La Paz,-68.070724,$us,Los Pinos,0,130000,La Paz,1,Departamento,Venta,,2019
"Calle San José #125 Zona Mallasilla, a 2 cuadras de la rotonda de mallasilla",0,46605679,6793831,ENABLED,3,0,4,UC-546223, social. ,11/04/2019,144,0,Inmediata,750,,5148,684,4693,1,546223,2,1,-16.56489,La Paz,-68.099785,$us,Mallasilla,0,121000,La Paz,1,Departamento,Venta,,2018
COTA COTA AMPLISIMO DEPARTAMENTO EN VENTA ,0,40002059,5831204,ENABLED,3,0,4,UC-539537, no social con 20% de aporte propio. ,09/04/2019,255,0,Inmediata,1454,,9976,1330,9124,1,539537,2,1,-16.540277,La Paz,-68.069763,$us,Cota Cota,0,230000,La Paz,2,Departamento,Venta,,
FDV31935 – COMPRA TU DEPARTAMENTO EN IRPAVI CON JARDIN PRIVADO,0,48463835,7064699,ENABLED,3,0,3,UC-550033, social. ,24/04/2019,116,0,Inmediata,697,,4780,631,4329,1,550033,2,1,-16.514557,La Paz,-68.086945,$us,Irpavi,0,116820,La Paz,2,Departamento,Venta,,
Miraflores cerca Estadio,0,40002059,5831204,ENABLED,2,0,3,UC-542167, no social con 20% de aporte propio. ,02/04/2019,104,0,Inmediata,822,,5639,752,5157,1,542167,2,1,-16.502548,La Paz,-68.125237,$us,Miraflores,0,130000,La Paz,2,Departamento,Venta,,
Los Pinos,0,40002059,5831204,ENABLED,4,0,3,UC-539623, no social con 20% de aporte propio. ,25/03/2019,120,0,Inmediata,854,,5856,781,5355,1,539623,2,1,-16.542938,La Paz,-68.072945,$us,Los Pinos,0,135000,La Paz,1,Departamento,Venta,,
DEPARTAMENTO 8A BLOQUE 19 ,0,40002059,5831204,ENABLED,4,0,3,UC-522958, no social con 20% de aporte propio. ,08/04/2019,120,0,09/2019,854,851.07,5856,781,5355,1,522958,2,1,-16.544624,La Paz,-68.070885,$us,Los Pinos,0,135000,La Paz,1,Departamento,Venta,,2019
Cota cota,0,40002059,5831204,ENABLED,4,0,3,UC-525265, no social con 20% de aporte propio. ,13/02/2019,174,0,Inmediata,854,,5856,781,5355,1,525265,2,1,-16.540649,La Paz,-68.06749,$us,Cota Cota,0,135000,La Paz,2,Departamento,Venta,,
Calle 25 de Calacoto,0,44130787,6433059,ENABLED,1,0,1,UC-516245, social. ,25/01/2019,62,0,Inmediata,360,438.44,2469,324,2221,1,516245,2,1,-16.544626,La Paz,-68.081421,$us,Calacoto,0,62800,La Paz,1,Departamento,Venta,,2017
"HERMOSO PENT HOUSE EN VENTA
SOPOCACHI AV. ARCE",0,40002059,5831204,ENABLED,6,0,3,UC-533381, no social con 20% de aporte propio. ,10/03/2019,265,0,Inmediata,1438,,9868,1316,9024,2,533381,2,1,-16.512096,La Paz,-68.12133,$us,San Jorge,0,260000,La Paz,1,Departamento,Venta,,2003
Achumani calle 34,0,48463835,7064699,ENABLED,3,0,2,UC-505156, social. ,21/12/2018,120,0,Inmediata,701,819.66,4808,635,4354,1,505156,2,1,-16.516527,La Paz,-68.061691,$us,Achumani,0,117500,La Paz,2,Departamento,Venta,,
Achumani,0,46605679,6793831,ENABLED,3,0,2,UC-544600, social. ,08/04/2019,99,0,Inmediata,738,,5063,673,4616,1,544600,2,1,-16.517105,La Paz,-68.061432,$us,Achumani,0,119000,La Paz,2,Departamento,Venta,,2015
FDV31671 – COMPRA TU PENTHOUSE DUPLEX 3D EN EL PEDREGAL,0,40002059,5831204,ENABLED,4,0,3,UC-546541, no social con 20% de aporte propio. ,24/04/2019,208,0,Inmediata,1233,,8458,1128,7735,2,546541,2,1,-16.547512,La Paz,-68.052734,$us,El Pedregal,0,195000,La Paz,2,Departamento,Venta,,
OCASION!!!  LINDO DPTO. CALACOTO  a  $us.-1.000 el mtr,0,40002059,5831204,ENABLED,4,0,3,UC-544716, no social con 20% de aporte propio. ,08/04/2019,165,0,Inmediata,1069,,7331,977,6704,1,544716,2,1,-16.53927,La Paz,-68.082062,$us,Calacoto,0,169000,La Paz,2,Departamento,Venta,,2009
"Belisario Salinas, Plaza Avaroa ",0,40002059,5831204,ENABLED,4,0,3,UC-545516, no social con 20% de aporte propio. ,10/04/2019,200,0,Inmediata,1138,,7808,1041,7140,0,545516,2,1,-16.510332,La Paz,-68.127289,$us,Sopocachi,0,180000,La Paz,2,Departamento,Venta,,1970
Plaza Isabel la Católica,0,40002059,5831204,ENABLED,2,0,3,UC-545664, no social con 20% de aporte propio. ,10/04/2019,115,0,Inmediata,790,,5422,723,4958,0,545664,2,1,-16.509584,La Paz,-68.124123,$us,San Jorge,0,125000,La Paz,2,Departamento,Venta,,
"Calle Fernando Guachalla, Sopocachi ",0,40002059,5831204,ENABLED,3,0,3,UC-544729, no social con 20% de aporte propio. ,17/04/2019,110,0,Inmediata,1012,,6940,925,6347,1,544729,2,1,-16.508558,La Paz,-68.128922,$us,Sopocachi,0,160000,La Paz,2,Departamento,Venta,,1993
Achumani calle 29,0,40002059,5831204,ENABLED,2,0,3,UC-546379, no social con 20% de aporte propio. ,17/04/2019,158,0,Inmediata,1050,,7200,960,6585,1,546379,2,1,-16.520025,La Paz,-68.064407,$us,Achumani,0,166000,La Paz,2,Departamento,Venta,,2016
DEPARTAMENTO EN VENTA ACHUMANI ,0,40002059,5831204,ENABLED,4,0,3,UC-464360, no social con 20% de aporte propio. ,20/01/2019,156,0,Inmediata,917,1007.40,6290,838,5752,1,464360,2,1,-16.517693,La Paz,-68.06189,$us,Achumani,0,145000,La Paz,2,Departamento,Venta,,2015
Calle 2 de Irpavi 2 ,0,48463835,7064699,ENABLED,2,0,2,UC-489711, social. ,27/01/2019,86,0,05/2019,489,569.24,3355,443,3039,1,489711,2,1,-16.508474,La Paz,-68.084724,$us,Irpavi,0,82000,La Paz,1,Departamento,Venta,,2018
FDV20961 – COMPRA TU DEPARTAMENTO EN OBRAJES,0,40002059,5831204,ENABLED,4,0,3,UC-483865, no social con 20% de aporte propio. ,24/04/2019,154,0,Inmediata,1328,1457.80,9109,1214,8330,1,483865,2,1,-16.524199,La Paz,-68.111603,$us,Obrajes,0,210000,La Paz,2,Departamento,Venta,,
FDV22077 – COMPRA TU DEPARTAMENTO EN LOS PINOS,0,40002059,5831204,ENABLED,3,0,3,UC-493055, no social con 20% de aporte propio. ,24/04/2019,150,0,Inmediata,904,992.69,6203,827,5672,1,493055,2,1,-16.544538,La Paz,-68.073242,$us,Los Pinos,0,143000,La Paz,2,Departamento,Venta,,
Av. Strongest ,0,40002059,5831204,ENABLED,4,0,3,UC-467148, no social con 20% de aporte propio. ,07/01/2019,182,0,Inmediata,1391,1535.93,9543,1272,8727,1,467148,2,1,-16.528,La Paz,-68.070312,$us,Achumani,0,220000,La Paz,1,Departamento,Venta,,2016
DEPARTAMENTOS EN VENTA: PLENO CENTRO DE SAN MIGUEL,0,40002059,5831204,ENABLED,1,0,2,UC-485643, no social con 20% de aporte propio. ,23/01/2019,113,0,Inmediata,967,1062.11,6637,885,6069,1,485643,2,1,-16.541431,La Paz,-68.079124,$us,San Miguel,0,153000,La Paz,1,Departamento,Venta,,2018
En venta bonito departamento en Cota Cota,0,40002059,5831204,ENABLED,3,0,3,UC-492641, no social con 20% de aporte propio. ,03/12/2018,184,0,Inmediata,1005,1103.76,6897,919,6307,2,492641,2,1,-16.540689,La Paz,-68.066589,$us,Cota Cota,0,159000,La Paz,2,Departamento,Venta,,
C/35 DE ACHUMANI,0,40002059,5831204,ENABLED,3,1,3,UC-507696, no social con 20% de aporte propio. ,25/04/2019,132,1,Inmediata,898,991.38,6159,821,5633,1,507696,2,1,-16.520065,La Paz,-68.060738,$us,Achumani,0,142000,La Paz,2,Departamento,Venta,,
FDV22263 – COMPRA TU DEPARTAMENTO EN ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-493053, no social con 20% de aporte propio. ,24/04/2019,143,0,Inmediata,917,1006.58,6290,838,5752,1,493053,2,1,-16.523317,La Paz,-68.05722,$us,Achumani,0,145000,La Paz,2,Departamento,Venta,,
FDV22624 – COMPRA TU DEPARTAMENTO EN EL PEDREGAL,0,40002059,5831204,ENABLED,3,0,2,UC-495434, no social con 20% de aporte propio. ,24/04/2019,229,0,Inmediata,961,1055.17,6593,879,6029,1,495434,2,1,-16.547577,La Paz,-68.052811,$us,El Pedregal,0,152000,La Paz,1,Departamento,Venta,,
CALACOTO  PRECIOSO DEPARTAMENTO EN VENTA ,0,40002059,5831204,ENABLED,3,0,3,UC-546397, no social con 20% de aporte propio. ,12/04/2019,164,0,Inmediata,1170,,8025,1070,7339,1,546397,2,1,-16.540094,La Paz,-68.084442,$us,Calacoto,0,185000,La Paz,2,Departamento,Venta,,
Departamento en venta los pinos,0,48463835,7064699,ENABLED,1,0,1,UC-510010, social. ,14/01/2019,61,0,Inmediata,483,565.57,3315,438,3002,1,510010,2,1,-16.54558,La Paz,-68.069664,$us,Los Pinos,0,81010,La Paz,1,Departamento,Venta,,2019
Achumani calle 36,0,48463835,7064699,ENABLED,4,0,3,UC-507784, social. ,15/02/2019,156,0,Inmediata,704,872.69,4828,637,4373,1,507784,2,1,-16.515924,La Paz,-68.061104,$us,Achumani,0,118000,La Paz,2,Departamento,Venta,,
"Ingresando por la 31 de achumani, calle violetas, a dos minutos del hipermaxi.",0,48463835,7064699,ENABLED,4,0,3,UC-546438, social. ,12/04/2019,152,0,Inmediata,614,,4214,556,3817,1,546438,2,1,-16.51862,La Paz,-68.05687,$us,Achumani,0,103000,La Paz,1,Departamento,Venta,,2019
EN VENTA DEPARTAMENTO: ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-546868, no social con 20% de aporte propio. ,13/04/2019,165,0,Inmediata,1246,,8545,1139,7815,1,546868,2,1,-16.520739,La Paz,-68.066742,$us,Achumani,0,197000,La Paz,1,Departamento,Venta,,2018
Achumani calle 32,0,40002059,5831204,ENABLED,4,0,3,UC-505158, no social con 20% de aporte propio. ,21/12/2018,168,0,Inmediata,1126,1241.70,7721,1029,7061,1,505158,2,1,-16.518007,La Paz,-68.062508,$us,Achumani,0,178000,La Paz,2,Departamento,Venta,,
ACHUMANI - Las Lomas,0,48463835,7064699,ENABLED,4,0,3,UC-509422, social. ,09/01/2019,124,0,Inmediata,596,698.15,4092,540,3706,1,509422,2,1,-16.529419,La Paz,-68.057816,$us,Achumani,0,100000,La Paz,1,Departamento,Venta,,2018
FDV25988 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,48463835,7064699,ENABLED,,0,3,UC-511579, social. ,24/04/2019,85,0,Inmediata,537,628.34,3683,486,3335,1,511579,2,1,-16.527704,La Paz,-68.053444,$us,Achumani,0,90000,La Paz,2,Departamento,Venta,,
ACHUMANI ,0,48463835,7064699,ENABLED,2,0,2,UC-513904, social. ,27/01/2019,101,0,Inmediata,602,705.13,4133,546,3743,1,513904,2,1,-16.51907,La Paz,-68.064743,$us,Achumani,0,101000,La Paz,1,Departamento,Venta,,2018
Achumani ,0,48463835,7064699,ENABLED,3,0,2,UC-524773, social. ,13/03/2019,103,0,05/2019,614,,4214,556,3817,1,524773,2,1,-16.522383,La Paz,-68.062721,$us,Achumani,0,103000,La Paz,1,Departamento,Venta,,
INMEDIACIONES C/24 DE CALACOTO,0,40002059,5831204,ENABLED,4,1,5,UC-512195, no social con 20% de aporte propio. ,25/04/2019,304,1,Inmediata,1770,2234.09,12145,1619,11107,1,512195,2,1,-16.54245,La Paz,-68.088165,$us,Calacoto,0,320000,La Paz,2,Departamento,Venta,,
Calacoto calle 15 avenida Ballivian,0,40002059,5831204,ENABLED,4,0,3,UC-525280, no social con 20% de aporte propio. ,14/02/2019,151,0,Inmediata,1138,,7808,1041,7140,1,525280,2,1,-16.539017,La Paz,-68.084183,$us,Calacoto,0,180000,La Paz,2,Departamento,Venta,,
FDV28917 – COMPRA TU DEPARTAMENTO VISTA JARDIN,0,40002059,5831204,ENABLED,2,0,2,UC-527286, no social con 20% de aporte propio. ,24/04/2019,100,0,Inmediata,854,,5856,781,5355,1,527286,2,1,-16.521749,La Paz,-68.062454,$us,Achumani,0,135000,La Paz,2,Departamento,Venta,,
FDV29093 – COMPRA ESTE PENTHOUSE EN ALTO IRPAVI,0,48463835,7064699,ENABLED,3,0,3,UC-527508, social. ,24/04/2019,99,0,Inmediata,650,,4460,589,4039,1,527508,2,1,-16.516584,La Paz,-68.084793,$us,Alto Irpavi,0,109000,La Paz,2,Departamento,Venta,,
FDV29081 – COMPRA TU DEPARTAMENTO EN PRE VENTA EN ALTO IRPAVI,0,48463835,7064699,ENABLED,3,0,3,UC-527504, social. ,24/04/2019,90,0,Inmediata,608,,4174,551,3780,1,527504,2,1,-16.514948,La Paz,-68.077736,$us,Alto Irpavi,0,102000,La Paz,1,Departamento,Venta,,
Irpavi 2,0,40002059,5831204,ENABLED,4,0,3,UC-512789, no social con 20% de aporte propio. ,31/03/2019,155,0,Inmediata,822,956.47,5639,752,5157,1,512789,2,1,-16.503139,La Paz,-68.082588,$us,Irpavi,0,130000,La Paz,2,Departamento,Venta,,
DEPARTAMENTO EN VENTA: ACHUMANI,0,48463835,7064699,ENABLED,3,0,3,UC-529384, social. ,14/04/2019,112,0,Inmediata,567,,3887,513,3520,1,529384,2,1,-16.520739,La Paz,-68.064339,$us,Achumani,0,95000,La Paz,2,Departamento,Venta,,2015
DEPARTAMENTO OBRAJES SOBRE AV. HERNANDO SILES,0,40002059,5831204,ENABLED,4,0,3,UC-529366, no social con 20% de aporte propio. ,23/02/2019,139,0,Inmediata,1012,,6940,925,6347,1,529366,2,1,-16.528801,La Paz,-68.103081,$us,Obrajes,0,160000,La Paz,2,Departamento,Venta,,2014
DEPARTAMENTO EN VENTA COTA COTA,0,40002059,5831204,ENABLED,4,0,3,UC-529402, no social con 20% de aporte propio. ,23/02/2019,163,0,Inmediata,1138,,7808,1041,7140,1,529402,2,1,-16.540277,La Paz,-68.069206,$us,Cota Cota,0,180000,La Paz,1,Departamento,Venta,,2010
CALACOTO BONITO DEPARTAMENTO  EN VENTA ,0,40002059,5831204,ENABLED,3,0,3,UC-534932, no social con 20% de aporte propio. ,09/04/2019,174,0,Inmediata,1353,,9282,1237,8489,1,534932,2,1,-16.540237,La Paz,-68.08783,$us,Calacoto,0,214000,La Paz,2,Departamento,Venta,,
EN VENTA DEPARTAMENTO ACHUMANI,0,48463835,7064699,ENABLED,3,0,2,UC-529401, social. ,23/02/2019,97,0,Inmediata,683,,4685,618,4243,1,529401,2,1,-16.517365,La Paz,-68.060516,$us,Achumani,0,114500,La Paz,1,Departamento,Venta,,2014
"Lomas de Achumani , Condominio el Parque (cerca Centro Comercial La Suiza)",0,48463835,7064699,ENABLED,4,0,3,UC-536102, social. ,16/03/2019,132,0,Inmediata,656,,4501,594,4076,1,536102,2,1,-16.521437,La Paz,-68.063736,$us,Achumani,0,110000,La Paz,1,Departamento,Venta,,
Calacoto ,0,40002059,5831204,ENABLED,4,0,3,UC-536161, no social con 20% de aporte propio. ,27/03/2019,120,0,Inmediata,1138,,7808,1041,7140,1,536161,2,1,-16.541281,La Paz,-68.086082,$us,Calacoto,0,180000,La Paz,1,Departamento,Venta,,2018
Departamento en venta Obrajes Av. Hernando Siles,0,40002059,5831204,ENABLED,4,0,3,UC-536680, no social con 20% de aporte propio. ,18/03/2019,176,0,Inmediata,1309,,8979,1197,8211,1,536680,2,1,-16.524342,La Paz,-68.110672,$us,Obrajes,0,207000,La Paz,2,Departamento,Venta,,
Últimos departamentos en venta Irpavi ,0,48463835,7064699,ENABLED,3,0,2,UC-538175, social. ,21/03/2019,87,0,Inmediata,626,,4296,567,3891,1,538175,2,1,-16.525755,La Paz,-68.086357,$us,Irpavi,0,105000,La Paz,1,Departamento,Venta,,2019
Alto Irpavi,0,48463835,7064699,ENABLED,3,0,3,UC-538986, social. ,23/03/2019,101,0,Inmediata,596,,4092,540,3706,1,538986,2,1,-16.529844,La Paz,-68.081001,$us,Alto Irpavi,0,100000,La Paz,2,Departamento,Venta,,
Calacoto calle 17,0,40002059,5831204,ENABLED,5,0,3,UC-533884, no social con 20% de aporte propio. ,11/03/2019,165,0,Inmediata,1069,,7331,977,6704,1,533884,2,1,-16.539244,La Paz,-68.083237,$us,Calacoto,0,169000,La Paz,2,Departamento,Venta,,
Calacoto ,0,40002059,5831204,ENABLED,2,0,2,UC-536156, no social con 20% de aporte propio. ,18/03/2019,73,0,Inmediata,790,,5422,723,4958,1,536156,2,1,-16.540903,La Paz,-68.085777,$us,Calacoto,0,125000,La Paz,1,Departamento,Venta,,2018
DEPARTAMENTO EN VENTA CALACOTO ,0,40002059,5831204,ENABLED,6,0,4,UC-539061, no social con 20% de aporte propio. ,24/03/2019,222,0,Inmediata,1826,,12525,1670,11454,2,539061,2,1,-16.540628,La Paz,-68.083565,$us,Calacoto,0,330000,La Paz,2,Departamento,Venta,,
EN VENTA PENTHOUSE DUPLEX: ACHUMANI,0,40002059,5831204,ENABLED,6,0,4,UC-520523, no social con 20% de aporte propio. ,02/02/2019,2852,0,Inmediata,1521,1902.81,10437,1391,9545,0,520523,2,1,-16.516171,La Paz,-68.060562,$us,Achumani,0,275000,La Paz,1,Departamento,Venta,,2014
Departamento en ACHUMANI ,0,48463835,7064699,ENABLED,3,0,2,UC-517512, social. ,25/04/2019,106,0,Inmediata,680,837.78,4665,616,4224,1,517512,2,1,-16.524088,La Paz,-68.067345,$us,Achumani,0,114000,La Paz,1,Departamento,Venta,,
Calacoto calle 15,0,48463835,7064699,ENABLED,1,0,1,UC-517386, social. ,28/01/2019,50,0,Inmediata,567,663.24,3887,513,3520,1,517386,2,1,-16.539352,La Paz,-68.084259,$us,Calacoto,0,95000,La Paz,1,Departamento,Venta,,
Los Almendros,0,40002059,5831204,ENABLED,3,0,2,UC-519464, no social con 20% de aporte propio. ,24/03/2019,145,0,Inmediata,904,1033.27,6203,827,5672,1,519464,2,1,-16.548433,La Paz,-68.060646,$us,Auquisamaña,0,143000,La Paz,1,Departamento,Venta,,
LOS ALMENDROS,0,40002059,5831204,ENABLED,4,0,3,UC-519478, no social con 20% de aporte propio. ,31/01/2019,310,0,Inmediata,1715,2164.27,11766,1568,10760,2,519478,2,1,-16.548054,La Paz,-68.060814,$us,Auquisamaña,0,310000,La Paz,1,Departamento,Venta,,
INMEDIA INMEDIACIONES C/27 COTA COTA,0,40002059,5831204,ENABLED,3,1,3,UC-522086, no social con 20% de aporte propio. ,25/04/2019,183,0,Inmediata,1043,1141.68,7157,954,6545,2,522086,2,1,-16.539709,La Paz,-68.061707,$us,Cota Cota,0,165000,La Paz,2,Departamento,Venta,,
Calacoto calle 25,0,44130787,6433059,ENABLED,1,0,1,UC-522746, social. ,15/02/2019,62,0,Inmediata,424,512.72,2910,381,2617,1,522746,2,1,-16.541307,La Paz,-68.073952,$us,Calacoto,0,74000,La Paz,1,Departamento,Venta,,2018
DEPARTAMENTO EN VENTA: SECTOR LOS PINOS C.27,0,40002059,5831204,ENABLED,3,0,3,UC-520496, no social con 20% de aporte propio. ,02/02/2019,155,0,Inmediata,885,968.70,6073,810,5553,0,520496,2,1,-16.544928,La Paz,-68.068611,$us,Cota Cota,0,140000,La Paz,2,Departamento,Venta,,2008
"Av. Ballivian , Calacoto",0,40002059,5831204,ENABLED,5,0,4,UC-539769, no social con 20% de aporte propio. ,26/03/2019,310,0,Inmediata,2202,,15106,2014,13814,1,539769,2,1,-16.543036,La Paz,-68.089508,$us,Calacoto,0,398000,La Paz,1,Departamento,Venta,,
"Av. Alexander Achumani, Urbanización Pamir Pampa",0,40002059,5831204,ENABLED,4,0,3,UC-539982, no social con 20% de aporte propio. ,26/03/2019,178,0,Inmediata,1214,,8328,1110,7616,1,539982,2,1,-16.525017,La Paz,-68.062065,$us,Achumani,0,192000,La Paz,1,Departamento,Venta,,
IRPAVI ,0,48463835,7064699,ENABLED,2,0,2,UC-539914, social. ,26/03/2019,130,0,Inmediata,632,,4337,573,3928,1,539914,2,1,-16.518698,La Paz,-68.086014,$us,Irpavi,0,106000,La Paz,1,Departamento,Venta,,
IRPAVI BELLO DEPARTAMENTO EN VENTA,0,40002059,5831204,ENABLED,3,0,3,UC-540141, no social con 20% de aporte propio. ,27/03/2019,140,0,Inmediata,1005,,6897,919,6307,1,540141,2,1,-16.529335,La Paz,-68.086182,$us,Irpavi,0,159000,La Paz,1,Departamento,Venta,,2018
LOS NUEVOS PINOS FASE III ULTIMOS 3 DEPARTAMENTOS,0,40002059,5831204,ENABLED,4,0,3,UC-539999, no social con 20% de aporte propio. ,29/03/2019,120,0,09/2019,860,,5899,786,5395,1,539999,2,1,-16.544579,La Paz,-68.070885,$us,Los Pinos,0,136000,La Paz,1,Departamento,Venta,,2019
Av. Sánchez Lima con Fernando Guachalla ,0,40002059,5831204,ENABLED,5,0,4,UC-540748, no social con 20% de aporte propio. ,17/04/2019,198,0,Inmediata,1359,,9326,1243,8529,1,540748,2,1,-16.508928,La Paz,-68.12957,$us,Sopocachi,0,215000,La Paz,2,Departamento,Venta,,2004
"Calle 6 de Irpavi 
",0,40002059,5831204,ENABLED,5,0,5,UC-540760, no social con 20% de aporte propio. ,30/03/2019,250,0,Inmediata,1581,,10844,1446,9917,1,540760,2,1,-16.525715,La Paz,-68.084015,$us,Irpavi,0,250000,La Paz,2,Departamento,Venta,,
"Cerca de la plaza Abaroa, Sopocachi ",0,44130787,6433059,ENABLED,1,0,1,UC-543942, social. ,12/04/2019,65,0,Inmediata,453,,3106,407,2793,0,543942,2,1,-16.510944,La Paz,-68.127121,$us,Sopocachi,0,79000,La Paz,2,Departamento,Venta,,
"SOPOCACHI, DEPARTAMENTO EN VENTA ",0,40002059,5831204,ENABLED,3,0,3,UC-540821, no social con 20% de aporte propio. ,09/04/2019,157,0,Inmediata,1043,,7157,954,6545,1,540821,2,1,-16.50757,La Paz,-68.12738,$us,San Jorge,0,165000,La Paz,2,Departamento,Venta,,
"ACHUMANI, DEPARTAMENTO EN VENTA",0,40002059,5831204,ENABLED,3,0,3,UC-542214, no social con 20% de aporte propio. ,09/04/2019,156,0,Inmediata,917,,6290,838,5752,2,542214,2,1,-16.525202,La Paz,-68.070427,$us,Achumani,0,145000,La Paz,2,Departamento,Venta,,
ACHUMANI ,0,44130787,6433059,ENABLED,1,0,1,UC-540773, social. ,28/03/2019,26,0,Inmediata,160,,1101,144,990,1,540773,2,1,-16.526909,La Paz,-68.053131,$us,Achumani,0,28000,La Paz,1,Departamento,Venta,,
OPORTUNIDAD!!!   DPTO. de 140 mtrs a $us.135.000 ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-542513, no social con 20% de aporte propio. ,02/04/2019,140,0,Inmediata,854,,5856,781,5355,1,542513,2,1,-16.529091,La Paz,-68.072105,$us,Achumani,0,135000,La Paz,1,Departamento,Venta,,2018
IRPAVI II CALLE 3 # 150,0,48463835,7064699,ENABLED,3,0,2,UC-543008, social. ,03/04/2019,105,0,Inmediata,507,,3478,459,3150,0,543008,2,1,-16.502754,La Paz,-68.081741,$us,Irpavi,0,85000,La Paz,2,Departamento,Venta,,2016
Achumani calle 32,0,48463835,7064699,ENABLED,3,0,2,UC-543657, social. ,05/04/2019,100,0,Inmediata,686,,4705,621,4261,1,543657,2,1,-16.518337,La Paz,-68.062218,$us,Achumani,0,115000,La Paz,2,Departamento,Venta,,
EN VENTA DEPARTAMENTO: ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-543968, no social con 20% de aporte propio. ,05/04/2019,164,0,Inmediata,1246,,8545,1139,7815,1,543968,2,1,-16.521027,La Paz,-68.065323,$us,Achumani,0,197000,La Paz,1,Departamento,Venta,,2018
EN VENTA DEPARTAMENTO: IRPAVI,0,40002059,5831204,ENABLED,3,0,3,UC-543971, no social con 20% de aporte propio. ,05/04/2019,135,0,Inmediata,790,,5422,723,4958,1,543971,2,1,-16.503208,La Paz,-68.083397,$us,Irpavi,0,125000,La Paz,1,Departamento,Venta,,2014
DEPARTAMENTO EN VENTA DE 1 DORMITORIO: ACHUMANI,0,40002059,5831204,ENABLED,2,0,1,UC-543989, no social con 20% de aporte propio. ,05/04/2019,97,0,Inmediata,985,,6758,901,6180,1,543989,2,1,-16.529337,La Paz,-68.069527,$us,Achumani,0,155800,La Paz,1,Departamento,Venta,,
Departamento  de lujo achumani ,0,48463835,7064699,ENABLED,3,0,2,UC-548172, social. ,17/04/2019,138,0,Inmediata,668,,4583,605,4150,1,548172,2,1,-16.50268,La Paz,-68.070419,$us,Achumani,0,112000,La Paz,1,Departamento,Venta,,2019
La Florida,0,40002059,5831204,ENABLED,3,0,3,UC-544115, no social con 20% de aporte propio. ,06/04/2019,169,0,Inmediata,1518,,10410,1388,9520,1,544115,2,1,-16.547623,La Paz,-68.090111,$us,La Florida,0,240000,La Paz,2,Departamento,Venta,,2014
"Irpavi 2, Calle 5 Esq. Aruntaya",0,40002059,5831204,ENABLED,4,0,3,UC-547713, no social con 20% de aporte propio. ,16/04/2019,170,0,Inmediata,879,,6029,804,5514,1,547713,2,1,-16.520655,La Paz,-68.086357,$us,Irpavi,0,139000,La Paz,1,Departamento,Venta,,2018
Departamento de lujo achumani,0,48463835,7064699,ENABLED,2,0,1,UC-548160, social. ,17/04/2019,138,0,Inmediata,564,,3867,510,3502,0,548160,2,1,-16.513241,La Paz,-68.063042,$us,Achumani,0,94500,La Paz,1,Departamento,Venta,,2019
DEPARTAMENTO EN VENTA ACHUMANI,0,48463835,7064699,ENABLED,2,0,2,UC-548165, social. ,17/04/2019,91,0,Inmediata,602,,4133,546,3743,1,548165,2,1,-16.515348,La Paz,-68.060646,$us,Achumani,0,101000,La Paz,1,Departamento,Venta,,2019
